"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",7637,,1872,3506,2079,180
"Desocupada (030)",5620,87,2899,1563,904,167
"Sin nivel (031)",297,5,55,106,93,38
"Educación inicial (032)",6,,5,1,,
"Primaria (033)",1483,61,526,421,391,84
"Secundaria (034)",2257,21,1366,593,255,22
"Superior no univ. incompleta (035)",336,,221,78,31,6
"Superior no univ. completa (036)",657,,372,209,67,9
"Superior univ. incompleta (037)",231,,166,41,22,2
"Superior univ. completa (038)",353,,188,114,45,6
"No PEA (040)",152297,50595,46055,22888,18860,13899
"Sin nivel (041)",12288,1165,980,2095,3314,4734
"Educación inicial (042)",4268,4142,100,26,,
"Primaria (043)",66021,35383,7733,7810,8634,6461
"Secundaria (044)",47647,9905,24785,7696,3910,1351
"Superior no univ. incompleta (045)",6491,,4429,1327,530,205
"Superior no univ. completa (046)",6613,,2179,2407,1441,586
"Superior univ. incompleta (047)",5641,,4768,485,264,124
"Superior univ. completa (048)",3328,,1081,1042,767,438
,,,,,,
"URBANA (060)",226169,46103,70689,53858,39403,16116
"Sin nivel (061)",14730,1004,1178,3300,4488,4760
"Educación inicial (062)",3955,3767,143,45,,
"Primaria (063)",77803,31861,10822,12646,14840,7634
"Secundaria (064)",77495,9471,36498,19351,10344,1831
"Superior no univ. incompleta (065)",12332,,6752,3689,1590,301
"Superior no univ. completa (066)",19190,,5701,8468,4237,784
"Superior univ. incompleta (067)",9506,,6521,1764,1035,186
"Superior univ. completa (068)",11158,,3074,4595,2869,620
"PEA (070)",90013,944,29321,33619,22560,3569
"Sin nivel (071)",4448,23,365,1517,1787,756
"Educación inicial (072)",80,10,49,21,,
"Primaria (073)",21060,532,4766,6514,7481,1767
"Secundaria (074)",33757,379,14136,12201,6537,504
"Superior no univ. incompleta (075)",6095,,2531,2399,1069,96
"Superior no univ. completa (076)",12731,,3618,6112,2802,199
"Superior univ. incompleta (077)",3957,,1837,1284,773,63
"Superior univ. completa (078)",7885,,2019,3571,2111,184
"Ocupada (080)",84924,882,26699,32186,21732,3425
"Sin nivel (081)",4191,18,318,1423,1705,727
"Educación inicial (082)",75,10,44,21,,
"Primaria (083)",19880,494,4365,6173,7151,1697
"Secundaria (084)",31662,360,12894,11640,6286,482
"Superior no univ. incompleta (085)",5764,,2315,2321,1038,90
"Superior no univ. completa (086)",12085,,3256,5904,2735,190
"Superior univ. incompleta (087)",3729,,1674,1243,751,61
"Superior univ. completa (088)",7538,,1833,3461,2066,178
"Desocupada (090)",5089,62,2622,1433,828,144
"Sin nivel (091)",257,5,47,94,82,29
"Educación inicial (092)",5,,5,,,
"Primaria (093)",1180,38,401,341,330,70
"Secundaria (094)",2095,19,1242,561,251,22
"Superior no univ. incompleta (095)",331,,216,78,31,6
"Superior no univ. completa (096)",646,,362,208,67,9
"Superior univ. incompleta (097)",228,,163,41,22,2
"Superior univ. completa (098)",347,,186,110,45,6
"No PEA (100)",136156,45159,41368,20239,16843,12547
"Sin nivel (101)",10282,981,813,1783,2701,4004
"Educación inicial (102)",3875,3757,94,24,,
"Primaria (103)",56743,31329,6056,6132,7359,5867
"Secundaria (104)",43738,9092,22362,7150,3807,1327
"Superior no univ. incompleta (105)",6237,,4221,1290,521,205
"Superior no univ. completa (106)",6459,,2083,2356,1435,585
"Superior univ. incompleta (107)",5549,,4684,480,262,123
"Superior univ. completa (108)",3273,,1055,1024,758,436
,,,,,,
"RURAL (120)",25216,5637,8016,5510,4041,2012
"Sin nivel (121)",2971,192,242,566,989,982
"Educación inicial (122)",411,386,13,12,,
"Primaria (123)",14168,4205,3059,3277,2655,972
"Secundaria (124)",6553,854,4004,1334,315,46
"Superior no univ. incompleta (125)",400,,302,74,23,1
"Superior no univ. completa (126)",398,,211,153,29,5
"Superior univ. incompleta (127)",155,,118,27,8,2
"Superior univ. completa (128)",160,,67,67,22,4
"PEA (130)",9075,201,3329,2861,2024,660
"Sin nivel (131)",965,8,75,254,376,252
"Educación inicial (132)",18,1,7,10,,
"Primaria (133)",4890,151,1382,1599,1380,378
"Secundaria (134)",2644,41,1581,788,212,22
"Superior no univ. incompleta (135)",146,,94,37,14,1
"Superior no univ. completa (136)",244,,115,102,23,4
"Superior univ. incompleta (137)",63,,34,22,6,1
"Superior univ. completa (138)",105,,41,49,13,2
"Ocupada (140)",8544,176,3052,2731,1948,637
"Sin nivel (141)",925,8,67,242,365,243
"Educación inicial (142)",17,1,7,9,,
"Primaria (143)",4587,128,1257,1519,1319,364
"Secundaria (144)",2482,39,1457,756,208,22
"Superior no univ. incompleta (145)",141,,89,37,14,1
"Superior no univ. completa (146)",233,,105,101,23,4
"Superior univ. incompleta (147)",60,,31,22,6,1
"Superior univ. completa (148)",99,,39,45,13,2
"Desocupada (150)",531,25,277,130,76,23
"Sin nivel (151)",40,,8,12,11,9
"Educación inicial (152)",1,,,1,,
"Primaria (153)",303,23,125,80,61,14
"Secundaria (154)",162,2,124,32,4,
"Superior no univ. incompleta (155)",5,,5,,,
"Superior no univ. completa (156)",11,,10,1,,
"Superior univ. incompleta (157)",3,,3,,,
"Superior univ. completa (158)",6,,2,4,,
"No PEA (160)",16141,5436,4687,2649,2017,1352
"Sin nivel (161)",2006,184,167,312,613,730
"Educación inicial (162)",393,385,6,2,,
"Primaria (163)",9278,4054,1677,1678,1275,594
"Secundaria (164)",3909,813,2423,546,103,24
"Superior no univ. incompleta (165)",254,,208,37,9,
"Superior no univ. completa (166)",154,,96,51,6,1
"Superior univ. incompleta (167)",92,,84,5,2,1
"Superior univ. completa (168)",55,,26,18,9,2
