"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",58,16,24,6,11,1
"Actividad economica no especificada (043)",481,4,201,145,94,37
"Mujeres (045)",8567,295,2913,2808,1937,614
"Agric., ganadería, caza y silvicultura (046)",4205,190,1345,1274,1023,373
"Pesca (047)",2,,,2,,
"Explotación de minas y canteras (048)",13,1,1,8,3,
"Industrias manufactureras (049)",766,13,293,264,162,34
"Suministro de electricidad, gas y agua (050)",3,,3,,,
"Construcción (051)",104,2,54,38,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1350,34,410,519,312,75
"Venta, mant.y rep. veh.autom.y motoc. (053)",8,,4,3,1,
"Comercio al por mayor (054)",25,,8,12,4,1
"Comercio al por menor (055)",1317,34,398,504,307,74
"Hoteles y restaurantes (056)",663,23,198,215,174,53
"Trans., almac. y comunicaciones (057)",54,,32,14,7,1
"Intermediación financiera (058)",6,,3,2,1,
"Activid.inmobil., empres. y alquileres (059)",64,1,41,14,8,
"Admin.pub. y defensa; p. segur.soc.afil (060)",154,,83,50,21,
"Enseñanza (061)",298,,74,161,60,3
"Servicios sociales y de salud (062)",115,,55,51,8,1
"Otras activ. serv.comun.soc y personales (063)",101,,54,29,14,4
"Hogares privados con servicio doméstico (064)",208,29,110,23,29,17
"Actividad economica no especificada (066)",461,2,157,144,105,53
,,,,,,
"URBANA (067)",11004,345,3427,3961,2581,690
"Agric., ganadería, caza y silvicultura (068)",2795,171,725,817,740,342
"Pesca (069)",2,,,2,,
"Explotación de minas y canteras (070)",158,1,61,51,38,7
"Industrias manufactureras (071)",1192,31,426,441,241,53
"Suministro de electricidad, gas y agua (072)",41,,17,17,5,2
"Construcción (073)",1129,14,390,457,248,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1702,55,510,630,400,107
"Venta, mant.y rep. veh.autom.y motoc. (075)",129,3,52,46,27,1
"Comercio al por mayor (076)",57,,25,24,5,3
"Comercio al por menor (077)",1516,52,433,560,368,103
"Hoteles y restaurantes (078)",611,23,171,197,171,49
"Trans., almac. y comunicaciones (079)",958,8,345,399,192,14
"Intermediación financiera (080)",8,,4,3,1,
"Activid.inmobil., empres. y alquileres (081)",278,1,121,101,52,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",535,,141,239,143,12
"Enseñanza (083)",521,,104,270,136,11
"Servicios sociales y de salud (084)",158,,58,73,25,2
"Otras activ. serv.comun.soc y personales (085)",255,4,90,104,49,8
"Hogares privados con servicio doméstico (086)",190,35,88,21,30,16
"Actividad economica no especificada (088)",471,2,176,139,110,44
"Hombres (089)",7040,220,2161,2567,1667,425
"Agric., ganadería, caza y silvicultura (090)",2054,128,545,598,524,259
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",150,1,60,44,38,7
"Industrias manufactureras (093)",650,22,238,230,128,32
"Suministro de electricidad, gas y agua (094)",38,,14,17,5,2
"Construcción (095)",1097,12,370,449,246,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",609,27,187,203,153,39
"Venta, mant.y rep. veh.autom.y motoc. (097)",122,3,48,44,26,1
"Comercio al por mayor (098)",36,,18,14,2,2
"Comercio al por menor (099)",451,24,121,145,125,36
"Hoteles y restaurantes (100)",97,6,39,27,22,3
"Trans., almac. y comunicaciones (101)",909,8,316,387,185,13
"Intermediación financiera (102)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (103)",219,,84,87,45,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",418,,80,202,124,12
"Enseñanza (105)",266,,47,130,81,8
"Servicios sociales y de salud (106)",66,,18,28,18,2
"Otras activ. serv.comun.soc y personales (107)",168,4,45,78,36,5
"Hogares privados con servicio doméstico (108)",34,11,13,3,6,1
"Actividad economica no especificada (110)",262,1,104,82,56,19
"Mujeres (112)",3964,125,1266,1394,914,265
"Agric., ganadería, caza y silvicultura (113)",741,43,180,219,216,83
"Pesca (114)",1,,,1,,
"Explotación de minas y canteras (115)",8,,1,7,,
"Industrias manufactureras (116)",542,9,188,211,113,21
"Suministro de electricidad, gas y agua (117)",3,,3,,,
"Construcción (118)",32,2,20,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1093,28,323,427,247,68
"Venta, mant.y rep. veh.autom.y motoc. (120)",7,,4,2,1,
"Comercio al por mayor (121)",21,,7,10,3,1
"Comercio al por menor (122)",1065,28,312,415,243,67
"Hoteles y restaurantes (123)",514,17,132,170,149,46
"Trans., almac. y comunicaciones (124)",49,,29,12,7,1
"Intermediación financiera (125)",6,,3,2,1,
"Activid.inmobil., empres. y alquileres (126)",59,1,37,14,7,
"Admin.pub. y defensa; p. segur.soc.afil (127)",117,,61,37,19,
"Enseñanza (128)",255,,57,140,55,3
"Servicios sociales y de salud (129)",92,,40,45,7,
"Otras activ. serv.comun.soc y personales (130)",87,,45,26,13,3
"Hogares privados con servicio doméstico (131)",156,24,75,18,24,15
"Actividad economica no especificada (133)",209,1,72,57,54,25
,,,,,,
"RURAL (134)",15381,412,5102,5097,3594,1176
"Agric., ganadería, caza y silvicultura (135)",11658,351,3545,3811,2897,1054
"Pesca (136)",2,,,2,,
"Explotación de minas y canteras (137)",163,2,82,41,34,4
"Industrias manufactureras (138)",542,23,237,154,110,18
"Suministro de electricidad, gas y agua (139)",9,,3,4,2,
"Construcción (140)",1032,5,416,412,187,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",480,9,183,162,107,19
"Venta, mant.y rep. veh.autom.y motoc. (142)",32,,21,7,4,
"Comercio al por mayor (143)",29,,13,15,1,
"Comercio al por menor (144)",419,9,149,140,102,19
"Hoteles y restaurantes (145)",204,7,98,57,33,9
"Trans., almac. y comunicaciones (146)",211,1,100,79,26,5
"Activid.inmobil., empres. y alquileres (148)",47,,22,15,8,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",298,,100,133,62,3
"Enseñanza (150)",103,,42,45,16,
"Servicios sociales y de salud (151)",31,,20,9,1,1
"Otras activ. serv.comun.soc y personales (152)",54,,26,15,12,1
"Hogares privados con servicio doméstico (153)",76,10,46,8,10,2
"Actividad economica no especificada (155)",471,4,182,150,89,46
"Hombres (156)",10778,242,3455,3683,2571,827
"Agric., ganadería, caza y silvicultura (157)",8194,204,2380,2756,2090,764
"Pesca (158)",1,,,1,,
"Explotación de minas y canteras (159)",158,1,82,40,31,4
"Industrias manufactureras (160)",318,19,132,101,61,5
"Suministro de electricidad, gas y agua (161)",9,,3,4,2,
"Construcción (162)",960,5,382,382,179,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",223,3,96,70,42,12
"Venta, mant.y rep. veh.autom.y motoc. (164)",31,,21,6,4,
"Comercio al por mayor (165)",25,,12,13,,
"Comercio al por menor (166)",167,3,63,51,38,12
"Hoteles y restaurantes (167)",55,1,32,12,8,2
"Trans., almac. y comunicaciones (168)",206,1,97,77,26,5
"Activid.inmobil., empres. y alquileres (170)",42,,18,15,7,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",261,,78,120,60,3
"Enseñanza (172)",60,,25,24,11,
"Servicios sociales y de salud (173)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (174)",40,,17,12,11,
"Hogares privados con servicio doméstico (175)",24,5,11,3,5,
"Actividad economica no especificada (177)",219,3,97,63,38,18
"Mujeres (179)",4603,170,1647,1414,1023,349
"Agric., ganadería, caza y silvicultura (180)",3464,147,1165,1055,807,290
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",5,1,,1,3,
"Industrias manufactureras (183)",224,4,105,53,49,13
"Construcción (185)",72,,34,30,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",257,6,87,92,65,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",4,,1,2,1,
"Comercio al por menor (189)",252,6,86,89,64,7
"Hoteles y restaurantes (190)",149,6,66,45,25,7
"Trans., almac. y comunicaciones (191)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (193)",5,,4,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",37,,22,13,2,
"Enseñanza (195)",43,,17,21,5,
"Servicios sociales y de salud (196)",23,,15,6,1,1
"Otras activ. serv.comun.soc y personales (197)",14,,9,3,1,1
"Hogares privados con servicio doméstico (198)",52,5,35,5,5,2
"Actividad economica no especificada (200)",252,1,85,87,51,28
