"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",876,674,120,24,58
"Superior no univ. incompleta (065)",94,63,15,8,8
"Superior no univ. completa (066)",360,133,106,58,63
"Superior univ. incompleta (067)",60,33,12,10,5
"Superior univ. completa (068)",248,53,75,79,41
"De 06 a 14 años (070)",55,42,11,2,
"Educación inicial (072)",2,1,1,,
"Primaria (073)",34,26,7,1,
"Secundaria (074)",19,15,3,1,
"De 15 a 29 años (080)",572,382,110,39,41
"Sin nivel (081)",4,4,,,
"Primaria (083)",74,61,12,1,
"Secundaria (084)",289,221,50,7,11
"Superior no univ. incompleta (085)",41,29,10,1,1
"Superior no univ. completa (086)",94,40,25,9,20
"Superior univ. incompleta (087)",21,14,3,3,1
"Superior univ. completa (088)",49,13,10,18,8
"De 30 a 44 años (090)",934,578,169,90,97
"Sin nivel (091)",24,21,3,,
"Educación inicial (092)",1,1,,,
"Primaria (093)",158,141,13,1,3
"Secundaria (094)",355,282,40,7,26
"Superior no univ. incompleta (095)",39,26,3,5,5
"Superior no univ. completa (096)",198,68,60,36,34
"Superior univ. incompleta (097)",22,11,5,2,4
"Superior univ. completa (098)",137,28,45,39,25
"De 45 a 64 años (100)",621,430,97,54,40
"Sin nivel (101)",65,59,6,,
"Primaria (103)",220,196,19,4,1
"Secundaria (104)",183,128,26,8,21
"Superior no univ. incompleta (105)",13,7,2,2,2
"Superior no univ. completa (106)",65,22,21,13,9
"Superior univ. incompleta (107)",15,7,3,5,
"Superior univ. completa (108)",60,11,20,22,7
"De 65 y más años (110)",246,228,12,3,3
"Sin nivel (111)",72,66,5,1,
"Primaria (113)",136,128,5,1,2
"Secundaria (114)",30,28,1,1,
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",3,3,,,
"Superior univ. incompleta (117)",2,1,1,,
"Superior univ. completa (118)",2,1,,,1
,,,,,
"RURAL (120)",1286,1141,83,34,28
"Sin nivel (121)",170,166,4,,
"Primaria (123)",531,501,22,5,3
"Secundaria (124)",456,386,39,18,13
"Superior no univ. incompleta (125)",22,16,2,1,3
"Superior no univ. completa (126)",56,41,7,2,6
"Superior univ. incompleta (127)",10,8,1,1,
"Superior univ. completa (128)",41,23,8,7,3
"De 06 a 14 años (130)",30,28,1,1,
"Primaria (133)",22,21,,1,
"Secundaria (134)",8,7,1,,
"De 15 a 29 años (140)",319,267,25,16,11
"Sin nivel (141)",2,2,,,
"Primaria (143)",65,60,3,2,
"Secundaria (144)",218,181,20,13,4
"Superior no univ. incompleta (145)",6,4,,,2
"Superior no univ. completa (146)",18,13,1,,4
"Superior univ. incompleta (147)",1,1,,,
"Superior univ. completa (148)",9,6,1,1,1
"De 30 a 44 años (150)",397,342,33,12,10
"Sin nivel (151)",24,24,,,
"Primaria (153)",154,142,9,1,2
"Secundaria (154)",155,131,14,4,6
"Superior no univ. incompleta (155)",9,7,1,1,
"Superior no univ. completa (156)",28,19,5,2,2
"Superior univ. incompleta (157)",6,6,,,
"Superior univ. completa (158)",21,13,4,4,
"De 45 a 64 años (160)",355,327,16,5,7
"Sin nivel (161)",70,70,,,
"Primaria (163)",188,180,6,1,1
"Secundaria (164)",70,62,4,1,3
"Superior no univ. incompleta (165)",6,4,1,,1
"Superior no univ. completa (166)",9,8,1,,
"Superior univ. incompleta (167)",2,,1,1,
"Superior univ. completa (168)",10,3,3,2,2
"De 65 y más años (170)",185,177,8,,
"Sin nivel (171)",74,70,4,,
"Primaria (173)",102,98,4,,
"Secundaria (174)",5,5,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,1,,,
