"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc afil (038)",4308,,976,1905,1371,56
"Enseñanza (039)",4508,,456,2090,1884,78
"Servicios sociales y de salud (040)",934,,131,386,398,19
"Otras activ. serv.comun.soc y personales (041)",1027,31,465,308,188,35
"Hogares privados con servicio doméstico (042)",66,6,31,16,11,2
"Organiz. y organos extraterritoriales (043)",6,,,3,3,
"Actividad economica no especificada (044)",644,4,231,193,159,57
"Desocupado (045)",4118,20,2001,1275,680,142
"Mujeres (046)",43235,564,13069,14983,11248,3371
"Agric., ganadería, caza y silvicultura (047)",15127,243,3631,3946,4762,2545
"Pesca (048)",201,3,87,67,36,8
"Explotación de minas y canteras (049)",21,,7,10,4,
"Industrias manufactureras (050)",4544,59,1591,1771,978,145
"Suministro de electricidad, gas y agua (051)",38,,13,12,13,
"Construcción (052)",104,1,38,45,19,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",7729,128,2095,2885,2169,452
"Venta, mant.y rep. veh.autom.y motoc. (054)",104,,53,34,15,2
"Comercio al por mayor (055)",215,,62,101,42,10
"Comercio al por menor (056)",7410,128,1980,2750,2112,440
"Hoteles y restaurantes (057)",2188,52,830,754,506,46
"Trans., almac. y comunicaciones (058)",912,8,487,278,124,15
"Intermediación financiera (059)",214,,103,93,18,
"Activid.inmobil., empres. y alquileres (060)",828,,355,326,143,4
"Admin.pub. y defensa; p. segur.soc afil (061)",1492,,555,598,336,3
"Enseñanza (062)",3710,,571,2170,959,10
"Servicios sociales y de salud (063)",1454,,297,640,511,6
"Otras activ. serv.comun.soc y personales (064)",972,17,405,338,193,19
"Hogares privados con servicio doméstico (065)",964,38,578,211,121,16
"Organiz. y organos extraterritoriales (066)",4,,,3,1,
"Actividad economica no especificada (067)",792,3,267,253,186,83
"Desocupado (068)",1941,12,1159,583,169,18
,,,,,,
"URBANA (069)",57630,633,17686,22439,14865,2007
"Agric., ganadería, caza y silvicultura (070)",3803,61,918,1086,1195,543
"Pesca (071)",88,,33,28,21,6
"Explotación de minas y canteras (072)",255,,99,113,40,3
"Industrias manufactureras (073)",4393,46,1447,1711,1032,157
"Suministro de electricidad, gas y agua (074)",219,,59,91,66,3
"Construcción (075)",3509,21,1014,1477,877,120
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",10632,226,2996,3914,2898,598
"Venta, mant.y rep. veh.autom.y motoc. (077)",763,9,290,288,162,14
"Comercio al por mayor (078)",370,3,124,165,68,10
"Comercio al por menor (079)",9499,214,2582,3461,2668,574
"Hoteles y restaurantes (080)",3227,95,1316,1051,691,74
"Trans., almac. y comunicaciones (081)",5366,76,2309,1854,1027,100
"Intermediación financiera (082)",483,,183,225,74,1
"Activid.inmobil., empres. y alquileres (083)",2835,,1009,1194,593,39
"Admin.pub. y defensa; p. segur.soc afil (084)",5225,,1335,2280,1565,45
"Enseñanza (085)",7729,,934,4050,2667,78
"Servicios sociales y de salud (086)",2295,,397,994,883,21
"Otras activ. serv.comun.soc y personales (087)",1815,47,777,587,357,47
"Hogares privados con servicio doméstico (088)",911,38,546,200,112,15
"Organiz. y organos extraterritoriales (089)",10,,,6,4,
"Actividad economica no especificada (090)",1005,7,355,336,238,69
"Desocupado (091)",3830,16,1959,1242,525,88
"Hombres (092)",32451,364,9777,12391,8714,1205
"Agric., ganadería, caza y silvicultura (093)",2222,40,521,629,676,356
"Pesca (094)",55,,20,16,14,5
"Explotación de minas y canteras (095)",242,,95,107,37,3
"Industrias manufactureras (096)",2222,27,826,746,518,105
"Suministro de electricidad, gas y agua (097)",181,,46,79,53,3
"Construcción (098)",3424,20,983,1439,863,119
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",3579,115,1092,1266,904,202
"Venta, mant.y rep. veh.autom.y motoc. (100)",667,9,243,255,148,12
"Comercio al por mayor (101)",180,3,70,74,29,4
"Comercio al por menor (102)",2732,103,779,937,727,186
"Hoteles y restaurantes (103)",1180,43,556,344,207,30
"Trans., almac. y comunicaciones (104)",4489,69,1840,1582,913,85
"Intermediación financiera (105)",269,,80,132,56,1
"Activid.inmobil., empres. y alquileres (106)",2025,,665,873,451,36
"Admin.pub. y defensa; p. segur.soc afil (107)",3838,,834,1721,1241,42
"Enseñanza (108)",4126,,414,1920,1723,69
"Servicios sociales y de salud (109)",880,,118,369,377,16
"Otras activ. serv.comun.soc y personales (110)",882,30,395,258,171,28
"Hogares privados con servicio doméstico (111)",53,4,27,14,8,
"Organiz. y organos extraterritoriales (112)",6,,,3,3,
"Actividad economica no especificada (113)",482,4,173,157,119,29
"Desocupado (114)",2296,12,1092,736,380,76
"Mujeres (115)",25179,269,7909,10048,6151,802
"Agric., ganadería, caza y silvicultura (116)",1581,21,397,457,519,187
"Pesca (117)",33,,13,12,7,1
"Explotación de minas y canteras (118)",13,,4,6,3,
"Industrias manufactureras (119)",2171,19,621,965,514,52
"Suministro de electricidad, gas y agua (120)",38,,13,12,13,
"Construcción (121)",85,1,31,38,14,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",7053,111,1904,2648,1994,396
"Venta, mant.y rep. veh.autom.y motoc. (123)",96,,47,33,14,2
"Comercio al por mayor (124)",190,,54,91,39,6
"Comercio al por menor (125)",6767,111,1803,2524,1941,388
"Hoteles y restaurantes (126)",2047,52,760,707,484,44
"Trans., almac. y comunicaciones (127)",877,7,469,272,114,15
"Intermediación financiera (128)",214,,103,93,18,
"Activid.inmobil., empres. y alquileres (129)",810,,344,321,142,3
"Admin.pub. y defensa; p. segur.soc afil (130)",1387,,501,559,324,3
"Enseñanza (131)",3603,,520,2130,944,9
"Servicios sociales y de salud (132)",1415,,279,625,506,5
"Otras activ. serv.comun.soc y personales (133)",933,17,382,329,186,19
"Hogares privados con servicio doméstico (134)",858,34,519,186,104,15
"Organiz. y organos extraterritoriales (135)",4,,,3,1,
"Actividad economica no especificada (136)",523,3,182,179,119,40
"Desocupado (137)",1534,4,867,506,145,12
,,,,,,
"RURAL (138)",42109,580,11499,11793,11811,6426
"Agric., ganadería, caza y silvicultura (139)",30191,441,6693,7865,9321,5871
"Pesca (140)",687,14,266,238,136,33
"Explotación de minas y canteras (141)",246,,124,90,29,3
"Industrias manufactureras (142)",3325,68,1361,1091,648,157
"Suministro de electricidad, gas y agua (143)",9,,2,4,3,
"Construcción (144)",1190,1,372,435,323,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",1141,26,344,379,301,91
"Venta, mant.y rep. veh.autom.y motoc. (146)",103,,60,29,14,
"Comercio al por mayor (147)",56,,15,25,11,5
"Comercio al por menor (148)",982,26,269,325,276,86
"Hoteles y restaurantes (149)",225,1,104,79,37,4
"Trans., almac. y comunicaciones (150)",840,6,348,299,170,17
"Intermediación financiera (151)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (152)",132,,63,35,24,10
"Admin.pub. y defensa; p. segur.soc afil (153)",575,,196,223,142,14
"Enseñanza (154)",489,,93,210,176,10
"Servicios sociales y de salud (155)",93,,31,32,26,4
"Otras activ. serv.comun.soc y personales (156)",184,1,93,59,24,7
"Hogares privados con servicio doméstico (157)",119,6,63,27,20,3
"Actividad economica no especificada (159)",431,,143,110,107,71
"Desocupado (160)",2229,16,1201,616,324,72
"Hombres (161)",24053,285,6339,6858,6714,3857
"Agric., ganadería, caza y silvicultura (162)",16645,219,3459,4376,5078,3513
"Pesca (163)",519,11,192,183,107,26
"Explotación de minas y canteras (164)",238,,121,86,28,3
"Industrias manufactureras (165)",952,28,391,285,184,64
"Suministro de electricidad, gas y agua (166)",9,,2,4,3,
"Construcción (167)",1171,1,365,428,318,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",465,9,153,142,126,35
"Venta, mant.y rep. veh.autom.y motoc. (169)",95,,54,28,13,
"Comercio al por mayor (170)",31,,7,15,8,1
"Comercio al por menor (171)",339,9,92,99,105,34
"Hoteles y restaurantes (172)",84,1,34,32,15,2
"Trans., almac. y comunicaciones (173)",805,5,330,293,160,17
"Intermediación financiera (174)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (175)",114,,52,30,23,9
"Admin.pub. y defensa; p. segur.soc afil (176)",470,,142,184,130,14
"Enseñanza (177)",382,,42,170,161,9
"Servicios sociales y de salud (178)",54,,13,17,21,3
"Otras activ. serv.comun.soc y personales (179)",145,1,70,50,17,7
"Hogares privados con servicio doméstico (180)",13,2,4,2,3,2
"Actividad economica no especificada (182)",162,,58,36,40,28
"Desocupado (183)",1822,8,909,539,300,66
"Mujeres (184)",18056,295,5160,4935,5097,2569
"Agric., ganadería, caza y silvicultura (185)",13546,222,3234,3489,4243,2358
"Pesca (186)",168,3,74,55,29,7
"Explotación de minas y canteras (187)",8,,3,4,1,
"Industrias manufactureras (188)",2373,40,970,806,464,93
"Construcción (190)",19,,7,7,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",676,17,191,237,175,56
"Venta, mant.y rep. veh.autom.y motoc. (192)",8,,6,1,1,
"Comercio al por mayor (193)",25,,8,10,3,4
"Comercio al por menor (194)",643,17,177,226,171,52
"Hoteles y restaurantes (195)",141,,70,47,22,2
"Trans., almac. y comunicaciones (196)",35,1,18,6,10,
"Activid.inmobil., empres. y alquileres (198)",18,,11,5,1,1
"Admin.pub. y defensa; p. segur.soc afil (199)",105,,54,39,12,
"Enseñanza (200)",107,,51,40,15,1
"Servicios sociales y de salud (201)",39,,18,15,5,1
"Otras activ. serv.comun.soc y personales (202)",39,,23,9,7,
"Hogares privados con servicio doméstico (203)",106,4,59,25,17,1
"Actividad economica no especificada (205)",269,,85,74,67,43
"Desocupado (206)",407,8,292,77,24,6
