"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",16009,2240,516,6899,5062,283,362,224,423
"Jefe o Jefa (049)",5863,807,13,2480,1815,140,229,93,286
"Esposa(o)/ compa¤era(o) (050)",510,65,1,199,178,11,20,12,24
"Hijo(a)/ hijastro(a) (051)",7367,1068,425,3324,2279,83,64,86,38
"Yerno/ nuera (052)",158,9,,37,93,3,4,6,6
"Nieto(a) (053)",502,119,49,248,80,1,2,2,1
"Padres/ suegros (054)",75,42,,27,5,,1,,
"Otro(a) pariente (055)",974,88,27,415,361,27,22,14,20
"Trabajador(a) del hogar (056)",12,1,,5,5,,,,1
"Pensionista (057)",17,,,6,9,,1,1,
"Otro(a) no pariente (058)",531,41,1,158,237,18,19,10,47
"Mujeres (060)",15547,3807,508,6654,3645,230,368,110,225
"Jefe o Jefa (061)",2637,1003,10,890,467,46,115,14,92
"Esposa(o)/ compa¤era(o) (062)",4469,1322,12,1889,936,75,142,32,61
"Hijo(a)/ hijastro(a) (063)",6485,1028,414,3089,1728,80,67,50,29
"Yerno/ nuera (064)",213,8,,70,109,7,11,2,6
"Nieto(a) (065)",425,117,41,223,41,1,1,,1
"Padres/ suegros (066)",157,125,,27,3,1,1,,
"Otro(a) pariente (067)",822,159,26,350,238,14,17,8,10
"Trabajador(a) del hogar (068)",35,4,,12,19,,,,
"Pensionista (069)",12,2,,4,3,,1,,2
"Otro(a) no pariente (070)",292,39,5,100,101,6,13,4,24
,,,,,,,,,
"RURAL (072)",45569,12436,1144,23176,8046,223,249,102,193
"Jefe o Jefa (073)",12907,3708,9,6269,2511,92,152,38,128
"Esposa(o)/ compa¤era(o) (074)",7991,3108,20,3810,964,33,35,5,16
"Hijo(a)/ hijastro(a) (075)",20434,4357,987,11175,3743,72,29,52,19
"Yerno/ nuera (076)",302,23,,126,140,3,7,1,2
"Nieto(a) (077)",1185,353,82,624,124,,2,,
"Padres/ suegros (078)",410,331,,68,10,,1,,
"Otro(a) pariente (079)",1920,482,43,946,411,18,9,5,6
"Trabajador(a) del hogar (080)",31,4,,16,9,1,,1,
"Pensionista (081)",10,,,,2,,2,,6
"Otro(a) no pariente (082)",379,70,3,142,132,4,12,,16
"Hombres (084)",23464,4722,563,12397,5278,152,153,76,123
"Jefe o Jefa (085)",9590,1838,7,5223,2204,80,114,34,90
"Esposa(o)/ compa¤era(o) (086)",553,102,,291,142,7,7,1,3
"Hijo(a)/ hijastro(a) (087)",11058,2228,504,5848,2368,46,16,37,11
"Yerno/ nuera (088)",138,10,,50,70,2,4,,2
"Nieto(a) (089)",603,186,35,304,78,,,,
"Padres/ suegros (090)",135,81,,46,8,,,,
"Otro(a) pariente (091)",1092,242,17,521,287,13,5,3,4
"Trabajador(a) del hogar (092)",11,,,5,4,1,,1,
"Pensionista (093)",7,,,,2,,1,,4
"Otro(a) no pariente (094)",277,35,,109,115,3,6,,9
"Mujeres (096)",22105,7714,581,10779,2768,71,96,26,70
"Jefe o Jefa (097)",3317,1870,2,1046,307,12,38,4,38
"Esposa(o)/ compa¤era(o) (098)",7438,3006,20,3519,822,26,28,4,13
"Hijo(a)/ hijastro(a) (099)",9376,2129,483,5327,1375,26,13,15,8
"Yerno/ nuera (100)",164,13,,76,70,1,3,1,
"Nieto(a) (101)",582,167,47,320,46,,2,,
"Padres/ suegros (102)",275,250,,22,2,,1,,
"Otro(a) pariente (103)",828,240,26,425,124,5,4,2,2
"Trabajador(a) del hogar (104)",20,4,,11,5,,,,
"Pensionista (105)",3,,,,,,1,,2
"Otro(a) no pariente (106)",102,35,3,33,17,1,6,,7
