"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",1936,1469,196,121,150
"Agric., ganadería, caza y silvicultura (045)",973,767,140,62,4
"Explotación de minas y canteras (047)",16,5,11,,
"Industrias manufactureras (048)",28,23,3,2,
"Suministro de electricidad, gas y agua (049)",2,1,,1,
"Construcción (050)",6,3,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",255,247,5,3,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",12,11,,1,
"Comercio al por menor (054)",241,234,5,2,
"Hoteles y restaurantes (055)",211,199,8,2,2
"Trans., almac. y comunicaciones (056)",8,7,1,,
"Intermediación financiera (057)",2,,1,,1
"Activid.inmobil., empres. y alquileres (058)",26,14,2,6,4
"Admin.pub. y defensa; p. segur soc.afil (059)",68,,,,68
"Enseñanza (060)",113,14,10,35,54
"Servicios sociales y de salud (061)",34,13,6,2,13
"Otras activ. serv.comun.soc y personales (062)",40,35,2,2,1
"Hogares privados con servicio doméstico (063)",76,76,,,
"Actividad economica no especificada (065)",78,65,5,5,3
,,,,,
"URBANA (066)",2887,2324,172,129,262
"Agric., ganadería, caza y silvicultura (067)",1408,1354,43,11,
"Pesca (068)",12,5,7,,
"Explotación de minas y canteras (069)",21,7,5,7,2
"Industrias manufactureras (070)",70,62,5,2,1
"Suministro de electricidad, gas y agua (071)",5,2,,1,2
"Construcción (072)",173,119,29,24,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",296,288,8,,
"Venta, mant.y rep. veh.autom y motoc. (074)",15,15,,,
"Comercio al por mayor (075)",13,12,1,,
"Comercio al por menor (076)",268,261,7,,
"Hoteles y restaurantes (077)",185,158,20,3,4
"Trans., almac. y comunicaciones (078)",114,81,12,15,6
"Intermediación financiera (079)",4,,1,,3
"Activid.inmobil., empres. y alquileres (080)",54,29,5,11,9
"Admin.pub. y defensa; p. segur soc.afil (081)",142,,,,142
"Enseñanza (082)",162,16,21,46,79
"Servicios sociales y de salud (083)",29,18,2,1,8
"Otras activ. serv.comun.soc y personales (084)",65,53,6,3,3
"Hogares privados con servicio doméstico (085)",62,62,,,
"Actividad economica no especificada (087)",85,70,8,5,2
"Hombres (088)",1845,1494,125,88,138
"Agric., ganadería, caza y silvicultura (089)",1019,986,26,7,
"Pesca (090)",12,5,7,,
"Explotación de minas y canteras (091)",21,7,5,7,2
"Industrias manufactureras (092)",55,49,4,1,1
"Suministro de electricidad, gas y agua (093)",4,1,,1,2
"Construcción (094)",170,118,28,23,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",135,130,5,,
"Venta, mant.y rep. veh.autom y motoc. (096)",13,13,,,
"Comercio al por mayor (097)",4,3,1,,
"Comercio al por menor (098)",118,114,4,,
"Hoteles y restaurantes (099)",51,35,13,1,2
"Trans., almac. y comunicaciones (100)",109,77,11,15,6
"Intermediación financiera (101)",2,,,,2
"Activid.inmobil., empres. y alquileres (102)",38,22,4,7,5
"Admin.pub. y defensa; p. segur soc.afil (103)",84,,,,84
"Enseñanza (104)",66,4,12,21,29
"Servicios sociales y de salud (105)",10,8,,,2
"Otras activ. serv.comun.soc y personales (106)",35,26,5,2,2
"Hogares privados con servicio doméstico (107)",4,4,,,
"Actividad economica no especificada (109)",30,22,5,3,
"Mujeres (110)",1042,830,47,41,124
"Agric., ganadería, caza y silvicultura (111)",389,368,17,4,
"Industrias manufactureras (114)",15,13,1,1,
"Suministro de electricidad, gas y agua (115)",1,1,,,
"Construcción (116)",3,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",161,158,3,,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",9,9,,,
"Comercio al por menor (120)",150,147,3,,
"Hoteles y restaurantes (121)",134,123,7,2,2
"Trans., almac. y comunicaciones (122)",5,4,1,,
"Intermediación financiera (123)",2,,1,,1
"Activid.inmobil., empres. y alquileres (124)",16,7,1,4,4
"Admin.pub. y defensa; p. segur soc.afil (125)",58,,,,58
"Enseñanza (126)",96,12,9,25,50
"Servicios sociales y de salud (127)",19,10,2,1,6
"Otras activ. serv.comun.soc y personales (128)",30,27,1,1,1
"Hogares privados con servicio doméstico (129)",58,58,,,
"Actividad economica no especificada (131)",55,48,3,2,2
,,,,,
"RURAL (132)",3121,2222,513,316,70
"Agric., ganadería, caza y silvicultura (133)",2276,1613,416,238,9
"Pesca (134)",4,4,,,
"Explotación de minas y canteras (135)",112,66,38,7,1
"Industrias manufactureras (136)",42,31,6,3,2
"Suministro de electricidad, gas y agua (137)",7,,,7,
"Construcción (138)",76,64,9,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",165,150,9,6,
"Venta, mant.y rep. veh.autom y motoc. (140)",14,13,1,,
"Comercio al por mayor (141)",9,5,2,2,
"Comercio al por menor (142)",142,132,6,4,
"Hoteles y restaurantes (143)",98,96,1,1,
"Trans., almac. y comunicaciones (144)",96,72,12,8,4
"Intermediación financiera (145)",2,1,,,1
"Activid.inmobil., empres. y alquileres (146)",44,26,5,8,5
"Admin.pub. y defensa; p. segur soc.afil (147)",31,,,,31
"Enseñanza (148)",29,5,4,14,6
"Servicios sociales y de salud (149)",20,7,5,1,7
"Otras activ. serv.comun.soc y personales (150)",54,44,4,4,2
"Hogares privados con servicio doméstico (151)",19,19,,,
"Actividad economica no especificada (153)",46,24,4,17,1
"Hombres (154)",2227,1583,364,236,44
"Agric., ganadería, caza y silvicultura (155)",1692,1214,293,180,5
"Pesca (156)",4,4,,,
"Explotación de minas y canteras (157)",96,61,27,7,1
"Industrias manufactureras (158)",29,21,4,2,2
"Suministro de electricidad, gas y agua (159)",6,,,6,
"Construcción (160)",73,62,8,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",71,61,7,3,
"Venta, mant.y rep. veh.autom y motoc. (162)",14,13,1,,
"Comercio al por mayor (163)",6,3,2,1,
"Comercio al por menor (164)",51,45,4,2,
"Hoteles y restaurantes (165)",21,20,,1,
"Trans., almac. y comunicaciones (166)",93,69,12,8,4
"Intermediación financiera (167)",2,1,,,1
"Activid.inmobil., empres. y alquileres (168)",34,19,4,6,5
"Admin.pub. y defensa; p. segur soc.afil (169)",21,,,,21
"Enseñanza (170)",12,3,3,4,2
"Servicios sociales y de salud (171)",5,4,1,,
"Otras activ. serv.comun.soc y personales (172)",44,36,3,3,2
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",23,7,2,14,
"Mujeres (176)",894,639,149,80,26
"Agric., ganadería, caza y silvicultura (177)",584,399,123,58,4
"Explotación de minas y canteras (179)",16,5,11,,
"Industrias manufactureras (180)",13,10,2,1,
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",3,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",94,89,2,3,
"Comercio al por mayor (185)",3,2,,1,
"Comercio al por menor (186)",91,87,2,2,
"Hoteles y restaurantes (187)",77,76,1,,
"Trans., almac. y comunicaciones (188)",3,3,,,
"Activid.inmobil., empres. y alquileres (190)",10,7,1,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",10,,,,10
"Enseñanza (192)",17,2,1,10,4
"Servicios sociales y de salud (193)",15,3,4,1,7
"Otras activ. serv.comun.soc y personales (194)",10,8,1,1,
"Hogares privados con servicio doméstico (195)",18,18,,,
"Actividad economica no especificada (197)",23,17,2,3,1
