"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",6,5,,,1
"Obrero (058)",37,24,8,4,1
"Trabajador independiente (059)",52,50,2,,
"Trabajador familiar no remunerado (061)",139,120,14,4,1
"Trabajador del hogar (062)",20,20,,,
"De 15 a 29 años (064)",2765,2143,338,156,128
"Empleado (065)",389,186,52,55,96
"Obrero (066)",700,441,138,91,30
"Trabajador independiente (067)",946,861,85,,
"Empleador o patrono (068)",51,31,14,5,1
"Trabajador familiar no remunerado (069)",472,417,49,5,1
"Trabajador del hogar (070)",207,207,,,
"De 30 a 44 años (072)",3425,2564,428,237,196
"Empleado (073)",580,172,97,156,155
"Obrero (074)",721,471,140,69,41
"Trabajador independiente (075)",1638,1495,143,,
"Empleador o patrono (076)",98,69,22,7,
"Trabajador familiar no remunerado (077)",241,210,26,5,
"Trabajador del hogar (078)",147,147,,,
"De 45 a 64 años (080)",2173,1759,202,112,100
"Empleado (081)",256,68,38,71,79
"Obrero (082)",382,256,68,38,20
"Trabajador independiente (083)",1205,1139,66,,
"Empleador o patrono (084)",69,51,15,3,
"Trabajador familiar no remunerado (085)",175,159,15,,1
"Trabajador del hogar (086)",86,86,,,
"De 65 y más años (088)",451,427,16,6,2
"Empleado (089)",11,6,2,1,2
"Obrero (090)",54,48,3,3,
"Trabajador independiente (091)",321,312,9,,
"Empleador o patrono (092)",4,3,1,,
"Trabajador familiar no remunerado (093)",37,34,1,2,
"Trabajador del hogar (094)",24,24,,,
,,,,,
"RURAL (096)",5374,4843,340,128,63
"Empleado (097)",123,57,20,8,38
"Obrero (098)",1030,755,152,101,22
"Trabajador independiente (099)",2947,2857,90,,
"Empleador o patrono (100)",165,115,41,9,
"Trabajador familiar no remunerado (101)",1047,997,37,10,3
"Trabajador del hogar (102)",62,62,,,
"De 06 a 14 años (104)",249,222,17,10,
"Obrero (106)",27,17,7,3,
"Trabajador independiente (107)",33,31,2,,
"Trabajador familiar no remunerado (109)",185,170,8,7,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",2132,1918,121,62,31
"Empleado (113)",43,21,5,2,15
"Obrero (114)",466,333,62,56,15
"Trabajador independiente (115)",957,932,25,,
"Empleador o patrono (116)",45,33,11,1,
"Trabajador familiar no remunerado (117)",587,565,18,3,1
"Trabajador del hogar (118)",34,34,,,
"De 30 a 44 años (120)",1668,1474,130,40,24
"Empleado (121)",54,21,9,4,20
"Obrero (122)",316,225,56,32,3
"Trabajador independiente (123)",1061,1019,42,,
"Empleador o patrono (124)",61,41,16,4,
"Trabajador familiar no remunerado (125)",162,154,7,,1
"Trabajador del hogar (126)",14,14,,,
"De 45 a 64 años (128)",1068,976,69,16,7
"Empleado (129)",23,12,6,2,3
"Obrero (130)",183,142,27,10,4
"Trabajador independiente (131)",713,694,19,,
"Empleador o patrono (132)",50,33,13,4,
"Trabajador familiar no remunerado (133)",91,87,4,,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",257,253,3,,1
"Empleado (137)",3,3,,,
"Obrero (138)",38,38,,,
"Trabajador independiente (139)",183,181,2,,
"Empleador o patrono (140)",9,8,1,,
"Trabajador familiar no remunerado (141)",22,21,,,1
"Trabajador del hogar (142)",2,2,,,
