"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",8,8,,,
"Trabajador familiar no remunerado (061)",29,29,,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",729,567,72,39,51
"Empleado (065)",133,55,20,14,44
"Obrero (066)",214,147,37,23,7
"Trabajador independiente (067)",221,209,12,,
"Empleador o patrono (068)",19,18,,1,
"Trabajador familiar no remunerado (069)",116,112,3,1,
"Trabajador del hogar (070)",26,26,,,
"De 30 a 44 años (072)",870,637,53,63,117
"Empleado (073)",220,52,17,42,109
"Obrero (074)",149,98,23,20,8
"Trabajador independiente (075)",369,357,12,,
"Empleador o patrono (076)",33,32,,1,
"Trabajador familiar no remunerado (077)",87,86,1,,
"Trabajador del hogar (078)",12,12,,,
"De 45 a 64 años (080)",839,692,38,22,87
"Empleado (081)",147,28,16,17,86
"Obrero (082)",116,102,9,4,1
"Trabajador independiente (083)",434,423,11,,
"Empleador o patrono (084)",44,43,,1,
"Trabajador familiar no remunerado (085)",80,78,2,,
"Trabajador del hogar (086)",18,18,,,
"De 65 y más años (088)",401,381,8,5,7
"Empleado (089)",16,7,2,2,5
"Obrero (090)",61,57,1,3,
"Trabajador independiente (091)",249,247,2,,
"Empleador o patrono (092)",23,20,3,,
"Trabajador familiar no remunerado (093)",49,47,,,2
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",3121,2222,513,316,70
"Empleado (097)",184,81,17,37,49
"Obrero (098)",1534,882,367,264,21
"Trabajador independiente (099)",991,910,81,,
"Empleador o patrono (100)",144,108,24,12,
"Trabajador familiar no remunerado (101)",249,222,24,3,
"Trabajador del hogar (102)",19,19,,,
"De 06 a 14 años (104)",47,35,10,2,
"Obrero (106)",15,7,6,2,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",25,21,4,,
"De 15 a 29 años (112)",1055,648,221,152,34
"Empleado (113)",75,34,7,13,21
"Obrero (114)",676,352,176,135,13
"Trabajador independiente (115)",199,173,26,,
"Empleador o patrono (116)",16,11,3,2,
"Trabajador familiar no remunerado (117)",74,63,9,2,
"Trabajador del hogar (118)",15,15,,,
"De 30 a 44 años (120)",1020,694,184,120,22
"Empleado (121)",63,24,8,13,18
"Obrero (122)",530,299,128,99,4
"Trabajador independiente (123)",311,281,30,,
"Empleador o patrono (124)",45,28,10,7,
"Trabajador familiar no remunerado (125)",69,60,8,1,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",744,601,90,41,12
"Empleado (129)",41,20,2,11,8
"Obrero (130)",253,170,52,27,4
"Trabajador independiente (131)",336,312,24,,
"Empleador o patrono (132)",58,46,9,3,
"Trabajador familiar no remunerado (133)",55,52,3,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",255,244,8,1,2
"Empleado (137)",5,3,,,2
"Obrero (138)",60,54,5,1,
"Trabajador independiente (139)",138,137,1,,
"Empleador o patrono (140)",25,23,2,,
"Trabajador familiar no remunerado (141)",26,26,,,
"Trabajador del hogar (142)",1,1,,,
