"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",435,377,6,243,106,19,3,,,,58,525
"De 25 a 29 años (024)",378,339,6,136,125,55,16,1,,,39,626
"De 30 a 34 años (025)",364,351,2,77,105,101,56,10,,,13,889
"De 35 a 39 años (026)",307,301,4,36,75,80,81,22,2,1,6,941
"De 40 a 44 años (027)",240,239,2,15,49,62,73,29,8,1,1,875
"De 45 a 49 años (028)",155,151,,8,27,30,52,22,11,1,4,628
"De 50 y más años (029)",167,161,1,11,16,24,52,40,12,5,6,757
"Desocupada (030)",34,26,,14,6,3,3,,,,8,48
"De 15 a 19 años (032)",4,3,,2,1,,,,,,1,4
"De 20 a 24 años (033)",12,7,,7,,,,,,,5,7
"De 25 a 29 años (034)",8,8,,4,1,1,2,,,,,18
"De 30 a 34 años (035)",5,4,,,2,2,,,,,1,10
"De 35 a 39 años (036)",1,1,,,1,,,,,,,2
"De 40 a 44 años (037)",1,1,,,1,,,,,,,2
"De 45 a 49 años (038)",3,2,,1,,,1,,,,1,5
"No PEA (040)",2221,2094,17,597,506,363,381,169,46,15,127,6016
"De 12 a 14 años (041)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (042)",168,144,1,129,10,4,,,,,24,161
"De 20 a 24 años (043)",471,441,5,273,126,31,5,1,,,30,647
"De 25 a 29 años (044)",424,398,1,105,154,100,33,4,1,,26,887
"De 30 a 34 años (045)",336,316,2,34,97,91,75,13,4,,20,939
"De 35 a 39 años (046)",263,255,3,12,53,59,86,36,3,3,8,963
"De 40 a 44 años (047)",179,177,,14,22,25,73,30,8,5,2,774
"De 45 a 49 años (048)",128,126,2,9,12,17,44,31,10,1,2,581
"De 50 y más años (049)",247,234,3,18,32,36,65,54,20,6,13,1061
,,,,,,,,,,,,
"URBANA (060)",1773,1661,18,464,439,310,293,108,23,6,112,4504
"De 12 a 14 años (061)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (062)",74,60,1,55,2,2,,,,,14,65
"De 20 a 24 años (063)",313,276,3,181,74,17,1,,,,37,384
"De 25 a 29 años (064)",323,294,5,97,114,61,16,1,,,29,583
"De 30 a 34 años (065)",329,316,3,63,109,87,43,11,,,13,791
"De 35 a 39 años (066)",256,250,2,28,69,61,69,19,1,1,6,790
"De 40 a 44 años (067)",190,188,1,18,37,44,65,17,5,1,2,671
"De 45 a 49 años (068)",130,129,1,12,20,18,51,22,5,,1,521
"De 50 y más años (069)",155,146,2,8,14,20,48,38,12,4,9,697
"PEA (070)",948,884,12,253,238,173,147,47,11,3,64,2304
"De 15 a 19 años (072)",31,25,1,22,1,1,,,,,6,27
"De 20 a 24 años (073)",165,138,1,96,30,10,1,,,,27,190
"De 25 a 29 años (074)",167,145,4,54,56,22,8,1,,,22,273
"De 30 a 34 años (075)",178,173,2,43,59,46,17,6,,,5,406
"De 35 a 39 años (076)",158,156,2,19,47,39,36,11,1,1,2,475
"De 40 a 44 años (077)",114,114,1,10,27,31,34,8,3,,,377
"De 45 a 49 años (078)",74,74,,6,14,15,29,8,2,,,276
"De 50 y más años (079)",61,59,1,3,4,9,22,13,5,2,2,280
"Ocupada (080)",937,877,12,249,237,173,145,47,11,3,60,2289
"De 15 a 19 años (082)",31,25,1,22,1,1,,,,,6,27
"De 20 a 24 años (083)",161,137,1,95,30,10,1,,,,24,189
"De 25 a 29 años (084)",164,142,4,52,56,22,7,1,,,22,266
"De 30 a 34 años (085)",176,172,2,43,58,46,17,6,,,4,404
"De 35 a 39 años (086)",158,156,2,19,47,39,36,11,1,1,2,475
"De 40 a 44 años (087)",114,114,1,10,27,31,34,8,3,,,377
"De 45 a 49 años (088)",72,72,,5,14,15,28,8,2,,,271
"De 50 y más años (089)",61,59,1,3,4,9,22,13,5,2,2,280
"Desocupada (090)",11,7,,4,1,,2,,,,4,15
"De 20 a 24 años (093)",4,1,,1,,,,,,,3,1
"De 25 a 29 años (094)",3,3,,2,,,1,,,,,7
"De 30 a 34 años (095)",2,1,,,1,,,,,,1,2
"De 45 a 49 años (098)",2,2,,1,,,1,,,,,5
"No PEA (100)",825,777,6,211,201,137,146,61,12,3,48,2200
"De 12 a 14 años (101)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (102)",43,35,,33,1,1,,,,,8,38
"De 20 a 24 años (103)",148,138,2,85,44,7,,,,,10,194
"De 25 a 29 años (104)",156,149,1,43,58,39,8,,,,7,310
"De 30 a 34 años (105)",151,143,1,20,50,41,26,5,,,8,385
"De 35 a 39 años (106)",98,94,,9,22,22,33,8,,,4,315
"De 40 a 44 años (107)",76,74,,8,10,13,31,9,2,1,2,294
"De 45 a 49 años (108)",56,55,1,6,6,3,22,14,3,,1,245
"De 50 y más años (109)",94,87,1,5,10,11,26,25,7,2,7,417
,,,,,,,,,,,,
"RURAL (120)",2627,2455,22,741,581,429,424,185,56,17,172,6885
"De 12 a 14 años (121)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (122)",196,164,2,144,14,4,,,,,32,184
"De 20 a 24 años (123)",605,549,8,342,158,33,7,1,,,56,795
"De 25 a 29 años (124)",487,451,2,148,166,95,35,4,1,,36,948
"De 30 a 34 años (125)",376,355,1,48,95,107,88,12,4,,21,1047
"De 35 a 39 años (126)",315,307,5,20,60,78,98,39,4,3,8,1116
"De 40 a 44 años (127)",230,229,1,11,35,43,81,42,11,5,1,980
"De 45 a 49 años (128)",156,150,1,6,19,29,46,31,16,2,6,693
"De 50 y más años (129)",259,249,2,21,34,40,69,56,20,7,10,1121
"PEA (130)",1231,1138,11,355,276,203,189,77,22,5,93,3069
"De 12 a 14 años (131)",1,,,,,,,,,,1,
"De 15 a 19 años (132)",71,55,1,48,5,1,,,,,16,61
"De 20 a 24 años (133)",282,246,5,154,76,9,2,,,,36,342
"De 25 a 29 años (134)",219,202,2,86,70,34,10,,,,17,371
"De 30 a 34 años (135)",191,182,,34,48,57,39,4,,,9,493
"De 35 a 39 años (136)",150,146,2,17,29,41,45,11,1,,4,468
"De 40 a 44 años (137)",127,126,1,5,23,31,39,21,5,1,1,500
"De 45 a 49 años (138)",84,79,,3,13,15,24,14,9,1,5,357
"De 50 y más años (139)",106,102,,8,12,15,30,27,7,3,4,477
"Ocupada (140)",1208,1119,11,345,271,200,188,77,22,5,89,3036
"De 12 a 14 años (141)",1,,,,,,,,,,1,
"De 15 a 19 años (142)",67,52,1,46,4,1,,,,,15,57
"De 20 a 24 años (143)",274,240,5,148,76,9,2,,,,34,336
"De 25 a 29 años (144)",214,197,2,84,69,33,9,,,,17,360
"De 30 a 34 años (145)",188,179,,34,47,55,39,4,,,9,485
"De 35 a 39 años (146)",149,145,2,17,28,41,45,11,1,,4,466
"De 40 a 44 años (147)",126,125,1,5,22,31,39,21,5,1,1,498
"De 45 a 49 años (148)",83,79,,3,13,15,24,14,9,1,4,357
"De 50 y más años (149)",106,102,,8,12,15,30,27,7,3,4,477
"Desocupada (150)",23,19,,10,5,3,1,,,,4,33
"De 15 a 19 años (152)",4,3,,2,1,,,,,,1,4
"De 20 a 24 años (153)",8,6,,6,,,,,,,2,6
"De 25 a 29 años (154)",5,5,,2,1,1,1,,,,,11
"De 30 a 34 años (155)",3,3,,,1,2,,,,,,8
"De 35 a 39 años (156)",1,1,,,1,,,,,,,2
"De 40 a 44 años (157)",1,1,,,1,,,,,,,2
"De 45 a 49 años (158)",1,,,,,,,,,,1,
"No PEA (160)",1396,1317,11,386,305,226,235,108,34,12,79,3816
"De 12 a 14 años (161)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (162)",125,109,1,96,9,3,,,,,16,123
"De 20 a 24 años (163)",323,303,3,188,82,24,5,1,,,20,453
"De 25 a 29 años (164)",268,249,,62,96,61,25,4,1,,19,577
"De 30 a 34 años (165)",185,173,1,14,47,50,49,8,4,,12,554
"De 35 a 39 años (166)",165,161,3,3,31,37,53,28,3,3,4,648
"De 40 a 44 años (167)",103,103,,6,12,12,42,21,6,4,,480
"De 45 a 49 años (168)",72,71,1,3,6,14,22,17,7,1,1,336
"De 50 y más años (169)",153,147,2,13,22,25,39,29,13,4,6,644
