"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1936,76,,718,698,91,158,45,150
"Esposa(o)/ compa¤era(o) (050)",160,1,,51,72,14,9,1,12
"Hijo(a)/ hijastro(a) (051)",2670,405,154,1233,812,29,19,13,5
"Yerno/ nuera (052)",80,,,16,47,4,3,1,9
"Nieto(a) (053)",223,68,18,93,42,1,,1,
"Padres/ suegros (054)",49,6,,28,9,1,,1,4
"Otro(a) pariente (055)",750,89,19,297,289,20,16,8,12
"Trabajador(a) del hogar (056)",12,,,3,9,,,,
"Pensionista (057)",17,,,2,10,,2,2,1
"Otro(a) no pariente (058)",136,5,,35,73,7,9,3,4
"Mujeres (060)",6047,927,237,2885,1617,101,118,47,115
"Jefe o Jefa (061)",650,89,,294,185,17,27,10,28
"Esposa(o)/ compa¤era(o) (062)",1647,174,2,852,443,43,59,16,58
"Hijo(a)/ hijastro(a) (063)",2546,453,182,1187,654,29,14,11,16
"Yerno/ nuera (064)",94,2,,33,54,1,1,2,1
"Nieto(a) (065)",222,63,24,93,42,,,,
"Padres/ suegros (066)",92,36,,48,8,,,,
"Otro(a) pariente (067)",653,94,28,313,186,11,9,5,7
"Trabajador(a) del hogar (068)",44,2,,24,18,,,,
"Pensionista (069)",8,,,2,4,,,1,1
"Otro(a) no pariente (070)",91,14,1,39,23,,8,2,4
,,,,,,,,,
"RURAL (072)",31366,8588,864,17093,4189,207,212,102,111
"Jefe o Jefa (073)",6191,1180,9,3145,1433,132,144,70,78
"Esposa(o)/ compa¤era(o) (074)",4766,1640,15,2637,409,27,20,7,11
"Hijo(a)/ hijastro(a) (075)",14555,4010,651,8378,1468,27,10,8,3
"Yerno/ nuera (076)",384,31,1,184,154,4,2,5,3
"Nieto(a) (077)",795,285,52,412,45,,1,,
"Padres/ suegros (078)",323,220,,87,10,2,,1,3
"Otro(a) pariente (079)",4029,1159,134,2122,566,11,19,10,8
"Trabajador(a) del hogar (080)",21,5,,13,3,,,,
"Pensionista (081)",16,6,,4,5,,1,,
"Otro(a) no pariente (082)",286,52,2,111,96,4,15,1,5
"Hombres (084)",15896,3152,420,8770,3073,155,168,70,88
"Jefe o Jefa (085)",5150,717,4,2706,1351,117,128,58,69
"Esposa(o)/ compa¤era(o) (086)",227,27,1,123,68,3,3,,2
"Hijo(a)/ hijastro(a) (087)",7544,1797,325,4378,1014,18,7,5,
"Yerno/ nuera (088)",237,11,,97,117,4,2,3,3
"Nieto(a) (089)",402,120,35,217,29,,1,,
"Padres/ suegros (090)",96,34,,49,7,2,,1,3
"Otro(a) pariente (091)",2037,424,54,1124,404,8,14,2,7
"Trabajador(a) del hogar (092)",3,,,2,1,,,,
"Pensionista (093)",10,1,,3,5,,1,,
"Otro(a) no pariente (094)",190,21,1,71,77,3,12,1,4
"Mujeres (096)",15470,5436,444,8323,1116,52,44,32,23
"Jefe o Jefa (097)",1041,463,5,439,82,15,16,12,9
"Esposa(o)/ compa¤era(o) (098)",4539,1613,14,2514,341,24,17,7,9
"Hijo(a)/ hijastro(a) (099)",7011,2213,326,4000,454,9,3,3,3
"Yerno/ nuera (100)",147,20,1,87,37,,,2,
"Nieto(a) (101)",393,165,17,195,16,,,,
"Padres/ suegros (102)",227,186,,38,3,,,,
"Otro(a) pariente (103)",1992,735,80,998,162,3,5,8,1
"Trabajador(a) del hogar (104)",18,5,,11,2,,,,
"Pensionista (105)",6,5,,1,,,,,
"Otro(a) no pariente (106)",96,31,1,40,19,1,3,,1
