"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",4111,296,134,1360,1408,201,349,101,262
"Jefe o Jefa (049)",1713,47,,564,546,93,237,50,176
"Esposa(o)/ compa¤era(o) (050)",83,3,1,27,29,7,6,6,4
"Hijo(a)/ hijastro(a) (051)",1607,169,88,584,601,56,55,20,34
"Yerno/ nuera (052)",64,,,5,26,2,13,4,14
"Nieto(a) (053)",208,47,34,65,51,5,1,2,3
"Padres/ suegros (054)",27,3,,19,3,,1,1,
"Otro(a) pariente (055)",294,23,10,82,107,26,17,13,16
"Trabajador(a) del hogar (056)",5,,,2,3,,,,
"Pensionista (057)",21,,,2,7,1,5,,6
"Otro(a) no pariente (058)",89,4,1,10,35,11,14,5,9
"Mujeres (060)",4320,510,131,1570,1224,202,368,94,221
"Jefe o Jefa (061)",649,92,,234,150,35,63,20,55
"Esposa(o)/ compa¤era(o) (062)",1330,115,,495,379,55,168,32,86
"Hijo(a)/ hijastro(a) (063)",1498,175,97,540,478,61,83,22,42
"Yerno/ nuera (064)",64,,,10,33,5,11,,5
"Nieto(a) (065)",225,43,24,100,43,7,3,2,3
"Padres/ suegros (066)",80,40,,36,2,,2,,
"Otro(a) pariente (067)",280,27,9,98,87,19,18,9,13
"Trabajador(a) del hogar (068)",56,6,,24,23,2,,1,
"Pensionista (069)",8,,,1,4,1,1,,1
"Otro(a) no pariente (070)",130,12,1,32,25,17,19,8,16
,,,,,,,,,
"RURAL (072)",32663,6155,944,16769,7924,275,350,89,157
"Jefe o Jefa (073)",8598,1716,4,4924,1643,64,147,27,73
"Esposa(o)/ compa¤era(o) (074)",5804,1510,12,3314,853,28,54,8,25
"Hijo(a)/ hijastro(a) (075)",13494,1804,686,6341,4328,145,99,46,45
"Yerno/ nuera (076)",430,25,3,196,176,5,19,2,4
"Nieto(a) (077)",1947,378,165,996,396,5,5,1,1
"Padres/ suegros (078)",276,208,,65,3,,,,
"Otro(a) pariente (079)",1962,469,73,877,492,21,20,4,6
"Trabajador(a) del hogar (080)",26,7,,14,4,,,1,
"Pensionista (081)",6,,,3,2,,1,,
"Otro(a) no pariente (082)",120,38,1,39,27,7,5,,3
"Hombres (084)",16434,2139,485,8566,4737,158,198,55,96
"Jefe o Jefa (085)",6711,797,4,4153,1500,51,123,22,61
"Esposa(o)/ compa¤era(o) (086)",140,16,,88,31,2,2,,1
"Hijo(a)/ hijastro(a) (087)",7343,915,361,3286,2597,86,46,26,26
"Yerno/ nuera (088)",157,11,1,47,81,2,11,2,2
"Nieto(a) (089)",1003,174,84,515,223,3,2,1,1
"Padres/ suegros (090)",75,40,,33,2,,,,
"Otro(a) pariente (091)",931,169,34,414,284,13,11,3,3
"Trabajador(a) del hogar (092)",3,1,,1,,,,1,
"Pensionista (093)",6,,,3,2,,1,,
"Otro(a) no pariente (094)",65,16,1,26,17,1,2,,2
"Mujeres (096)",16229,4016,459,8203,3187,117,152,34,61
"Jefe o Jefa (097)",1887,919,,771,143,13,24,5,12
"Esposa(o)/ compa¤era(o) (098)",5664,1494,12,3226,822,26,52,8,24
"Hijo(a)/ hijastro(a) (099)",6151,889,325,3055,1731,59,53,20,19
"Yerno/ nuera (100)",273,14,2,149,95,3,8,,2
"Nieto(a) (101)",944,204,81,481,173,2,3,,
"Padres/ suegros (102)",201,168,,32,1,,,,
"Otro(a) pariente (103)",1031,300,39,463,208,8,9,1,3
"Trabajador(a) del hogar (104)",23,6,,13,4,,,,
"Otro(a) no pariente (106)",55,22,,13,10,6,3,,1
