"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",19,15,4,,
"Obrero (058)",8,8,,,
"Trabajador independiente (059)",76,68,8,,
"Trabajador familiar no remunerado (061)",134,123,9,2,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",2818,2153,195,98,372
"Empleado (065)",647,174,61,70,342
"Obrero (066)",241,155,36,25,25
"Trabajador independiente (067)",1501,1428,73,,
"Empleador o patrono (068)",25,22,1,1,1
"Trabajador familiar no remunerado (069)",362,332,24,2,4
"Trabajador del hogar (070)",42,42,,,
"De 30 a 44 años (072)",3451,2506,230,191,524
"Empleado (073)",910,160,106,147,497
"Obrero (074)",231,139,28,38,26
"Trabajador independiente (075)",2006,1926,80,,
"Empleador o patrono (076)",32,27,2,3,
"Trabajador familiar no remunerado (077)",258,240,14,3,1
"Trabajador del hogar (078)",14,14,,,
"De 45 a 64 años (080)",2226,1737,123,106,260
"Empleado (081)",452,76,46,86,244
"Obrero (082)",152,104,13,20,15
"Trabajador independiente (083)",1409,1360,49,,
"Empleador o patrono (084)",26,25,1,,
"Trabajador familiar no remunerado (085)",178,163,14,,1
"Trabajador del hogar (086)",9,9,,,
"De 65 y más años (088)",452,413,11,9,19
"Empleado (089)",29,9,3,4,13
"Obrero (090)",29,19,,4,6
"Trabajador independiente (091)",331,323,8,,
"Empleador o patrono (092)",6,6,,,
"Trabajador familiar no remunerado (093)",55,54,,1,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",22251,21209,706,96,240
"Empleado (097)",541,170,103,64,204
"Obrero (098)",588,494,48,25,21
"Trabajador independiente (099)",14672,14354,318,,
"Empleador o patrono (100)",51,47,2,1,1
"Trabajador familiar no remunerado (101)",6358,6103,235,6,14
"Trabajador del hogar (102)",41,41,,,
"De 06 a 14 años (104)",225,217,8,,
"Empleado (105)",2,2,,,
"Obrero (106)",2,2,,,
"Trabajador independiente (107)",18,17,1,,
"Trabajador familiar no remunerado (109)",203,196,7,,
"De 15 a 29 años (112)",5804,5471,225,36,72
"Empleado (113)",161,64,17,20,60
"Obrero (114)",235,193,22,12,8
"Trabajador independiente (115)",2955,2874,81,,
"Empleador o patrono (116)",13,10,2,,1
"Trabajador familiar no remunerado (117)",2409,2299,103,4,3
"Trabajador del hogar (118)",31,31,,,
"De 30 a 44 años (120)",6271,5895,234,31,111
"Empleado (121)",227,59,46,23,99
"Obrero (122)",171,138,17,7,9
"Trabajador independiente (123)",4200,4093,107,,
"Empleador o patrono (124)",16,15,,1,
"Trabajador familiar no remunerado (125)",1650,1583,64,,3
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",6608,6320,208,28,52
"Empleado (129)",146,42,39,21,44
"Obrero (130)",154,137,8,5,4
"Trabajador independiente (131)",4805,4698,107,,
"Empleador o patrono (132)",14,14,,,
"Trabajador familiar no remunerado (133)",1486,1426,54,2,4
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",3343,3306,31,1,5
"Empleado (137)",5,3,1,,1
"Obrero (138)",26,24,1,1,
"Trabajador independiente (139)",2694,2672,22,,
"Empleador o patrono (140)",8,8,,,
"Trabajador familiar no remunerado (141)",610,599,7,,4
