"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2747,219,1,1298,845,86,155,38,105
"Esposa(o)/ compa¤era(o) (050)",178,12,,79,62,5,9,3,8
"Hijo(a)/ hijastro(a) (051)",2985,411,225,1343,831,68,63,27,17
"Yerno/ nuera (052)",56,,,12,22,4,12,1,5
"Nieto(a) (053)",154,32,14,76,28,2,2,,
"Padres/ suegros (054)",62,24,,37,1,,,,
"Otro(a) pariente (055)",264,37,14,110,89,6,6,1,1
"Trabajador(a) del hogar (056)",12,1,,7,4,,,,
"Pensionista (057)",2,,,,1,,,1,
"Otro(a) no pariente (058)",113,9,3,48,25,7,15,1,5
"Mujeres (060)",6868,1948,255,2925,1364,112,145,41,78
"Jefe o Jefa (061)",1357,709,2,397,153,22,44,4,26
"Esposa(o)/ compa¤era(o) (062)",2143,590,8,1062,370,24,54,9,26
"Hijo(a)/ hijastro(a) (063)",2750,417,217,1256,729,56,37,21,17
"Yerno/ nuera (064)",48,3,,9,27,3,3,3,
"Nieto(a) (065)",122,31,12,59,20,,,,
"Padres/ suegros (066)",130,111,,16,,,2,,1
"Otro(a) pariente (067)",220,58,14,87,48,5,4,1,3
"Trabajador(a) del hogar (068)",15,2,,10,3,,,,
"Pensionista (069)",1,1,,,,,,,
"Otro(a) no pariente (070)",82,26,2,29,14,2,1,3,5
,,,,,,,,,
"RURAL (072)",11868,2854,472,5923,2329,93,110,39,48
"Jefe o Jefa (073)",3400,937,9,1709,622,27,55,8,33
"Esposa(o)/ compa¤era(o) (074)",2123,774,14,1071,237,9,10,3,5
"Hijo(a)/ hijastro(a) (075)",5504,862,417,2798,1304,54,34,26,9
"Yerno/ nuera (076)",68,3,1,22,36,2,3,,1
"Nieto(a) (077)",258,64,18,134,41,,,1,
"Padres/ suegros (078)",156,127,,26,3,,,,
"Otro(a) pariente (079)",278,72,13,122,64,1,5,1,
"Trabajador(a) del hogar (080)",12,3,,6,3,,,,
"Otro(a) no pariente (082)",69,12,,35,19,,3,,
"Hombres (084)",5880,833,233,3134,1474,63,80,25,38
"Jefe o Jefa (085)",2413,302,4,1434,561,24,50,7,31
"Esposa(o)/ compa¤era(o) (086)",141,10,,80,43,4,3,,1
"Hijo(a)/ hijastro(a) (087)",2910,429,215,1422,769,33,19,17,6
"Yerno/ nuera (088)",33,2,,8,19,1,3,,
"Nieto(a) (089)",125,28,6,63,27,,,1,
"Padres/ suegros (090)",47,25,,20,2,,,,
"Otro(a) pariente (091)",153,29,8,74,37,1,4,,
"Trabajador(a) del hogar (092)",7,2,,3,2,,,,
"Otro(a) no pariente (094)",51,6,,30,14,,1,,
"Mujeres (096)",5988,2021,239,2789,855,30,30,14,10
"Jefe o Jefa (097)",987,635,5,275,61,3,5,1,2
"Esposa(o)/ compa¤era(o) (098)",1982,764,14,991,194,5,7,3,4
"Hijo(a)/ hijastro(a) (099)",2594,433,202,1376,535,21,15,9,3
"Yerno/ nuera (100)",35,1,1,14,17,1,,,1
"Nieto(a) (101)",133,36,12,71,14,,,,
"Padres/ suegros (102)",109,102,,6,1,,,,
"Otro(a) pariente (103)",125,43,5,48,27,,1,1,
"Trabajador(a) del hogar (104)",5,1,,3,1,,,,
"Otro(a) no pariente (106)",18,6,,5,5,,2,,
