"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",37,1,22,8,5,1
"Actividad economica no especificada (043)",248,3,100,75,54,16
"Mujeres (045)",5408,175,1829,2000,1221,183
"Agric., ganadería, caza y silvicultura (046)",1461,82,461,473,372,73
"Pesca (047)",2,,,1,,1
"Industrias manufactureras (049)",150,6,27,49,56,12
"Suministro de electricidad, gas y agua (050)",3,,,3,,
"Construcción (051)",10,1,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1047,23,309,408,261,46
"Venta, mant.y rep. veh.autom.y motoc. (053)",42,,17,18,7,
"Comercio al por mayor (054)",48,2,12,24,8,2
"Comercio al por menor (055)",957,21,280,366,246,44
"Hoteles y restaurantes (056)",471,17,144,176,125,9
"Trans., almac. y comunicaciones (057)",73,1,58,12,2,
"Intermediación financiera (058)",11,,10,1,,
"Activid.inmobil., empres. y alquileres (059)",82,1,43,34,4,
"Admin.pub. y defensa; p. segur.soc.afil (060)",149,,64,63,22,
"Enseñanza (061)",545,,100,335,110,
"Servicios sociales y de salud (062)",117,,29,51,32,5
"Otras activ. serv.comun.soc y personales (063)",125,5,54,42,23,1
"Hogares privados con servicio doméstico (064)",795,38,368,240,128,21
"Actividad economica no especificada (066)",367,1,160,108,83,15
,,,,,,
"URBANA (067)",12879,379,4169,4672,3060,599
"Agric., ganadería, caza y silvicultura (068)",4604,199,1353,1493,1204,355
"Pesca (069)",25,,11,6,7,1
"Explotación de minas y canteras (070)",4,,3,,1,
"Industrias manufactureras (071)",777,21,253,271,197,35
"Suministro de electricidad, gas y agua (072)",26,,6,15,4,1
"Construcción (073)",425,7,127,158,118,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2072,62,625,755,526,104
"Venta, mant.y rep. veh.autom.y motoc. (075)",268,6,111,107,40,4
"Comercio al por mayor (076)",102,3,34,40,21,4
"Comercio al por menor (077)",1702,53,480,608,465,96
"Hoteles y restaurantes (078)",536,20,166,188,149,13
"Trans., almac. y comunicaciones (079)",997,9,478,350,153,7
"Intermediación financiera (080)",33,,20,10,3,
"Activid.inmobil., empres. y alquileres (081)",323,1,139,122,60,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",495,,156,218,113,8
"Enseñanza (083)",943,,176,568,198,1
"Servicios sociales y de salud (084)",207,,42,98,57,10
"Otras activ. serv.comun.soc y personales (085)",317,26,117,105,62,7
"Hogares privados con servicio doméstico (086)",656,31,307,193,107,18
"Actividad economica no especificada (088)",439,3,190,122,101,23
"Hombres (089)",8779,273,2844,3101,2102,459
"Agric., ganadería, caza y silvicultura (090)",3960,168,1203,1268,1007,314
"Pesca (091)",23,,11,5,7,
"Explotación de minas y canteras (092)",4,,3,,1,
"Industrias manufactureras (093)",641,17,230,225,145,24
"Suministro de electricidad, gas y agua (094)",23,,6,12,4,1
"Construcción (095)",415,6,125,154,115,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1120,43,345,385,286,61
"Venta, mant.y rep. veh.autom.y motoc. (097)",227,6,94,90,33,4
"Comercio al por mayor (098)",61,1,24,20,14,2
"Comercio al por menor (099)",832,36,227,275,239,55
"Hoteles y restaurantes (100)",124,7,41,38,34,4
"Trans., almac. y comunicaciones (101)",927,8,423,338,151,7
"Intermediación financiera (102)",22,,10,9,3,
"Activid.inmobil., empres. y alquileres (103)",242,,96,89,56,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",349,,94,156,91,8
"Enseñanza (105)",441,,92,252,96,1
"Servicios sociales y de salud (106)",96,,16,49,25,6
"Otras activ. serv.comun.soc y personales (107)",197,22,66,64,39,6
"Hogares privados con servicio doméstico (108)",30,,18,8,4,
"Actividad economica no especificada (110)",165,2,65,49,38,11
"Mujeres (112)",4100,106,1325,1571,958,140
"Agric., ganadería, caza y silvicultura (113)",644,31,150,225,197,41
"Pesca (114)",2,,,1,,1
"Industrias manufactureras (116)",136,4,23,46,52,11
"Suministro de electricidad, gas y agua (117)",3,,,3,,
"Construcción (118)",10,1,2,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",952,19,280,370,240,43
"Venta, mant.y rep. veh.autom.y motoc. (120)",41,,17,17,7,
"Comercio al por mayor (121)",41,2,10,20,7,2
"Comercio al por menor (122)",870,17,253,333,226,41
"Hoteles y restaurantes (123)",412,13,125,150,115,9
"Trans., almac. y comunicaciones (124)",70,1,55,12,2,
"Intermediación financiera (125)",11,,10,1,,
"Activid.inmobil., empres. y alquileres (126)",81,1,43,33,4,
"Admin.pub. y defensa; p. segur.soc.afil (127)",146,,62,62,22,
"Enseñanza (128)",502,,84,316,102,
"Servicios sociales y de salud (129)",111,,26,49,32,4
"Otras activ. serv.comun.soc y personales (130)",120,4,51,41,23,1
"Hogares privados con servicio doméstico (131)",626,31,289,185,103,18
"Actividad economica no especificada (133)",274,1,125,73,63,12
,,,,,,
"RURAL (134)",7590,338,2748,2571,1587,346
"Agric., ganadería, caza y silvicultura (135)",6645,310,2407,2201,1403,324
"Pesca (136)",2,,,1,1,
"Explotación de minas y canteras (137)",2,,1,1,,
"Industrias manufactureras (138)",46,3,14,16,11,2
"Suministro de electricidad, gas y agua (139)",1,,,,1,
"Construcción (140)",50,1,17,19,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",208,9,61,81,53,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",7,1,2,3,1,
"Comercio al por mayor (143)",13,,3,7,3,
"Comercio al por menor (144)",188,8,56,71,49,4
"Hoteles y restaurantes (145)",69,5,23,29,12,
"Trans., almac. y comunicaciones (146)",57,,22,27,7,1
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",6,,1,2,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",16,,8,7,1,
"Enseñanza (150)",106,,31,56,19,
"Servicios sociales y de salud (151)",15,,4,8,2,1
"Otras activ. serv.comun.soc y personales (152)",14,1,6,6,1,
"Hogares privados con servicio doméstico (153)",176,8,83,55,26,4
"Actividad economica no especificada (155)",176,1,70,61,36,8
"Hombres (156)",6282,269,2244,2142,1324,303
"Agric., ganadería, caza y silvicultura (157)",5828,259,2096,1953,1228,292
"Pesca (158)",2,,,1,1,
"Explotación de minas y canteras (159)",2,,1,1,,
"Industrias manufactureras (160)",32,1,10,13,7,1
"Suministro de electricidad, gas y agua (161)",1,,,,1,
"Construcción (162)",50,1,17,19,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",113,5,32,43,32,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",6,1,2,2,1,
"Comercio al por mayor (165)",6,,1,3,2,
"Comercio al por menor (166)",101,4,29,38,29,1
"Hoteles y restaurantes (167)",10,1,4,3,2,
"Trans., almac. y comunicaciones (168)",54,,19,27,7,1
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",5,,1,1,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,6,6,1,
"Enseñanza (172)",63,,15,37,11,
"Servicios sociales y de salud (173)",9,,1,6,2,
"Otras activ. serv.comun.soc y personales (174)",9,,3,5,1,
"Hogares privados con servicio doméstico (175)",7,1,4,,1,1
"Actividad economica no especificada (177)",83,1,35,26,16,5
"Mujeres (179)",1308,69,504,429,263,43
"Agric., ganadería, caza y silvicultura (180)",817,51,311,248,175,32
"Industrias manufactureras (183)",14,2,4,3,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",95,4,29,38,21,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",7,,2,4,1,
"Comercio al por menor (189)",87,4,27,33,20,3
"Hoteles y restaurantes (190)",59,4,19,26,10,
"Trans., almac. y comunicaciones (191)",3,,3,,,
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,2,1,,
"Enseñanza (195)",43,,16,19,8,
"Servicios sociales y de salud (196)",6,,3,2,,1
"Otras activ. serv.comun.soc y personales (197)",5,1,3,1,,
"Hogares privados con servicio doméstico (198)",169,7,79,55,25,3
"Actividad economica no especificada (200)",93,,35,35,20,3
