"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1736,23,,849,448,65,194,30,127
"Esposa(o)/ compa¤era(o) (050)",68,1,,29,23,3,4,,8
"Hijo(a)/ hijastro(a) (051)",1563,168,98,636,556,32,31,22,20
"Yerno/ nuera (052)",47,,,9,22,1,6,3,6
"Nieto(a) (053)",188,36,18,77,51,1,3,1,1
"Padres/ suegros (054)",32,4,,22,3,,1,2,
"Otro(a) pariente (055)",313,26,6,155,87,9,17,2,11
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",11,,,2,3,1,3,,2
"Otro(a) no pariente (058)",142,11,2,43,62,7,7,4,6
"Mujeres (060)",4017,316,109,1998,1014,139,255,55,131
"Jefe o Jefa (061)",605,40,2,339,112,23,48,9,32
"Esposa(o)/ compa¤era(o) (062)",1391,37,4,777,316,56,122,18,61
"Hijo(a)/ hijastro(a) (063)",1344,146,78,559,420,43,61,19,18
"Yerno/ nuera (064)",65,2,,21,30,4,5,,3
"Nieto(a) (065)",155,31,16,72,26,4,2,4,
"Padres/ suegros (066)",86,26,,52,7,,1,,
"Otro(a) pariente (067)",243,26,7,125,64,4,10,,7
"Trabajador(a) del hogar (068)",36,,,23,10,1,,2,
"Pensionista (069)",4,,,1,2,,1,,
"Otro(a) no pariente (070)",88,8,2,29,27,4,5,3,10
,,,,,,,,,
"RURAL (072)",16598,2129,353,10753,2893,121,248,41,60
"Jefe o Jefa (073)",4547,338,2,3343,695,41,95,8,25
"Esposa(o)/ compa¤era(o) (074)",3265,334,4,2415,435,18,43,8,8
"Hijo(a)/ hijastro(a) (075)",6675,1088,292,3791,1372,48,61,16,7
"Yerno/ nuera (076)",194,4,,106,68,4,8,1,3
"Nieto(a) (077)",545,130,41,292,75,1,3,1,2
"Padres/ suegros (078)",182,77,,102,2,,1,,
"Otro(a) pariente (079)",917,140,13,569,170,7,10,5,3
"Trabajador(a) del hogar (080)",9,,,7,2,,,,
"Pensionista (081)",12,,,,3,,6,2,1
"Otro(a) no pariente (082)",252,18,1,128,71,2,21,,11
"Hombres (084)",8928,915,188,5816,1743,68,141,21,36
"Jefe o Jefa (085)",3824,184,2,2843,651,38,76,8,22
"Esposa(o)/ compa¤era(o) (086)",66,6,,48,10,,1,,1
"Hijo(a)/ hijastro(a) (087)",3793,559,157,2189,823,21,33,8,3
"Yerno/ nuera (088)",87,1,,47,30,2,4,1,2
"Nieto(a) (089)",291,72,21,159,36,1,1,,1
"Padres/ suegros (090)",62,14,,45,2,,1,,
"Otro(a) pariente (091)",590,67,7,379,124,4,5,2,2
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",11,,,,3,,5,2,1
"Otro(a) no pariente (094)",203,12,1,105,64,2,15,,4
"Mujeres (096)",7670,1214,165,4937,1150,53,107,20,24
"Jefe o Jefa (097)",723,154,,500,44,3,19,,3
"Esposa(o)/ compa¤era(o) (098)",3199,328,4,2367,425,18,42,8,7
"Hijo(a)/ hijastro(a) (099)",2882,529,135,1602,549,27,28,8,4
"Yerno/ nuera (100)",107,3,,59,38,2,4,,1
"Nieto(a) (101)",254,58,20,133,39,,2,1,1
"Padres/ suegros (102)",120,63,,57,,,,,
"Otro(a) pariente (103)",327,73,6,190,46,3,5,3,1
"Trabajador(a) del hogar (104)",8,,,6,2,,,,
"Pensionista (105)",1,,,,,,1,,
"Otro(a) no pariente (106)",49,6,,23,7,,6,,7
