"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"Ocupada (020)",33778,31647,166,6957,7059,5749,6947,3082,1206,481,2131,103852
"De 12 a 14 años (021)",31,22,,16,6,,,,,,9,28
"De 15 a 19 años (022)",876,743,16,566,126,26,9,,,,133,932
"De 20 a 24 años (023)",3474,2688,25,1692,685,210,66,10,,,786,4032
"De 25 a 29 años (024)",4524,3904,23,1636,1241,636,330,33,5,,620,7669
"De 30 a 34 años (025)",4956,4703,25,1129,1490,1042,851,133,31,2,253,12013
"De 35 a 39 años (026)",5076,4955,19,706,1283,1189,1325,367,57,9,121,15494
"De 40 a 44 años (027)",4725,4655,22,471,939,1065,1463,517,159,19,70,16821
"De 45 a 49 años (028)",3595,3541,14,314,595,703,1075,578,200,62,54,14384
"De 50 y más años (029)",6521,6436,22,427,694,878,1828,1444,754,389,85,32479
"Desocupada (030)",1106,955,8,314,211,157,175,61,18,11,151,2629
"De 12 a 14 años (031)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (032)",73,61,3,48,6,4,,,,,12,72
"De 20 a 24 años (033)",221,153,1,107,37,7,,1,,,68,209
"De 25 a 29 años (034)",227,187,,76,61,34,15,,1,,40,370
"De 30 a 34 años (035)",176,157,2,33,45,39,32,4,2,,19,417
"De 35 a 39 años (036)",145,139,,21,28,31,42,14,3,,6,469
"De 40 a 44 años (037)",99,98,1,15,13,24,38,3,4,,1,331
"De 45 a 49 años (038)",71,70,1,5,9,8,21,20,5,1,1,329
"De 50 y más años (039)",92,89,,8,12,10,27,19,3,10,3,431
"No PEA (040)",50616,47670,262,10841,9910,7770,10116,5293,2475,1003,2946,164185
"De 12 a 14 años (041)",270,123,9,92,22,,,,,,147,136
"De 15 a 19 años (042)",3547,2952,43,2388,439,66,16,,,,595,3528
"De 20 a 24 años (043)",7722,6719,48,3725,2095,674,167,10,,,1003,10690
"De 25 a 29 años (044)",7627,7142,38,2190,2625,1432,779,67,11,,485,15541
"De 30 a 34 años (045)",6195,6009,14,868,1748,1601,1465,284,25,4,186,17549
"De 35 a 39 años (046)",5130,5006,20,419,974,1189,1718,560,110,16,124,18091
"De 40 a 44 años (047)",4342,4278,18,285,610,897,1539,688,213,28,64,17474
"De 45 a 49 años (048)",3581,3529,17,190,423,576,1167,791,296,69,52,16294
"De 50 y más años (049)",12202,11912,55,684,974,1335,3265,2893,1820,886,290,64882
,,,,,,,,,,,,
"URBANA (060)",74574,69953,387,16165,15289,12064,14901,6995,2979,1173,4621,230948
"De 12 a 14 años (061)",232,114,8,82,24,,,,,,118,130
"De 15 a 19 años (062)",3462,2854,54,2356,366,59,19,,,,608,3341
"De 20 a 24 años (063)",9735,8036,67,4956,2267,596,138,12,,,1699,11925
"De 25 a 29 años (064)",10761,9693,58,3653,3508,1694,724,50,6,,1068,19155
"De 30 a 34 años (065)",9948,9531,34,1917,3076,2381,1848,243,27,5,417,24940
"De 35 a 39 años (066)",9166,8946,35,1053,2153,2229,2690,684,94,8,220,28930
"De 40 a 44 años (067)",8184,8067,40,711,1469,1855,2741,966,262,23,117,29883
"De 45 a 49 años (068)",6408,6316,28,462,938,1212,2070,1161,358,87,92,26517
"De 50 y más años (069)",16678,16396,63,975,1488,2038,4671,3879,2232,1050,282,86127
"PEA (070)",31082,29015,166,6690,6655,5355,6282,2574,935,358,2067,91760
"De 12 a 14 años (071)",24,18,,13,5,,,,,,6,23
"De 15 a 19 años (072)",712,599,18,485,78,13,5,,,,113,700
"De 20 a 24 años (073)",3186,2389,26,1625,567,134,29,8,,,797,3334
"De 25 a 29 años (074)",4207,3586,23,1631,1173,522,218,15,4,,621,6584
"De 30 a 34 años (075)",4606,4355,24,1121,1449,976,688,78,17,2,251,10535
"De 35 a 39 años (076)",4763,4655,18,678,1257,1153,1234,285,28,2,108,14049
"De 40 a 44 años (077)",4435,4371,23,461,915,1045,1381,421,114,11,64,15253
"De 45 a 49 años (078)",3341,3294,14,294,573,680,1034,508,150,41,47,12979
"De 50 y más años (079)",5808,5748,20,382,638,832,1693,1259,622,302,60,28303
"Ocupada (080)",30030,28107,158,6390,6451,5211,6115,2516,918,348,1923,89271
"De 12 a 14 años (081)",23,17,,12,5,,,,,,6,22
"De 15 a 19 años (082)",648,546,15,442,73,11,5,,,,102,641
"De 20 a 24 años (083)",2976,2244,25,1523,530,130,29,7,,,732,3139
"De 25 a 29 años (084)",3988,3407,23,1556,1113,492,204,15,4,,581,6241
"De 30 a 34 años (085)",4438,4205,22,1089,1405,938,660,74,15,2,233,10142
"De 35 a 39 años (086)",4623,4520,18,657,1232,1123,1192,271,25,2,103,13589
"De 40 a 44 años (087)",4339,4276,22,447,902,1022,1344,418,110,11,63,14930
"De 45 a 49 años (088)",3274,3228,13,289,565,672,1015,489,145,40,46,12668
"De 50 y más años (089)",5721,5664,20,375,626,823,1666,1242,619,293,57,27899
"Desocupada (090)",1052,908,8,300,204,144,167,58,17,10,144,2489
"De 12 a 14 años (091)",1,1,,1,,,,,,,,1
"De 15 a 19 años (092)",64,53,3,43,5,2,,,,,11,59
"De 20 a 24 años (093)",210,145,1,102,37,4,,1,,,65,195
"De 25 a 29 años (094)",219,179,,75,60,30,14,,,,40,343
"De 30 a 34 años (095)",168,150,2,32,44,38,28,4,2,,18,393
"De 35 a 39 años (096)",140,135,,21,25,30,42,14,3,,5,460
"De 40 a 44 años (097)",96,95,1,14,13,23,37,3,4,,1,323
"De 45 a 49 años (098)",67,66,1,5,8,8,19,19,5,1,1,311
"De 50 y más años (099)",87,84,,7,12,9,27,17,3,9,3,404
"No PEA (100)",43492,40938,221,9475,8634,6709,8619,4421,2044,815,2554,139188
"De 12 a 14 años (101)",208,96,8,69,19,,,,,,112,107
"De 15 a 19 años (102)",2750,2255,36,1871,288,46,14,,,,495,2641
"De 20 a 24 años (103)",6549,5647,41,3331,1700,462,109,4,,,902,8591
"De 25 a 29 años (104)",6554,6107,35,2022,2335,1172,506,35,2,,447,12571
"De 30 a 34 años (105)",5342,5176,10,796,1627,1405,1160,165,10,3,166,14405
"De 35 a 39 años (106)",4403,4291,17,375,896,1076,1456,399,66,6,112,14881
"De 40 a 44 años (107)",3749,3696,17,250,554,810,1360,545,148,12,53,14630
"De 45 a 49 años (108)",3067,3022,14,168,365,532,1036,653,208,46,45,13538
"De 50 y más años (109)",10870,10648,43,593,850,1206,2978,2620,1610,748,222,57824
,,,,,,,,,,,,
"RURAL (120)",10926,10319,49,1947,1891,1612,2337,1441,720,322,607,39718
"De 12 a 14 años (121)",71,32,1,27,4,,,,,,39,35
"De 15 a 19 años (122)",1034,902,8,646,205,37,6,,,,132,1191
"De 20 a 24 años (123)",1682,1524,7,568,550,295,95,9,,,158,3006
"De 25 a 29 años (124)",1617,1540,3,249,419,408,400,50,11,,77,4425
"De 30 a 34 años (125)",1379,1338,7,113,207,301,500,178,31,1,41,5039
"De 35 a 39 años (126)",1185,1154,4,93,132,180,395,257,76,17,31,5124
"De 40 a 44 años (127)",982,964,1,60,93,131,299,242,114,24,18,4743
"De 45 a 49 años (128)",839,824,4,47,89,75,193,228,143,45,15,4490
"De 50 y más años (129)",2137,2041,14,144,192,185,449,477,345,235,96,11665
"PEA (130)",3802,3587,8,581,615,551,840,569,289,134,215,14721
"De 12 a 14 años (131)",9,5,,4,1,,,,,,4,6
"De 15 a 19 años (132)",237,205,1,129,54,17,4,,,,32,304
"De 20 a 24 años (133)",509,452,,174,155,83,37,3,,,57,907
"De 25 a 29 años (134)",544,505,,81,129,148,127,18,2,,39,1455
"De 30 a 34 años (135)",526,505,3,41,86,105,195,59,16,,21,1895
"De 35 a 39 años (136)",458,439,1,49,54,67,133,96,32,7,19,1914
"De 40 a 44 años (137)",389,382,,25,37,44,120,99,49,8,7,1899
"De 45 a 49 años (138)",325,317,1,25,31,31,62,90,55,22,8,1734
"De 50 y más años (139)",805,777,2,53,68,56,162,204,135,97,28,4607
"Ocupada (140)",3748,3540,8,567,608,538,832,566,288,133,208,14581
"De 12 a 14 años (141)",8,5,,4,1,,,,,,3,6
"De 15 a 19 años (142)",228,197,1,124,53,15,4,,,,31,291
"De 20 a 24 años (143)",498,444,,169,155,80,37,3,,,54,893
"De 25 a 29 años (144)",536,497,,80,128,144,126,18,1,,39,1428
"De 30 a 34 años (145)",518,498,3,40,85,104,191,59,16,,20,1871
"De 35 a 39 años (146)",453,435,1,49,51,66,133,96,32,7,18,1905
"De 40 a 44 años (147)",386,379,,24,37,43,119,99,49,8,7,1891
"De 45 a 49 años (148)",321,313,1,25,30,31,60,89,55,22,8,1716
"De 50 y más años (149)",800,772,2,52,68,55,162,202,135,96,28,4580
"Desocupada (150)",54,47,,14,7,13,8,3,1,1,7,140
"De 12 a 14 años (151)",1,,,,,,,,,,1,
"De 15 a 19 años (152)",9,8,,5,1,2,,,,,1,13
"De 20 a 24 años (153)",11,8,,5,,3,,,,,3,14
"De 25 a 29 años (154)",8,8,,1,1,4,1,,1,,,27
"De 30 a 34 años (155)",8,7,,1,1,1,4,,,,1,24
"De 35 a 39 años (156)",5,4,,,3,1,,,,,1,9
"De 40 a 44 años (157)",3,3,,1,,1,1,,,,,8
"De 45 a 49 años (158)",4,4,,,1,,2,1,,,,18
"De 50 y más años (159)",5,5,,1,,1,,2,,1,,27
"No PEA (160)",7124,6732,41,1366,1276,1061,1497,872,431,188,392,24997
"De 12 a 14 años (161)",62,27,1,23,3,,,,,,35,29
"De 15 a 19 años (162)",797,697,7,517,151,20,2,,,,100,887
"De 20 a 24 años (163)",1173,1072,7,394,395,212,58,6,,,101,2099
"De 25 a 29 años (164)",1073,1035,3,168,290,260,273,32,9,,38,2970
"De 30 a 34 años (165)",853,833,4,72,121,196,305,119,15,1,20,3144
"De 35 a 39 años (166)",727,715,3,44,78,113,262,161,44,10,12,3210
"De 40 a 44 años (167)",593,582,1,35,56,87,179,143,65,16,11,2844
"De 45 a 49 años (168)",514,507,3,22,58,44,131,138,88,23,7,2756
"De 50 y más años (169)",1332,1264,12,91,124,129,287,273,210,138,68,7058
