"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (051)",44703,41737,2966,,
"Empleador o patrono (052)",2244,1517,436,205,86
"Trabajador familiar no remunerado (053)",4728,4190,369,117,52
"Trabajador del hogar (054)",3628,3628,,,
"De 06 a 14 años (056)",2296,1995,217,73,11
"Empleado (057)",322,282,29,9,2
"Obrero (058)",416,278,89,40,9
"Trabajador independiente (059)",520,483,37,,
"Empleador o patrono (060)",8,6,2,,
"Trabajador familiar no remunerado (061)",877,793,60,24,
"Trabajador del hogar (062)",153,153,,,
"De 15 a 29 años (064)",36112,24009,5245,3541,3317
"Empleado (065)",11440,5107,2168,1856,2309
"Obrero (066)",7691,3382,1759,1581,969
"Trabajador independiente (067)",12960,11914,1046,,
"Empleador o patrono (068)",564,384,112,47,21
"Trabajador familiar no remunerado (069)",1705,1470,160,57,18
"Trabajador del hogar (070)",1752,1752,,,
"De 30 a 44 años (072)",37036,23697,4251,3848,5240
"Empleado (073)",12057,3233,1930,2664,4230
"Obrero (074)",5358,2305,1013,1082,958
"Trabajador independiente (075)",16638,15574,1064,,
"Empleador o patrono (076)",856,574,168,79,35
"Trabajador familiar no remunerado (077)",1112,996,76,23,17
"Trabajador del hogar (078)",1015,1015,,,
"De 45 a 64 años (080)",24080,16802,2319,2013,2946
"Empleado (081)",6035,1619,823,1249,2344
"Obrero (082)",3646,1801,594,686,565
"Trabajador independiente (083)",12288,11574,714,,
"Empleador o patrono (084)",698,468,137,68,25
"Trabajador familiar no remunerado (085)",809,736,51,10,12
"Trabajador del hogar (086)",604,604,,,
"De 65 y más años (088)",3566,3062,254,140,110
"Empleado (089)",370,188,51,63,68
"Obrero (090)",452,298,59,63,32
"Trabajador independiente (091)",2297,2192,105,,
"Empleador o patrono (092)",118,85,17,11,5
"Trabajador familiar no remunerado (093)",225,195,22,3,5
"Trabajador del hogar (094)",104,104,,,
,,,,,
"RURAL (096)",18012,16399,1097,360,156
"Empleado (097)",688,303,207,64,114
"Obrero (098)",3101,2377,435,255,34
"Trabajador independiente (099)",10245,9956,289,,
"Empleador o patrono (100)",413,351,38,20,4
"Trabajador familiar no remunerado (101)",3334,3181,128,21,4
"Trabajador del hogar (102)",231,231,,,
"De 06 a 14 años (104)",588,541,33,12,2
"Empleado (105)",7,7,,,
"Obrero (106)",66,48,13,5,
"Trabajador independiente (107)",63,62,1,,
"Trabajador familiar no remunerado (109)",445,417,19,7,2
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",6436,5772,441,164,59
"Empleado (113)",224,104,66,12,42
"Obrero (114)",1385,1023,204,145,13
"Trabajador independiente (115)",2946,2858,88,,
"Empleador o patrono (116)",113,96,13,2,2
"Trabajador familiar no remunerado (117)",1663,1586,70,5,2
"Trabajador del hogar (118)",105,105,,,
"De 30 a 44 años (120)",5602,5076,355,111,60
"Empleado (121)",304,121,99,36,48
"Obrero (122)",887,692,121,62,12
"Trabajador independiente (123)",3545,3439,106,,
"Empleador o patrono (124)",145,126,11,8,
"Trabajador familiar no remunerado (125)",645,622,18,5,
"Trabajador del hogar (126)",76,76,,,
"De 45 a 64 años (128)",4202,3869,231,68,34
"Empleado (129)",138,62,39,14,23
"Obrero (130)",629,493,87,40,9
"Trabajador independiente (131)",2802,2724,78,,
"Empleador o patrono (132)",129,106,11,10,2
"Trabajador familiar no remunerado (133)",472,452,16,4,
"Trabajador del hogar (134)",32,32,,,
"De 65 y más años (136)",1184,1141,37,5,1
"Empleado (137)",15,9,3,2,1
"Obrero (138)",134,121,10,3,
"Trabajador independiente (139)",889,873,16,,
"Empleador o patrono (140)",26,23,3,,
"Trabajador familiar no remunerado (141)",109,104,5,,
"Trabajador del hogar (142)",11,11,,,
