"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",1196,,214,567,388,27
"Servicios sociales y de salud (039)",293,,70,130,78,15
"Otras activ. serv.comun.soc y personales (040)",1518,37,609,475,322,75
"Hogares privados con servicio doméstico (041)",69,4,26,13,21,5
"Organiz. y organos extraterritoriales (042)",4,,2,,2,
"Actividad economica no especificada (043)",761,1,277,269,161,53
"Mujeres (045)",22447,214,7328,8706,5332,867
"Agric., ganadería, caza y silvicultura (046)",5142,61,1444,1923,1369,345
"Pesca (047)",14,,2,11,1,
"Explotación de minas y canteras (048)",10,,3,4,3,
"Industrias manufactureras (049)",1090,17,433,395,221,24
"Suministro de electricidad, gas y agua (050)",19,,10,8,1,
"Construcción (051)",45,,27,12,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",6252,69,1778,2457,1660,288
"Venta, mant.y rep. veh.autom.y motoc. (053)",87,1,44,30,11,1
"Comercio al por mayor (054)",359,5,127,143,76,8
"Comercio al por menor (055)",5806,63,1607,2284,1573,279
"Hoteles y restaurantes (056)",2058,36,640,751,552,79
"Trans., almac. y comunicaciones (057)",369,2,202,123,39,3
"Intermediación financiera (058)",109,,75,29,5,
"Activid.inmobil., empres. y alquileres (059)",729,,343,257,123,6
"Admin.pub. y defensa; p. segur.soc.afil (060)",563,,177,254,127,5
"Enseñanza (061)",2045,,525,1030,474,16
"Servicios sociales y de salud (062)",631,,208,293,125,5
"Otras activ. serv.comun.soc y personales (063)",925,7,382,353,170,13
"Hogares privados con servicio doméstico (064)",1765,20,858,552,303,32
"Organiz. y organos extraterritoriales (065)",1,,,1,,
"Actividad economica no especificada (066)",680,2,221,253,154,50
,,,,,,
"URBANA (067)",54274,556,17678,19966,13456,2618
"Agric., ganadería, caza y silvicultura (068)",12771,161,3794,4263,3490,1063
"Pesca (069)",672,1,143,279,209,40
"Explotación de minas y canteras (070)",245,,86,102,55,2
"Industrias manufactureras (071)",3861,46,1551,1348,800,116
"Suministro de electricidad, gas y agua (072)",241,1,81,86,69,4
"Construcción (073)",2798,18,919,1034,713,114
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",11880,188,3557,4335,3122,678
"Venta, mant.y rep. veh.autom.y motoc. (075)",1128,12,432,372,275,37
"Comercio al por mayor (076)",868,9,322,346,170,21
"Comercio al por menor (077)",9884,167,2803,3617,2677,620
"Hoteles y restaurantes (078)",2824,43,952,974,744,111
"Trans., almac. y comunicaciones (079)",5676,26,2102,2177,1241,130
"Intermediación financiera (080)",221,,110,81,30,
"Activid.inmobil., empres. y alquileres (081)",2576,2,990,1022,498,64
"Admin.pub. y defensa; p. segur.soc.afil (082)",1423,,354,623,417,29
"Enseñanza (083)",3038,,689,1492,816,41
"Servicios sociales y de salud (084)",863,,254,394,196,19
"Otras activ. serv.comun.soc y personales (085)",2275,43,897,784,467,84
"Hogares privados con servicio doméstico (086)",1598,24,748,502,294,30
"Organiz. y organos extraterritoriales (087)",5,,2,1,2,
"Actividad economica no especificada (088)",1307,3,449,469,293,93
"Hombres (089)",34955,374,11425,12427,8806,1923
"Agric., ganadería, caza y silvicultura (090)",9519,125,2929,3031,2580,854
"Pesca (091)",658,1,141,268,208,40
"Explotación de minas y canteras (092)",236,,83,99,52,2
"Industrias manufactureras (093)",2854,30,1160,981,589,94
"Suministro de electricidad, gas y agua (094)",224,1,72,79,68,4
"Construcción (095)",2754,18,892,1023,708,113
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",6032,123,1901,2045,1555,408
"Venta, mant.y rep. veh.autom.y motoc. (097)",1048,11,393,344,264,36
"Comercio al por mayor (098)",537,5,204,215,99,14
"Comercio al por menor (099)",4447,107,1304,1486,1192,358
"Hoteles y restaurantes (100)",916,9,362,275,232,38
"Trans., almac. y comunicaciones (101)",5333,24,1917,2062,1203,127
"Intermediación financiera (102)",118,,39,53,26,
"Activid.inmobil., empres. y alquileres (103)",1887,2,667,781,378,59
"Admin.pub. y defensa; p. segur.soc.afil (104)",891,,185,387,295,24
"Enseñanza (105)",1117,,198,527,367,25
"Servicios sociales y de salud (106)",282,,67,124,76,15
"Otras activ. serv.comun.soc y personales (107)",1399,36,548,442,301,72
"Hogares privados con servicio doméstico (108)",56,4,19,11,19,3
"Organiz. y organos extraterritoriales (109)",4,,2,,2,
"Actividad economica no especificada (110)",675,1,243,239,147,45
"Mujeres (112)",19319,182,6253,7539,4650,695
"Agric., ganadería, caza y silvicultura (113)",3252,36,865,1232,910,209
"Pesca (114)",14,,2,11,1,
"Explotación de minas y canteras (115)",9,,3,3,3,
"Industrias manufactureras (116)",1007,16,391,367,211,22
"Suministro de electricidad, gas y agua (117)",17,,9,7,1,
"Construcción (118)",44,,27,11,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",5848,65,1656,2290,1567,270
"Venta, mant.y rep. veh.autom.y motoc. (120)",80,1,39,28,11,1
"Comercio al por mayor (121)",331,4,118,131,71,7
"Comercio al por menor (122)",5437,60,1499,2131,1485,262
"Hoteles y restaurantes (123)",1908,34,590,699,512,73
"Trans., almac. y comunicaciones (124)",343,2,185,115,38,3
"Intermediación financiera (125)",103,,71,28,4,
"Activid.inmobil., empres. y alquileres (126)",689,,323,241,120,5
"Admin.pub. y defensa; p. segur.soc.afil (127)",532,,169,236,122,5
"Enseñanza (128)",1921,,491,965,449,16
"Servicios sociales y de salud (129)",581,,187,270,120,4
"Otras activ. serv.comun.soc y personales (130)",876,7,349,342,166,12
"Hogares privados con servicio doméstico (131)",1542,20,729,491,275,27
"Organiz. y organos extraterritoriales (132)",1,,,1,,
"Actividad economica no especificada (133)",632,2,206,230,146,48
,,,,,,
"RURAL (134)",11584,123,3950,3894,2752,865
"Agric., ganadería, caza y silvicultura (135)",8081,104,2530,2589,2093,765
"Pesca (136)",28,,8,14,5,1
"Explotación de minas y canteras (137)",16,,7,8,1,
"Industrias manufactureras (138)",450,5,210,160,58,17
"Suministro de electricidad, gas y agua (139)",18,,3,12,3,
"Construcción (140)",230,2,78,83,60,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",784,7,276,294,178,29
"Venta, mant.y rep. veh.autom.y motoc. (142)",78,,43,26,8,1
"Comercio al por mayor (143)",88,1,44,28,14,1
"Comercio al por menor (144)",618,6,189,240,156,27
"Hoteles y restaurantes (145)",231,3,93,72,54,9
"Trans., almac. y comunicaciones (146)",527,1,218,207,95,6
"Intermediación financiera (147)",13,,7,5,1,
"Activid.inmobil., empres. y alquileres (148)",180,,75,72,29,4
"Admin.pub. y defensa; p. segur.soc.afil (149)",224,,92,84,45,3
"Enseñanza (150)",203,,50,105,46,2
"Servicios sociales y de salud (151)",61,,24,29,7,1
"Otras activ. serv.comun.soc y personales (152)",168,1,94,44,25,4
"Hogares privados con servicio doméstico (153)",236,,136,63,30,7
"Actividad economica no especificada (155)",134,,49,53,22,10
"Hombres (156)",8456,91,2875,2727,2070,693
"Agric., ganadería, caza y silvicultura (157)",6191,79,1951,1898,1634,629
"Pesca (158)",28,,8,14,5,1
"Explotación de minas y canteras (159)",15,,7,7,1,
"Industrias manufactureras (160)",367,4,168,132,48,15
"Suministro de electricidad, gas y agua (161)",16,,2,11,3,
"Construcción (162)",229,2,78,82,60,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",380,3,154,127,85,11
"Venta, mant.y rep. veh.autom.y motoc. (164)",71,,38,24,8,1
"Comercio al por mayor (165)",60,,35,16,9,
"Comercio al por menor (166)",249,3,81,87,68,10
"Hoteles y restaurantes (167)",81,1,43,20,14,3
"Trans., almac. y comunicaciones (168)",501,1,201,199,94,6
"Intermediación financiera (169)",7,,3,4,,
"Activid.inmobil., empres. y alquileres (170)",140,,55,56,26,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",193,,84,66,40,3
"Enseñanza (172)",79,,16,40,21,2
"Servicios sociales y de salud (173)",11,,3,6,2,
"Otras activ. serv.comun.soc y personales (174)",119,1,61,33,21,3
"Hogares privados con servicio doméstico (175)",13,,7,2,2,2
"Actividad economica no especificada (177)",86,,34,30,14,8
"Mujeres (179)",3128,32,1075,1167,682,172
"Agric., ganadería, caza y silvicultura (180)",1890,25,579,691,459,136
"Explotación de minas y canteras (182)",1,,,1,,
"Industrias manufactureras (183)",83,1,42,28,10,2
"Suministro de electricidad, gas y agua (184)",2,,1,1,,
"Construcción (185)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",404,4,122,167,93,18
"Venta, mant.y rep. veh.autom.y motoc. (187)",7,,5,2,,
"Comercio al por mayor (188)",28,1,9,12,5,1
"Comercio al por menor (189)",369,3,108,153,88,17
"Hoteles y restaurantes (190)",150,2,50,52,40,6
"Trans., almac. y comunicaciones (191)",26,,17,8,1,
"Intermediación financiera (192)",6,,4,1,1,
"Activid.inmobil., empres. y alquileres (193)",40,,20,16,3,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",31,,8,18,5,
"Enseñanza (195)",124,,34,65,25,
"Servicios sociales y de salud (196)",50,,21,23,5,1
"Otras activ. serv.comun.soc y personales (197)",49,,33,11,4,1
"Hogares privados con servicio doméstico (198)",223,,129,61,28,5
"Actividad economica no especificada (200)",48,,15,23,8,2
