"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Industrias manufactureras (048)",27,25,2,,
"Suministro de electricidad, gas y agua (049)",1,,,1,
"Construcción (050)",14,5,5,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",160,154,6,,
"Comercio al por mayor (053)",5,5,,,
"Comercio al por menor (054)",155,149,6,,
"Hoteles y restaurantes (055)",26,25,1,,
"Trans., almac. y comunicaciones (056)",1,1,,,
"Intermediación financiera (057)",1,,,1,
"Activid.inmobil., empres. y alquileres (058)",4,2,2,,
"Admin.pub. y defensa; p. segur soc.afil (059)",57,,,,57
"Enseñanza (060)",109,23,30,10,46
"Servicios sociales y de salud (061)",30,1,1,1,27
"Otras activ. serv.comun.soc y personales (062)",8,1,5,2,
"Hogares privados con servicio doméstico (063)",21,21,,,
"Actividad economica no especificada (065)",67,48,12,6,1
,,,,,
"URBANA (066)",2629,1350,712,192,375
"Agric., ganadería, caza y silvicultura (067)",1424,781,510,133,
"Explotación de minas y canteras (069)",120,86,17,15,2
"Industrias manufactureras (070)",38,29,8,1,
"Suministro de electricidad, gas y agua (071)",2,1,,1,
"Construcción (072)",145,65,57,15,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",208,201,7,,
"Venta, mant.y rep. veh.autom y motoc. (074)",1,1,,,
"Comercio al por mayor (075)",8,8,,,
"Comercio al por menor (076)",199,192,7,,
"Hoteles y restaurantes (077)",31,30,1,,
"Trans., almac. y comunicaciones (078)",24,20,4,,
"Intermediación financiera (079)",1,,,1,
"Activid.inmobil., empres. y alquileres (080)",16,8,6,1,1
"Admin.pub. y defensa; p. segur soc.afil (081)",208,,,,208
"Enseñanza (082)",237,43,69,15,110
"Servicios sociales y de salud (083)",50,2,2,1,45
"Otras activ. serv.comun.soc y personales (084)",19,6,9,4,
"Hogares privados con servicio doméstico (085)",20,20,,,
"Actividad economica no especificada (087)",86,58,22,5,1
"Hombres (088)",1639,820,457,113,249
"Agric., ganadería, caza y silvicultura (089)",897,504,317,76,
"Explotación de minas y canteras (091)",114,84,14,14,2
"Industrias manufactureras (092)",25,18,6,1,
"Suministro de electricidad, gas y agua (093)",1,1,,,
"Construcción (094)",132,60,53,12,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",69,66,3,,
"Venta, mant.y rep. veh.autom y motoc. (096)",1,1,,,
"Comercio al por mayor (097)",4,4,,,
"Comercio al por menor (098)",64,61,3,,
"Hoteles y restaurantes (099)",10,9,1,,
"Trans., almac. y comunicaciones (100)",23,19,4,,
"Activid.inmobil., empres. y alquileres (102)",12,6,4,1,1
"Admin.pub. y defensa; p. segur soc.afil (103)",153,,,,153
"Enseñanza (104)",137,25,40,5,67
"Servicios sociales y de salud (105)",21,1,1,,19
"Otras activ. serv.comun.soc y personales (106)",11,5,4,2,
"Hogares privados con servicio doméstico (107)",2,2,,,
"Actividad economica no especificada (109)",32,20,10,2,
"Mujeres (110)",990,530,255,79,126
"Agric., ganadería, caza y silvicultura (111)",527,277,193,57,
"Explotación de minas y canteras (113)",6,2,3,1,
"Industrias manufactureras (114)",13,11,2,,
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",13,5,4,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",139,135,4,,
"Comercio al por mayor (119)",4,4,,,
"Comercio al por menor (120)",135,131,4,,
"Hoteles y restaurantes (121)",21,21,,,
"Trans., almac. y comunicaciones (122)",1,1,,,
"Intermediación financiera (123)",1,,,1,
"Activid.inmobil., empres. y alquileres (124)",4,2,2,,
"Admin.pub. y defensa; p. segur soc.afil (125)",55,,,,55
"Enseñanza (126)",100,18,29,10,43
"Servicios sociales y de salud (127)",29,1,1,1,26
"Otras activ. serv.comun.soc y personales (128)",8,1,5,2,
"Hogares privados con servicio doméstico (129)",18,18,,,
"Actividad economica no especificada (131)",54,38,12,3,1
,,,,,
"RURAL (132)",1450,1176,130,50,94
"Agric., ganadería, caza y silvicultura (133)",1148,1055,91,1,1
"Explotación de minas y canteras (135)",118,21,16,35,46
"Industrias manufactureras (136)",22,21,1,,
"Construcción (138)",26,11,13,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",38,36,2,,
"Comercio al por mayor (141)",3,3,,,
"Comercio al por menor (142)",35,33,2,,
"Hoteles y restaurantes (143)",9,5,2,2,
"Trans., almac. y comunicaciones (144)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (147)",29,,,,29
"Enseñanza (148)",27,8,5,,14
"Servicios sociales y de salud (149)",2,,,,2
"Hogares privados con servicio doméstico (151)",3,3,,,
"Actividad economica no especificada (153)",26,14,,10,2
"Hombres (154)",1011,789,88,46,88
"Agric., ganadería, caza y silvicultura (155)",779,723,54,1,1
"Explotación de minas y canteras (157)",117,21,16,34,46
"Industrias manufactureras (158)",8,7,1,,
"Construcción (160)",25,11,12,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",17,17,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",15,15,,,
"Hoteles y restaurantes (165)",4,1,1,2,
"Trans., almac. y comunicaciones (166)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (169)",27,,,,27
"Enseñanza (170)",18,3,4,,11
"Servicios sociales y de salud (171)",1,,,,1
"Actividad economica no especificada (175)",13,4,,7,2
"Mujeres (176)",439,387,42,4,6
"Agric., ganadería, caza y silvicultura (177)",369,332,37,,
"Explotación de minas y canteras (179)",1,,,1,
"Industrias manufactureras (180)",14,14,,,
"Construcción (182)",1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",21,19,2,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",20,18,2,,
"Hoteles y restaurantes (187)",5,4,1,,
"Admin.pub. y defensa; p. segur soc.afil (191)",2,,,,2
"Enseñanza (192)",9,5,1,,3
"Servicios sociales y de salud (193)",1,,,,1
"Hogares privados con servicio doméstico (195)",3,3,,,
"Actividad economica no especificada (197)",13,10,,3,
