"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. completa (056)",122,89,7,8,18
"Superior univ. incompleta (057)",81,54,6,5,16
"Superior univ. completa (058)",541,253,51,82,155
,,,,,
"URBANA (060)",118522,60622,11078,14271,32551
"Sin nivel (061)",984,622,59,95,208
"Educación inicial (062)",53,27,7,6,13
"Primaria (063)",12003,7430,910,994,2669
"Secundaria (064)",50093,28125,4245,4571,13152
"Superior no univ. incompleta (065)",8445,4647,843,899,2056
"Superior no univ. completa (066)",14350,6392,1651,2391,3916
"Superior univ. incompleta (067)",8606,4721,879,1004,2002
"Superior univ. completa (068)",23988,8658,2484,4311,8535
"De 06 a 14 años (070)",1109,873,122,77,37
"Sin nivel (071)",8,6,1,1,
"Educación inicial (072)",10,7,3,,
"Primaria (073)",508,395,69,31,13
"Secundaria (074)",583,465,49,45,24
"De 15 a 29 años (080)",40249,19301,4232,4957,11759
"Sin nivel (081)",108,55,7,13,33
"Educación inicial (082)",24,12,2,2,8
"Primaria (083)",1746,736,166,230,614
"Secundaria (084)",20431,10147,1929,2132,6223
"Superior no univ. incompleta (085)",4468,2382,490,493,1103
"Superior no univ. completa (086)",5188,2328,625,817,1418
"Superior univ. incompleta (087)",3890,2056,458,500,876
"Superior univ. completa (088)",4394,1585,555,770,1484
"De 30 a 44 años (090)",44007,21194,4051,5707,13055
"Sin nivel (091)",213,109,11,21,72
"Educación inicial (092)",19,8,2,4,5
"Primaria (093)",2865,1331,221,280,1033
"Secundaria (094)",17542,9670,1394,1640,4838
"Superior no univ. incompleta (095)",2836,1587,248,297,704
"Superior no univ. completa (096)",6639,2898,786,1160,1795
"Superior univ. incompleta (097)",2694,1448,251,316,679
"Superior univ. completa (098)",11199,4143,1138,1989,3929
"De 45 a 64 años (100)",29063,16101,2420,3282,7260
"Sin nivel (101)",426,265,25,46,90
"Primaria (103)",4894,3284,353,372,885
"Secundaria (104)",10444,6982,807,697,1958
"Superior no univ. incompleta (105)",1073,633,96,105,239
"Superior no univ. completa (106)",2407,1082,233,406,686
"Superior univ. incompleta (107)",1949,1168,165,183,433
"Superior univ. completa (108)",7870,2687,741,1473,2969
"De 65 y más años (110)",4094,3153,253,248,440
"Sin nivel (111)",229,187,15,14,13
"Primaria (113)",1990,1684,101,81,124
"Secundaria (114)",1093,861,66,57,109
"Superior no univ. incompleta (115)",68,45,9,4,10
"Superior no univ. completa (116)",116,84,7,8,17
"Superior univ. incompleta (117)",73,49,5,5,14
"Superior univ. completa (118)",525,243,50,79,153
,,,,,
"RURAL (120)",11440,4470,1101,1123,4746
"Sin nivel (121)",252,137,25,29,61
"Educación inicial (122)",7,3,1,1,2
"Primaria (123)",2287,1127,175,160,825
"Secundaria (124)",6316,2297,608,589,2822
"Superior no univ. incompleta (125)",506,169,48,50,239
"Superior no univ. completa (126)",892,266,122,123,381
"Superior univ. incompleta (127)",354,160,39,34,121
"Superior univ. completa (128)",826,311,83,137,295
"De 06 a 14 años (130)",50,33,6,6,5
"Educación inicial (132)",1,1,,,
"Primaria (133)",25,22,1,2,
"Secundaria (134)",24,10,5,4,5
"De 15 a 29 años (140)",4501,1281,433,424,2363
"Sin nivel (141)",20,11,1,,8
"Educación inicial (142)",4,2,1,,1
"Primaria (143)",415,121,28,28,238
"Secundaria (144)",3004,831,270,268,1635
"Superior no univ. incompleta (145)",302,96,28,27,151
"Superior no univ. completa (146)",432,112,65,61,194
"Superior univ. incompleta (147)",135,50,17,12,56
"Superior univ. completa (148)",189,58,23,28,80
"De 30 a 44 años (150)",3878,1419,384,423,1652
"Sin nivel (151)",68,24,6,11,27
"Educación inicial (152)",2,,,1,1
"Primaria (153)",616,197,50,44,325
"Secundaria (154)",2157,807,225,226,899
"Superior no univ. incompleta (155)",158,54,15,18,71
"Superior no univ. completa (156)",361,122,39,50,150
"Superior univ. incompleta (157)",131,63,14,13,41
"Superior univ. completa (158)",385,152,35,60,138
"De 45 a 64 años (160)",2491,1317,243,249,682
"Sin nivel (161)",115,66,13,15,21
"Primaria (163)",885,496,76,76,237
"Secundaria (164)",1037,577,100,86,274
"Superior no univ. incompleta (165)",45,18,5,5,17
"Superior no univ. completa (166)",93,27,18,12,36
"Superior univ. incompleta (167)",80,42,7,9,22
"Superior univ. completa (168)",236,91,24,46,75
"De 65 y más años (170)",520,420,35,21,44
"Sin nivel (171)",49,36,5,3,5
"Primaria (173)",346,291,20,10,25
"Secundaria (174)",94,72,8,5,9
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",6,5,,,1
"Superior univ. incompleta (177)",8,5,1,,2
"Superior univ. completa (178)",16,10,1,3,2
