"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7784,657,202,2737,2400,337,578,300,573
"Jefe o Jefa (049)",3120,126,2,1021,927,151,377,114,402
"Esposa(o)/ compa¤era(o) (050)",172,7,,65,59,10,13,3,15
"Hijo(a)/ hijastro(a) (051)",3208,365,145,1213,1014,108,129,134,100
"Yerno/ nuera (052)",156,3,,27,66,17,19,8,16
"Nieto(a) (053)",444,98,43,187,92,6,9,8,1
"Padres/ suegros (054)",58,18,,28,5,,3,1,3
"Otro(a) pariente (055)",451,30,10,146,186,29,14,25,11
"Pensionista (057)",9,,,3,3,2,,,1
"Otro(a) no pariente (058)",166,10,2,47,48,14,14,7,24
"Mujeres (060)",8402,1224,221,3060,2048,342,795,257,455
"Jefe o Jefa (061)",1364,202,1,532,285,44,159,38,103
"Esposa(o)/ compa¤era(o) (062)",2535,376,2,932,560,89,352,47,177
"Hijo(a)/ hijastro(a) (063)",3035,356,165,1093,828,140,202,131,120
"Yerno/ nuera (064)",166,3,,26,70,21,20,8,18
"Nieto(a) (065)",453,110,46,176,88,9,10,13,1
"Padres/ suegros (066)",201,106,,73,14,,6,,2
"Otro(a) pariente (067)",459,49,6,160,160,18,32,13,21
"Trabajador(a) del hogar (068)",36,3,,23,7,2,1,,
"Pensionista (069)",4,,,,3,,,,1
"Otro(a) no pariente (070)",149,19,1,45,33,19,13,7,12
,,,,,,,,,
"RURAL (072)",33758,9562,1021,17715,4573,274,392,116,105
"Jefe o Jefa (073)",8596,2476,8,4826,970,59,177,32,48
"Esposa(o)/ compa¤era(o) (074)",6057,2838,30,2682,401,27,58,9,12
"Hijo(a)/ hijastro(a) (075)",15448,3050,801,8557,2686,151,112,64,27
"Yerno/ nuera (076)",454,57,3,222,138,9,18,2,5
"Nieto(a) (077)",1602,480,134,778,186,8,10,3,3
"Padres/ suegros (078)",353,276,,76,1,,,,
"Otro(a) pariente (079)",1132,360,42,529,168,13,11,3,6
"Trabajador(a) del hogar (080)",8,3,,3,1,,1,,
"Pensionista (081)",4,,,,3,,,,1
"Otro(a) no pariente (082)",104,22,3,42,19,7,5,3,3
"Hombres (084)",16674,3432,515,9327,2845,164,243,83,65
"Jefe o Jefa (085)",6797,1486,7,4149,873,53,157,31,41
"Esposa(o)/ compa¤era(o) (086)",146,37,,73,25,3,2,4,2
"Hijo(a)/ hijastro(a) (087)",7982,1452,428,4272,1629,89,58,41,13
"Yerno/ nuera (088)",201,11,,92,82,3,8,2,3
"Nieto(a) (089)",817,237,61,400,105,3,8,1,2
"Padres/ suegros (090)",82,46,,35,1,,,,
"Otro(a) pariente (091)",581,149,18,280,116,7,6,3,2
"Trabajador(a) del hogar (092)",1,1,,,,,,,
"Pensionista (093)",3,,,,2,,,,1
"Otro(a) no pariente (094)",64,13,1,26,12,6,4,1,1
"Mujeres (096)",17084,6130,506,8388,1728,110,149,33,40
"Jefe o Jefa (097)",1799,990,1,677,97,6,20,1,7
"Esposa(o)/ compa¤era(o) (098)",5911,2801,30,2609,376,24,56,5,10
"Hijo(a)/ hijastro(a) (099)",7466,1598,373,4285,1057,62,54,23,14
"Yerno/ nuera (100)",253,46,3,130,56,6,10,,2
"Nieto(a) (101)",785,243,73,378,81,5,2,2,1
"Padres/ suegros (102)",271,230,,41,,,,,
"Otro(a) pariente (103)",551,211,24,249,52,6,5,,4
"Trabajador(a) del hogar (104)",7,2,,3,1,,1,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",40,9,2,16,7,1,1,2,2
