"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2451,64,1,702,765,194,290,97,338
"Esposa(o)/ compa¤era(o) (050)",130,4,1,31,46,17,6,8,17
"Hijo(a)/ hijastro(a) (051)",1807,173,93,500,642,159,103,72,65
"Yerno/ nuera (052)",50,,,3,25,6,12,,4
"Nieto(a) (053)",162,30,10,57,46,6,5,7,1
"Padres/ suegros (054)",43,5,,23,9,,3,1,2
"Otro(a) pariente (055)",350,27,5,59,146,37,27,13,36
"Trabajador(a) del hogar (056)",12,1,,1,9,,1,,
"Pensionista (057)",10,,,2,3,,1,3,1
"Otro(a) no pariente (058)",233,4,,32,77,35,37,10,38
"Mujeres (060)",4922,568,99,1559,1339,465,353,158,381
"Jefe o Jefa (061)",907,103,,265,212,108,81,27,111
"Esposa(o)/ compa¤era(o) (062)",1696,198,2,648,425,90,149,48,136
"Hijo(a)/ hijastro(a) (063)",1554,173,77,481,493,148,55,64,63
"Yerno/ nuera (064)",62,,,5,38,6,8,1,4
"Nieto(a) (065)",148,24,13,52,38,10,7,3,1
"Padres/ suegros (066)",81,35,,34,3,,1,2,6
"Otro(a) pariente (067)",293,25,7,59,92,58,17,10,25
"Trabajador(a) del hogar (068)",9,,,,8,,1,,
"Pensionista (069)",5,,,,1,1,3,,
"Otro(a) no pariente (070)",167,10,,15,29,44,31,3,35
,,,,,,,,,
"RURAL (072)",12962,1746,314,4581,4119,807,632,316,447
"Jefe o Jefa (073)",4489,541,1,1718,1375,265,267,103,219
"Esposa(o)/ compa¤era(o) (074)",2296,425,5,933,610,111,125,42,45
"Hijo(a)/ hijastro(a) (075)",4473,540,266,1403,1550,334,167,132,81
"Yerno/ nuera (076)",149,1,,24,77,15,18,4,10
"Nieto(a) (077)",340,75,32,126,84,15,4,4,
"Padres/ suegros (078)",97,42,,48,3,1,2,1,
"Otro(a) pariente (079)",725,85,9,224,284,42,21,22,38
"Trabajador(a) del hogar (080)",4,1,,2,1,,,,
"Pensionista (081)",4,,,2,1,,1,,
"Otro(a) no pariente (082)",385,36,1,101,134,24,27,8,54
"Hombres (084)",6852,550,164,2348,2470,477,359,191,293
"Jefe o Jefa (085)",3383,203,1,1330,1172,209,217,73,178
"Esposa(o)/ compa¤era(o) (086)",99,9,,24,40,6,8,9,3
"Hijo(a)/ hijastro(a) (087)",2402,251,138,712,889,194,96,82,40
"Yerno/ nuera (088)",75,1,,13,31,9,10,3,8
"Nieto(a) (089)",190,36,20,68,51,10,2,3,
"Padres/ suegros (090)",31,6,,22,1,1,,1,
"Otro(a) pariente (091)",417,33,4,113,182,28,12,15,30
"Trabajador(a) del hogar (092)",1,1,,,,,,,
"Pensionista (093)",4,,,2,1,,1,,
"Otro(a) no pariente (094)",250,10,1,64,103,20,13,5,34
"Mujeres (096)",6110,1196,150,2233,1649,330,273,125,154
"Jefe o Jefa (097)",1106,338,,388,203,56,50,30,41
"Esposa(o)/ compa¤era(o) (098)",2197,416,5,909,570,105,117,33,42
"Hijo(a)/ hijastro(a) (099)",2071,289,128,691,661,140,71,50,41
"Yerno/ nuera (100)",74,,,11,46,6,8,1,2
"Nieto(a) (101)",150,39,12,58,33,5,2,1,
"Padres/ suegros (102)",66,36,,26,2,,2,,
"Otro(a) pariente (103)",308,52,5,111,102,14,9,7,8
"Trabajador(a) del hogar (104)",3,,,2,1,,,,
"Otro(a) no pariente (106)",135,26,,37,31,4,14,3,20
