"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",5,5,,,
"Obrero (058)",16,15,1,,
"Trabajador independiente (059)",12,12,,,
"Trabajador familiar no remunerado (061)",56,52,4,,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",1753,1179,190,88,296
"Empleado (065)",415,141,63,38,173
"Obrero (066)",410,177,66,46,121
"Trabajador independiente (067)",646,605,41,,
"Empleador o patrono (068)",23,13,8,2,
"Trabajador familiar no remunerado (069)",149,133,12,2,2
"Trabajador del hogar (070)",110,110,,,
"De 30 a 44 años (072)",1780,1107,234,173,266
"Empleado (073)",583,119,93,152,219
"Obrero (074)",254,144,47,19,44
"Trabajador independiente (075)",779,701,78,,
"Empleador o patrono (076)",27,15,9,1,2
"Trabajador familiar no remunerado (077)",107,98,7,1,1
"Trabajador del hogar (078)",30,30,,,
"De 45 a 64 años (080)",1040,706,109,80,145
"Empleado (081)",285,58,39,69,119
"Obrero (082)",123,72,19,8,24
"Trabajador independiente (083)",525,484,41,,
"Empleador o patrono (084)",14,9,2,2,1
"Trabajador familiar no remunerado (085)",73,63,8,1,1
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",189,154,25,4,6
"Empleado (089)",20,7,3,4,6
"Obrero (090)",15,11,4,,
"Trabajador independiente (091)",131,115,16,,
"Empleador o patrono (092)",2,1,1,,
"Trabajador familiar no remunerado (093)",17,16,1,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",11971,10443,1074,194,260
"Empleado (097)",640,224,95,82,239
"Obrero (098)",1144,755,268,103,18
"Trabajador independiente (099)",7076,6620,456,,
"Empleador o patrono (100)",91,50,36,4,1
"Trabajador familiar no remunerado (101)",2940,2714,219,5,2
"Trabajador del hogar (102)",80,80,,,
"De 06 a 14 años (104)",418,361,55,2,
"Empleado (105)",2,2,,,
"Obrero (106)",60,53,6,1,
"Trabajador independiente (107)",8,7,1,,
"Trabajador familiar no remunerado (109)",345,296,48,1,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",4853,4148,495,89,121
"Empleado (113)",233,71,36,14,112
"Obrero (114)",666,424,164,71,7
"Trabajador independiente (115)",2315,2149,166,,
"Empleador o patrono (116)",40,20,18,1,1
"Trabajador familiar no remunerado (117)",1549,1434,111,3,1
"Trabajador del hogar (118)",50,50,,,
"De 30 a 44 años (120)",3561,3084,299,74,104
"Empleado (121)",287,106,38,48,95
"Obrero (122)",271,175,64,24,8
"Trabajador independiente (123)",2375,2227,148,,
"Empleador o patrono (124)",31,16,13,2,
"Trabajador familiar no remunerado (125)",578,541,36,,1
"Trabajador del hogar (126)",19,19,,,
"De 45 a 64 años (128)",2531,2269,198,29,35
"Empleado (129)",115,43,20,20,32
"Obrero (130)",136,92,34,7,3
"Trabajador independiente (131)",1854,1735,119,,
"Empleador o patrono (132)",18,14,3,1,
"Trabajador familiar no remunerado (133)",402,379,22,1,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",608,581,27,,
"Empleado (137)",3,2,1,,
"Obrero (138)",11,11,,,
"Trabajador independiente (139)",524,502,22,,
"Empleador o patrono (140)",2,,2,,
"Trabajador familiar no remunerado (141)",66,64,2,,
"Trabajador del hogar (142)",2,2,,,
