"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",192,183,8,1,
"Empleado (057)",16,14,1,1,
"Obrero (058)",27,25,2,,
"Trabajador independiente (059)",32,31,1,,
"Trabajador familiar no remunerado (061)",87,83,4,,
"Trabajador del hogar (062)",30,30,,,
"De 15 a 29 años (064)",3846,2756,362,166,562
"Empleado (065)",1322,510,187,115,510
"Obrero (066)",604,412,99,45,48
"Trabajador independiente (067)",1088,1043,45,,
"Empleador o patrono (068)",71,59,7,4,1
"Trabajador familiar no remunerado (069)",474,445,24,2,3
"Trabajador del hogar (070)",287,287,,,
"De 30 a 44 años (072)",5084,2981,392,320,1391
"Empleado (073)",2078,327,193,233,1325
"Obrero (074)",602,379,83,77,63
"Trabajador independiente (075)",1818,1738,80,,
"Empleador o patrono (076)",167,136,22,6,3
"Trabajador familiar no remunerado (077)",264,246,14,4,
"Trabajador del hogar (078)",155,155,,,
"De 45 a 64 años (080)",3181,2160,177,140,704
"Empleado (081)",1008,147,79,111,671
"Obrero (082)",340,243,38,26,33
"Trabajador independiente (083)",1470,1426,44,,
"Empleador o patrono (084)",111,99,11,1,
"Trabajador familiar no remunerado (085)",158,151,5,2,
"Trabajador del hogar (086)",94,94,,,
"De 65 y más años (088)",709,645,22,8,34
"Empleado (089)",49,16,3,4,26
"Obrero (090)",50,34,6,2,8
"Trabajador independiente (091)",485,478,7,,
"Empleador o patrono (092)",35,29,5,1,
"Trabajador familiar no remunerado (093)",72,70,1,1,
"Trabajador del hogar (094)",18,18,,,
,,,,,
"RURAL (096)",5797,5391,211,31,164
"Empleado (097)",232,51,22,8,151
"Obrero (098)",733,646,58,16,13
"Trabajador independiente (099)",3364,3287,77,,
"Empleador o patrono (100)",83,68,12,3,
"Trabajador familiar no remunerado (101)",1281,1235,42,4,
"Trabajador del hogar (102)",104,104,,,
"De 06 a 14 años (104)",195,190,5,,
"Empleado (105)",1,1,,,
"Obrero (106)",30,29,1,,
"Trabajador independiente (107)",33,32,1,,
"Trabajador familiar no remunerado (109)",120,117,3,,
"Trabajador del hogar (110)",11,11,,,
"De 15 a 29 años (112)",1909,1765,88,9,47
"Empleado (113)",67,17,5,1,44
"Obrero (114)",334,292,33,6,3
"Trabajador independiente (115)",793,769,24,,
"Empleador o patrono (116)",29,24,3,2,
"Trabajador familiar no remunerado (117)",643,620,23,,
"Trabajador del hogar (118)",43,43,,,
"De 30 a 44 años (120)",1780,1601,73,14,92
"Empleado (121)",119,19,11,4,85
"Obrero (122)",205,179,13,6,7
"Trabajador independiente (123)",1140,1106,34,,
"Empleador o patrono (124)",30,25,5,,
"Trabajador familiar no remunerado (125)",266,252,10,4,
"Trabajador del hogar (126)",20,20,,,
"De 45 a 64 años (128)",1395,1325,38,8,24
"Empleado (129)",44,14,6,3,21
"Obrero (130)",144,127,10,4,3
"Trabajador independiente (131)",983,967,16,,
"Empleador o patrono (132)",16,13,2,1,
"Trabajador familiar no remunerado (133)",186,182,4,,
"Trabajador del hogar (134)",22,22,,,
"De 65 y más años (136)",518,510,7,,1
"Empleado (137)",1,,,,1
"Obrero (138)",20,19,1,,
"Trabajador independiente (139)",415,413,2,,
"Empleador o patrono (140)",8,6,2,,
"Trabajador familiar no remunerado (141)",66,64,2,,
"Trabajador del hogar (142)",8,8,,,
