"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",67,165,158,4,95.8,2.4,
"De 40 a 44 años (037)",47,133,132,1,99.2,0.8,
"De 45 a 49 años (038)",29,99,94,,94.9,,
"De 50 y más años (039)",42,219,204,,93.2,,
"No PEA (040)",37673,87787,79431,1893,90.5,2.2,
"De 12 a 14 años (041)",4975,41,40,10,97.6,24.4,
"De 15 a 19 años (042)",6987,1271,1236,350,97.2,27.5,
"De 20 a 24 años (043)",4613,4107,3994,528,97.2,12.9,
"De 25 a 29 años (044)",3480,5929,5765,430,97.2,7.3,
"De 30 a 34 años (045)",2959,7139,6928,317,97,4.4,
"De 35 a 39 años (046)",2829,8711,8340,191,95.7,2.2,
"De 40 a 44 años (047)",2297,8187,7751,55,94.7,0.7,
"De 45 a 49 años (048)",1867,7637,7030,12,92.1,0.2,
"De 50 y más años (049)",7666,44765,38347,,85.7,,
,,,,,,,
"URBANA (060)",56695,125463,115447,2277,92,1.8,
"De 12 a 14 años (061)",4873,40,39,8,97.5,20,
"De 15 a 19 años (062)",8592,1350,1311,354,97.1,26.2,
"De 20 a 24 años (063)",7143,4969,4856,579,97.7,11.7,
"De 25 a 29 años (064)",6052,8107,7908,554,97.5,6.8,
"De 30 a 34 años (065)",5558,11335,11045,447,97.4,3.9,
"De 35 a 39 años (066)",5494,14653,14108,252,96.3,1.7,
"De 40 a 44 años (067)",4762,14827,14196,74,95.7,0.5,
"De 45 a 49 años (068)",3744,13398,12538,9,93.6,0.1,
"De 50 y más años (069)",10477,56784,49446,,87.1,,
"PEA (070)",22069,47830,44858,668,93.8,1.4,
"De 12 a 14 años (071)",352,8,8,,100,,
"De 15 a 19 años (072)",2029,338,330,65,97.6,19.2,
"De 20 a 24 años (073)",2945,1529,1502,134,98.2,8.8,
"De 25 a 29 años (074)",2919,3094,3011,172,97.3,5.6,
"De 30 a 34 años (075)",2883,5162,5039,170,97.6,3.3,
"De 35 a 39 años (076)",2895,7033,6802,92,96.7,1.3,
"De 40 a 44 años (077)",2663,7736,7435,33,96.1,0.4,
"De 45 a 49 años (078)",2020,6672,6311,2,94.6,,
"De 50 y más años (079)",3363,16258,14420,,88.7,,
"Ocupada (080)",21440,47009,44064,640,93.7,1.4,
"De 12 a 14 años (081)",342,8,8,,100,,
"De 15 a 19 años (082)",1917,320,312,62,97.5,19.4,
"De 20 a 24 años (083)",2793,1477,1452,126,98.3,8.5,
"De 25 a 29 años (084)",2804,2992,2910,165,97.3,5.5,
"De 30 a 34 años (085)",2813,5053,4932,164,97.6,3.2,
"De 35 a 39 años (086)",2832,6887,6660,89,96.7,1.3,
"De 40 a 44 años (087)",2619,7611,7311,32,96.1,0.4,
"De 45 a 49 años (088)",1992,6581,6225,2,94.6,,
"De 50 y más años (089)",3328,16080,14254,,88.6,,
"Desocupada (090)",629,821,794,28,96.7,3.4,
"De 12 a 14 años (091)",10,,,,,,
"De 15 a 19 años (092)",112,18,18,3,100,16.7,
"De 20 a 24 años (093)",152,52,50,8,96.2,15.4,
"De 25 a 29 años (094)",115,102,101,7,99,6.9,
"De 30 a 34 años (095)",70,109,107,6,98.2,5.5,
"De 35 a 39 años (096)",63,146,142,3,97.3,2.1,
"De 40 a 44 años (097)",44,125,124,1,99.2,0.8,
"De 45 a 49 años (098)",28,91,86,,94.5,,
"De 50 y más años (099)",35,178,166,,93.3,,
"No PEA (100)",34626,77633,70589,1609,90.9,2.1,
"De 12 a 14 años (101)",4521,32,31,8,96.9,25,
"De 15 a 19 años (102)",6563,1012,981,289,96.9,28.6,
"De 20 a 24 años (103)",4198,3440,3354,445,97.5,12.9,
"De 25 a 29 años (104)",3133,5013,4897,382,97.7,7.6,
"De 30 a 34 años (105)",2675,6173,6006,277,97.3,4.5,
"De 35 a 39 años (106)",2599,7620,7306,160,95.9,2.1,
"De 40 a 44 años (107)",2099,7091,6761,41,95.3,0.6,
"De 45 a 49 años (108)",1724,6726,6227,7,92.6,0.1,
"De 50 y más años (109)",7114,40526,35026,,86.4,,
,,,,,,,
"RURAL (120)",4316,14834,13013,377,87.7,2.5,
"De 12 a 14 años (121)",502,10,10,2,100,20,
"De 15 a 19 años (122)",578,358,351,82,98,22.9,
"De 20 a 24 años (123)",610,951,915,113,96.2,11.9,
"De 25 a 29 años (124)",486,1207,1154,66,95.6,5.5,
"De 30 a 34 años (125)",429,1399,1339,54,95.7,3.9,
"De 35 a 39 años (126)",349,1661,1558,39,93.8,2.3,
"De 40 a 44 años (127)",326,1779,1613,15,90.7,0.8,
"De 45 a 49 años (128)",245,1505,1330,6,88.4,0.4,
"De 50 y más años (129)",791,5964,4743,,79.5,,
"PEA (130)",1269,4680,4171,94,89.1,2,
"De 12 a 14 años (131)",48,1,1,,100,,
"De 15 a 19 años (132)",154,99,96,21,97,21.2,
"De 20 a 24 años (133)",195,284,275,30,96.8,10.6,
"De 25 a 29 años (134)",139,291,286,18,98.3,6.2,
"De 30 a 34 años (135)",145,433,417,14,96.3,3.2,
"De 35 a 39 años (136)",119,570,524,8,91.9,1.4,
"De 40 a 44 años (137)",128,683,623,2,91.2,0.3,
"De 45 a 49 años (138)",102,594,527,1,88.7,0.2,
"De 50 y más años (139)",239,1725,1422,,82.4,,
"Ocupada (140)",1239,4592,4089,93,89,2,
"De 12 a 14 años (141)",44,1,1,,100,,
"De 15 a 19 años (142)",150,98,95,21,96.9,21.4,
"De 20 a 24 años (143)",193,283,274,30,96.8,10.6,
"De 25 a 29 años (144)",137,286,281,18,98.3,6.3,
"De 30 a 34 años (145)",142,428,412,14,96.3,3.3,
"De 35 a 39 años (146)",115,551,508,7,92.2,1.3,
"De 40 a 44 años (147)",125,675,615,2,91.1,0.3,
"De 45 a 49 años (148)",101,586,519,1,88.6,0.2,
"De 50 y más años (149)",232,1684,1384,,82.2,,
"Desocupada (150)",30,88,82,1,93.2,1.1,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",4,1,1,,100,,
"De 20 a 24 años (153)",2,1,1,,100,,
"De 25 a 29 años (154)",2,5,5,,100,,
"De 30 a 34 años (155)",3,5,5,,100,,
"De 35 a 39 años (156)",4,19,16,1,84.2,5.3,
"De 40 a 44 años (157)",3,8,8,,100,,
"De 45 a 49 años (158)",1,8,8,,100,,
"De 50 y más años (159)",7,41,38,,92.7,,
"No PEA (160)",3047,10154,8842,283,87.1,2.8,
"De 12 a 14 años (161)",454,9,9,2,100,22.2,
"De 15 a 19 años (162)",424,259,255,61,98.5,23.6,
"De 20 a 24 años (163)",415,667,640,83,96,12.4,
"De 25 a 29 años (164)",347,916,868,48,94.8,5.2,
"De 30 a 34 años (165)",284,966,922,40,95.4,4.1,
"De 35 a 39 años (166)",230,1091,1034,31,94.8,2.8,
"De 40 a 44 años (167)",198,1096,990,13,90.3,1.2,
"De 45 a 49 años (168)",143,911,803,5,88.1,0.5,
"De 50 y más años (169)",552,4239,3321,,78.3,,
