"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Suministro de electricidad, gas y agua (159)",6,,,,,,,,5,1,,
"Construcción (160)",235,,,,1,,,4,81,149,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",42,,,,1,28,,2,2,9,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,,1,,2,,,,
"Comercio al por mayor (163)",8,,,,,8,,,,,,
"Comercio al por menor (164)",31,,,,1,19,,,2,9,,
"Trans., almac. y comunicaciones (166)",25,,,,1,,,1,16,7,,
"Activid.inmobil., empres. y alquileres (168)",5,,,2,,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",45,8,,1,7,,,,,28,1,
"Enseñanza (170)",113,,107,1,1,,,,1,3,,
"Servicios sociales y de salud (171)",8,,3,4,,,,,1,,,
"Otras activ. serv.comun.soc y personales (172)",7,,1,4,,,,,,2,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",98,,,,3,,,,,1,,94
"Mujeres (176)",717,1,42,3,6,61,148,5,1,348,,102
"Agric., ganadería, caza y silvicultura (177)",450,,,,,,148,,,302,,
"Explotación de minas y canteras (179)",1,,,,,,,1,,,,
"Industrias manufactureras (180)",4,,,,,,,4,,,,
"Construcción (182)",9,,,,,,,,1,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",58,,,,,49,,,,9,,
"Comercio al por menor (186)",58,,,,,49,,,,9,,
"Hoteles y restaurantes (187)",20,,,,,12,,,,8,,
"Trans., almac. y comunicaciones (188)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,,,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,,,4,,,,,6,,
"Enseñanza (192)",39,,39,,,,,,,,,
"Servicios sociales y de salud (193)",7,,3,3,,,,,,1,,
"Hogares privados con servicio doméstico (195)",13,,,,,,,,,13,,
"Actividad economica no especificada (197)",102,,,,,,,,,,,102
