"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",275,231,15,9,20
"Superior no univ. incompleta (065)",50,42,1,3,4
"Superior no univ. completa (066)",92,49,15,11,17
"Superior univ. incompleta (067)",23,16,1,4,2
"Superior univ. completa (068)",145,82,24,21,18
"De 06 a 14 años (070)",28,27,1,,
"Sin nivel (071)",2,2,,,
"Primaria (073)",16,15,1,,
"Secundaria (074)",10,10,,,
"De 15 a 29 años (080)",302,241,32,10,19
"Sin nivel (081)",12,10,2,,
"Primaria (083)",84,80,4,,
"Secundaria (084)",132,109,9,5,9
"Superior no univ. incompleta (085)",10,9,1,,
"Superior no univ. completa (086)",29,19,7,,3
"Superior univ. incompleta (087)",7,3,1,3,
"Superior univ. completa (088)",28,11,8,2,7
"De 30 a 44 años (090)",450,357,29,25,39
"Sin nivel (091)",44,41,1,,2
"Primaria (093)",158,147,5,2,4
"Secundaria (094)",85,73,5,1,6
"Superior no univ. incompleta (095)",28,22,,3,3
"Superior no univ. completa (096)",56,26,8,9,13
"Superior univ. incompleta (097)",7,6,,1,
"Superior univ. completa (098)",72,42,10,9,11
"De 45 a 64 años (100)",305,264,14,18,9
"Sin nivel (101)",46,40,5,1,
"Primaria (103)",156,152,2,2,
"Secundaria (104)",44,35,1,3,5
"Superior no univ. incompleta (105)",9,8,,,1
"Superior no univ. completa (106)",7,4,,2,1
"Superior univ. incompleta (107)",5,3,,,2
"Superior univ. completa (108)",38,22,6,10,
"De 65 y más años (110)",79,72,3,4,
"Sin nivel (111)",14,13,,1,
"Primaria (113)",47,41,3,3,
"Secundaria (114)",4,4,,,
"Superior no univ. incompleta (115)",3,3,,,
"Superior univ. incompleta (117)",4,4,,,
"Superior univ. completa (118)",7,7,,,
,,,,,
"RURAL (120)",6709,6523,121,40,25
"Sin nivel (121)",956,944,10,1,1
"Educación inicial (122)",15,15,,,
"Primaria (123)",4181,4100,60,15,6
"Secundaria (124)",1262,1213,26,11,12
"Superior no univ. incompleta (125)",101,95,4,1,1
"Superior no univ. completa (126)",69,52,8,7,2
"Superior univ. incompleta (127)",31,26,2,1,2
"Superior univ. completa (128)",94,78,11,4,1
"De 06 a 14 años (130)",147,143,4,,
"Sin nivel (131)",12,12,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",115,111,4,,
"Secundaria (134)",17,17,,,
"De 15 a 29 años (140)",2292,2225,37,16,14
"Sin nivel (141)",89,89,,,
"Educación inicial (142)",11,11,,,
"Primaria (143)",1407,1382,14,7,4
"Secundaria (144)",697,668,15,7,7
"Superior no univ. incompleta (145)",52,48,3,,1
"Superior no univ. completa (146)",24,19,3,1,1
"Superior univ. incompleta (147)",5,4,1,,
"Superior univ. completa (148)",7,4,1,1,1
"De 30 a 44 años (150)",2119,2050,47,16,6
"Sin nivel (151)",321,316,4,1,
"Educación inicial (152)",1,1,,,
"Primaria (153)",1309,1273,28,6,2
"Secundaria (154)",356,348,4,1,3
"Superior no univ. incompleta (155)",40,38,1,1,
"Superior no univ. completa (156)",32,25,3,4,
"Superior univ. incompleta (157)",13,10,1,1,1
"Superior univ. completa (158)",47,39,6,2,
"De 45 a 64 años (160)",1481,1440,28,8,5
"Sin nivel (161)",298,293,4,,1
"Primaria (163)",965,951,12,2,
"Secundaria (164)",155,143,7,3,2
"Superior no univ. incompleta (165)",8,8,,,
"Superior no univ. completa (166)",12,7,2,2,1
"Superior univ. incompleta (167)",11,10,,,1
"Superior univ. completa (168)",32,28,3,1,
"De 65 y más años (170)",670,665,5,,
"Sin nivel (171)",236,234,2,,
"Primaria (173)",385,383,2,,
"Secundaria (174)",37,37,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",8,7,1,,
