"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (073)",7,7,,,
"Secundaria (074)",4,4,,,
"De 15 a 29 años (080)",159,79,25,8,47
"Sin nivel (081)",2,1,,,1
"Primaria (083)",13,8,1,,4
"Secundaria (084)",75,47,10,1,17
"Superior no univ. incompleta (085)",22,11,4,1,6
"Superior no univ. completa (086)",26,5,8,2,11
"Superior univ. incompleta (087)",8,3,,1,4
"Superior univ. completa (088)",13,4,2,3,4
"De 30 a 44 años (090)",207,98,32,15,62
"Sin nivel (091)",5,4,,,1
"Primaria (093)",23,17,1,2,3
"Secundaria (094)",69,47,5,2,15
"Superior no univ. incompleta (095)",22,11,3,,8
"Superior no univ. completa (096)",54,13,19,8,14
"Superior univ. incompleta (097)",8,2,3,1,2
"Superior univ. completa (098)",26,4,1,2,19
"De 45 a 64 años (100)",84,42,10,2,30
"Sin nivel (101)",3,1,,,2
"Primaria (103)",17,13,1,,3
"Secundaria (104)",31,16,4,1,10
"Superior no univ. incompleta (105)",6,2,1,,3
"Superior no univ. completa (106)",11,5,1,1,4
"Superior univ. incompleta (107)",6,3,,,3
"Superior univ. completa (108)",10,2,3,,5
"De 65 y más años (110)",7,5,,,2
"Primaria (113)",3,3,,,
"Secundaria (114)",3,1,,,2
"Superior univ. incompleta (117)",1,1,,,
,,,,,
"RURAL (120)",583,471,72,20,20
"Sin nivel (121)",91,84,4,3,
"Primaria (123)",177,165,5,2,5
"Secundaria (124)",215,185,15,9,6
"Superior no univ. incompleta (125)",31,12,11,4,4
"Superior no univ. completa (126)",53,18,29,2,4
"Superior univ. incompleta (127)",7,6,1,,
"Superior univ. completa (128)",9,1,7,,1
"De 06 a 14 años (130)",5,4,1,,
"Sin nivel (131)",3,2,1,,
"Primaria (133)",1,1,,,
"Secundaria (134)",1,1,,,
"De 15 a 29 años (140)",225,187,23,8,7
"Sin nivel (141)",17,15,1,1,
"Primaria (143)",53,48,1,1,3
"Secundaria (144)",128,111,8,6,3
"Superior no univ. incompleta (145)",8,7,1,,
"Superior no univ. completa (146)",15,4,10,,1
"Superior univ. incompleta (147)",2,2,,,
"Superior univ. completa (148)",2,,2,,
"De 30 a 44 años (150)",231,169,39,11,12
"Sin nivel (151)",27,25,,2,
"Primaria (153)",76,70,3,1,2
"Secundaria (154)",68,58,5,3,2
"Superior no univ. incompleta (155)",19,2,9,4,4
"Superior no univ. completa (156)",31,11,16,1,3
"Superior univ. incompleta (157)",4,3,1,,
"Superior univ. completa (158)",6,,5,,1
"De 45 a 64 años (160)",103,94,8,1,
"Sin nivel (161)",32,31,1,,
"Primaria (163)",41,40,1,,
"Secundaria (164)",17,15,2,,
"Superior no univ. incompleta (165)",4,3,1,,
"Superior no univ. completa (166)",7,3,3,1,
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",1,1,,,
"De 65 y más años (170)",19,17,1,,1
"Sin nivel (171)",12,11,1,,
"Primaria (173)",6,6,,,
"Secundaria (174)",1,,,,1
