"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",132,2,36,59,30,5
"Comercio al por mayor (054)",9,,1,5,2,1
"Comercio al por menor (055)",123,2,35,54,28,4
"Hoteles y restaurantes (056)",60,,10,27,18,5
"Trans., almac. y comunicaciones (057)",1,,,1,,
"Activid.inmobil., empres. y alquileres (059)",9,,4,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",25,,11,10,4,
"Enseñanza (061)",136,,22,86,28,
"Servicios sociales y de salud (062)",28,,10,15,3,
"Otras activ. serv.comun.soc y personales (063)",33,,15,11,6,1
"Hogares privados con servicio doméstico (064)",64,3,15,19,21,6
"Actividad economica no especificada (066)",150,,40,44,49,17
,,,,,,
"URBANA (067)",986,10,240,428,244,64
"Agric., ganadería, caza y silvicultura (068)",196,3,63,45,54,31
"Industrias manufactureras (071)",43,1,10,19,10,3
"Construcción (073)",63,,25,25,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",150,4,37,59,41,9
"Venta, mant.y rep. veh.autom.y motoc. (075)",3,,3,,,
"Comercio al por mayor (076)",12,,,10,2,
"Comercio al por menor (077)",135,4,34,49,39,9
"Hoteles y restaurantes (078)",46,,6,21,14,5
"Trans., almac. y comunicaciones (079)",39,,11,17,10,1
"Intermediación financiera (080)",1,,1,,,
"Activid.inmobil., empres. y alquileres (081)",22,,8,10,3,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",67,,23,25,17,2
"Enseñanza (083)",219,,14,146,58,1
"Servicios sociales y de salud (084)",38,,13,22,3,
"Otras activ. serv.comun.soc y personales (085)",31,1,10,15,4,1
"Hogares privados con servicio doméstico (086)",27,,9,8,8,2
"Actividad economica no especificada (088)",44,1,10,16,9,8
"Hombres (089)",646,6,159,274,160,47
"Agric., ganadería, caza y silvicultura (090)",177,2,59,40,49,27
"Industrias manufactureras (093)",35,,10,16,6,3
"Construcción (095)",60,,23,24,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",64,2,14,23,18,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",3,,3,,,
"Comercio al por mayor (098)",6,,,5,1,
"Comercio al por menor (099)",55,2,11,18,17,7
"Hoteles y restaurantes (100)",5,,2,2,1,
"Trans., almac. y comunicaciones (101)",38,,11,16,10,1
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",14,,4,6,3,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",50,,17,17,14,2
"Enseñanza (105)",152,,8,103,40,1
"Servicios sociales y de salud (106)",15,,4,10,1,
"Otras activ. serv.comun.soc y personales (107)",15,1,2,9,2,1
"Hogares privados con servicio doméstico (108)",2,,,,1,1
"Actividad economica no especificada (110)",18,1,4,8,2,3
"Mujeres (112)",340,4,81,154,84,17
"Agric., ganadería, caza y silvicultura (113)",19,1,4,5,5,4
"Industrias manufactureras (116)",8,1,,3,4,
"Construcción (118)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",86,2,23,36,23,2
"Comercio al por mayor (121)",6,,,5,1,
"Comercio al por menor (122)",80,2,23,31,22,2
"Hoteles y restaurantes (123)",41,,4,19,13,5
"Trans., almac. y comunicaciones (124)",1,,,1,,
"Activid.inmobil., empres. y alquileres (126)",8,,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",17,,6,8,3,
"Enseñanza (128)",67,,6,43,18,
"Servicios sociales y de salud (129)",23,,9,12,2,
"Otras activ. serv.comun.soc y personales (130)",16,,8,6,2,
"Hogares privados con servicio doméstico (131)",25,,9,8,7,1
"Actividad economica no especificada (133)",26,,6,8,7,5
,,,,,,
"RURAL (134)",3494,32,1052,1184,917,309
"Agric., ganadería, caza y silvicultura (135)",2459,25,764,742,676,252
"Pesca (136)",2,,1,1,,
"Industrias manufactureras (138)",46,1,9,17,16,3
"Construcción (140)",203,,76,81,35,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",96,,33,36,20,7
"Comercio al por mayor (143)",3,,1,,1,1
"Comercio al por menor (144)",93,,32,36,19,6
"Hoteles y restaurantes (145)",20,,6,9,5,
"Trans., almac. y comunicaciones (146)",13,,7,5,1,
"Activid.inmobil., empres. y alquileres (148)",11,,1,5,4,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",55,,21,18,14,2
"Enseñanza (150)",259,,49,155,53,2
"Servicios sociales y de salud (151)",18,,6,8,4,
"Otras activ. serv.comun.soc y personales (152)",62,,21,26,12,3
"Hogares privados con servicio doméstico (153)",41,5,6,11,14,5
"Actividad economica no especificada (155)",209,1,52,70,63,23
"Hombres (156)",2913,22,889,967,772,263
"Agric., ganadería, caza y silvicultura (157)",2223,19,695,663,619,227
"Pesca (158)",2,,1,1,,
"Industrias manufactureras (160)",36,,6,13,14,3
"Construcción (162)",196,,73,78,34,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",50,,20,13,13,4
"Comercio al por menor (166)",50,,20,13,13,4
"Hoteles y restaurantes (167)",1,,,1,,
"Trans., almac. y comunicaciones (168)",13,,7,5,1,
"Activid.inmobil., empres. y alquileres (170)",10,,1,5,3,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",47,,16,16,13,2
"Enseñanza (172)",190,,33,112,43,2
"Servicios sociales y de salud (173)",13,,5,5,3,
"Otras activ. serv.comun.soc y personales (174)",45,,14,21,8,2
"Hogares privados con servicio doméstico (175)",2,2,,,,
"Actividad economica no especificada (177)",85,1,18,34,21,11
"Mujeres (179)",581,10,163,217,145,46
"Agric., ganadería, caza y silvicultura (180)",236,6,69,79,57,25
"Industrias manufactureras (183)",10,1,3,4,2,
"Construcción (185)",7,,3,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",46,,13,23,7,3
"Comercio al por mayor (188)",3,,1,,1,1
"Comercio al por menor (189)",43,,12,23,6,2
"Hoteles y restaurantes (190)",19,,6,8,5,
"Activid.inmobil., empres. y alquileres (193)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,5,2,1,
"Enseñanza (195)",69,,16,43,10,
"Servicios sociales y de salud (196)",5,,1,3,1,
"Otras activ. serv.comun.soc y personales (197)",17,,7,5,4,1
"Hogares privados con servicio doméstico (198)",39,3,6,11,14,5
"Actividad economica no especificada (200)",124,,34,36,42,12
