"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",1120,1046,57,15,2
"Pesca (046)",2,2,,,
"Explotación de minas y canteras (047)",4,4,,,
"Industrias manufactureras (048)",16,14,,2,
"Construcción (050)",2,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",196,194,2,,
"Venta, mant.y rep. veh.autom y motoc. (052)",5,5,,,
"Comercio al por mayor (053)",4,4,,,
"Comercio al por menor (054)",187,185,2,,
"Hoteles y restaurantes (055)",171,166,5,,
"Trans., almac. y comunicaciones (056)",10,10,,,
"Intermediación financiera (057)",1,,,,1
"Activid.inmobil., empres. y alquileres (058)",6,3,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (059)",24,,,,24
"Enseñanza (060)",164,66,35,22,41
"Servicios sociales y de salud (061)",47,5,1,1,40
"Otras activ. serv.comun.soc y personales (062)",30,27,3,,
"Hogares privados con servicio doméstico (063)",81,81,,,
"Actividad economica no especificada (065)",128,123,3,1,1
,,,,,
"URBANA (066)",2135,1594,174,122,245
"Agric., ganadería, caza y silvicultura (067)",800,716,59,21,4
"Pesca (068)",6,6,,,
"Explotación de minas y canteras (069)",10,5,5,,
"Industrias manufactureras (070)",132,109,18,5,
"Construcción (072)",111,71,18,19,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",301,284,12,5,
"Venta, mant.y rep. veh.autom y motoc. (074)",31,27,1,3,
"Comercio al por mayor (075)",13,11,2,,
"Comercio al por menor (076)",257,246,9,2,
"Hoteles y restaurantes (077)",132,126,6,,
"Trans., almac. y comunicaciones (078)",120,102,9,8,1
"Intermediación financiera (079)",1,,,1,
"Activid.inmobil., empres. y alquileres (080)",20,7,2,7,4
"Admin.pub. y defensa; p. segur soc.afil (081)",149,,,,149
"Enseñanza (082)",145,23,33,46,43
"Servicios sociales y de salud (083)",52,7,3,1,41
"Otras activ. serv.comun.soc y personales (084)",41,34,5,2,
"Hogares privados con servicio doméstico (085)",50,50,,,
"Actividad economica no especificada (087)",65,54,4,7,
"Hombres (088)",1526,1113,142,92,179
"Agric., ganadería, caza y silvicultura (089)",693,619,53,17,4
"Pesca (090)",5,5,,,
"Explotación de minas y canteras (091)",10,5,5,,
"Industrias manufactureras (092)",118,97,18,3,
"Construcción (094)",109,71,18,18,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",163,148,10,5,
"Venta, mant.y rep. veh.autom y motoc. (096)",26,22,1,3,
"Comercio al por mayor (097)",9,7,2,,
"Comercio al por menor (098)",128,119,7,2,
"Hoteles y restaurantes (099)",19,15,4,,
"Trans., almac. y comunicaciones (100)",111,93,9,8,1
"Intermediación financiera (101)",1,,,1,
"Activid.inmobil., empres. y alquileres (102)",14,4,1,6,3
"Admin.pub. y defensa; p. segur soc.afil (103)",128,,,,128
"Enseñanza (104)",78,11,17,26,24
"Servicios sociales y de salud (105)",25,5,3,,17
"Otras activ. serv.comun.soc y personales (106)",15,11,2,2,
"Hogares privados con servicio doméstico (107)",17,17,,,
"Actividad economica no especificada (109)",20,12,2,6,
"Mujeres (110)",609,481,32,30,66
"Agric., ganadería, caza y silvicultura (111)",107,97,6,4,
"Pesca (112)",1,1,,,
"Industrias manufactureras (114)",14,12,,2,
"Construcción (116)",2,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",138,136,2,,
"Venta, mant.y rep. veh.autom y motoc. (118)",5,5,,,
"Comercio al por mayor (119)",4,4,,,
"Comercio al por menor (120)",129,127,2,,
"Hoteles y restaurantes (121)",113,111,2,,
"Trans., almac. y comunicaciones (122)",9,9,,,
"Activid.inmobil., empres. y alquileres (124)",6,3,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (125)",21,,,,21
"Enseñanza (126)",67,12,16,20,19
"Servicios sociales y de salud (127)",27,2,,1,24
"Otras activ. serv.comun.soc y personales (128)",26,23,3,,
"Hogares privados con servicio doméstico (129)",33,33,,,
"Actividad economica no especificada (131)",45,42,2,1,
,,,,,
"RURAL (132)",8453,7903,379,58,113
"Agric., ganadería, caza y silvicultura (133)",7449,7140,282,23,4
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",69,51,16,,2
"Industrias manufactureras (136)",62,52,10,,
"Suministro de electricidad, gas y agua (137)",2,,,2,
"Construcción (138)",55,31,7,15,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",147,143,4,,
"Venta, mant.y rep. veh.autom y motoc. (140)",10,9,1,,
"Comercio al por mayor (141)",6,5,1,,
"Comercio al por menor (142)",131,129,2,,
"Hoteles y restaurantes (143)",68,59,5,4,
"Trans., almac. y comunicaciones (144)",45,44,1,,
"Intermediación financiera (145)",1,,,,1
"Activid.inmobil., empres. y alquileres (146)",9,5,2,2,
"Admin.pub. y defensa; p. segur soc.afil (147)",28,,,,28
"Enseñanza (148)",210,108,48,7,47
"Servicios sociales y de salud (149)",35,6,1,,28
"Otras activ. serv.comun.soc y personales (150)",13,10,1,2,
"Hogares privados con servicio doméstico (151)",150,150,,,
"Actividad economica no especificada (153)",107,101,2,3,1
"Hombres (154)",7060,6643,304,45,68
"Agric., ganadería, caza y silvicultura (155)",6436,6191,231,12,2
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",65,47,16,,2
"Industrias manufactureras (158)",60,50,10,,
"Suministro de electricidad, gas y agua (159)",2,,,2,
"Construcción (160)",55,31,7,15,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",89,85,4,,
"Venta, mant.y rep. veh.autom y motoc. (162)",10,9,1,,
"Comercio al por mayor (163)",6,5,1,,
"Comercio al por menor (164)",73,71,2,,
"Hoteles y restaurantes (165)",10,4,2,4,
"Trans., almac. y comunicaciones (166)",44,43,1,,
"Activid.inmobil., empres. y alquileres (168)",9,5,2,2,
"Admin.pub. y defensa; p. segur soc.afil (169)",25,,,,25
"Enseñanza (170)",113,54,29,5,25
"Servicios sociales y de salud (171)",15,3,,,12
"Otras activ. serv.comun.soc y personales (172)",9,6,1,2,
"Hogares privados con servicio doméstico (173)",102,102,,,
"Actividad economica no especificada (175)",24,20,1,3,
"Mujeres (176)",1393,1260,75,13,45
"Agric., ganadería, caza y silvicultura (177)",1013,949,51,11,2
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",4,4,,,
"Industrias manufactureras (180)",2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",58,58,,,
"Comercio al por menor (186)",58,58,,,
"Hoteles y restaurantes (187)",58,55,3,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Intermediación financiera (189)",1,,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",97,54,19,2,22
"Servicios sociales y de salud (193)",20,3,1,,16
"Otras activ. serv.comun.soc y personales (194)",4,4,,,
"Hogares privados con servicio doméstico (195)",48,48,,,
"Actividad economica no especificada (197)",83,81,1,,1
