"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",1121,67,12,234,463,83,105,52,105
"Hombres (048)",22516,2003,702,7165,8042,1407,1333,769,1095
"Jefe o Jefa (049)",9939,461,3,2795,3768,808,924,368,812
"Esposa(o)/ compa¤era(o) (050)",599,34,,156,244,51,57,5,52
"Hijo(a)/ hijastro(a) (051)",9110,1212,615,3363,2885,395,209,312,119
"Yerno/ nuera (052)",167,1,,18,82,20,21,15,10
"Nieto(a) (053)",437,117,38,175,81,7,6,6,7
"Padres/ suegros (054)",198,43,,108,38,2,3,1,3
"Otro(a) pariente (055)",1422,105,39,439,642,72,63,31,31
"Trabajador(a) del hogar (056)",7,1,,,5,1,,,
"Pensionista (057)",24,1,,1,13,5,,,4
"Otro(a) no pariente (058)",613,28,7,110,284,46,50,31,57
"Mujeres (060)",22775,3952,665,7868,6569,1250,1151,520,800
"Jefe o Jefa (061)",4367,1011,4,1356,1101,261,316,85,233
"Esposa(o)/ compa¤era(o) (062)",7182,1229,5,2415,2105,445,485,152,346
"Hijo(a)/ hijastro(a) (063)",8414,1119,565,3287,2502,394,206,219,122
"Yerno/ nuera (064)",191,9,,34,88,26,19,5,10
"Nieto(a) (065)",424,106,43,176,83,8,,8,
"Padres/ suegros (066)",354,266,,76,10,1,,,1
"Otro(a) pariente (067)",1289,168,43,388,478,77,67,29,39
"Trabajador(a) del hogar (068)",31,5,,11,14,,,1,
"Pensionista (069)",15,,,1,9,1,3,,1
"Otro(a) no pariente (070)",508,39,5,124,179,37,55,21,48
,,,,,,,,,
"RURAL (072)",22339,3894,616,8035,6066,929,971,884,944
"Jefe o Jefa (073)",7436,1147,8,2653,2095,359,443,284,447
"Esposa(o)/ compa¤era(o) (074)",4329,927,12,1711,1087,124,175,98,195
"Hijo(a)/ hijastro(a) (075)",7901,1222,517,2779,2098,346,268,427,244
"Yerno/ nuera (076)",209,6,,40,98,14,16,18,17
"Nieto(a) (077)",646,175,48,268,112,14,8,17,4
"Padres/ suegros (078)",256,163,,82,6,1,1,2,1
"Otro(a) pariente (079)",1155,195,29,368,405,58,48,28,24
"Trabajador(a) del hogar (080)",32,1,,13,12,2,2,2,
"Pensionista (081)",1,1,,,,,,,
"Otro(a) no pariente (082)",374,57,2,121,153,11,10,8,12
"Hombres (084)",11809,1460,317,4149,3609,568,587,573,546
"Jefe o Jefa (085)",5912,540,5,2153,1879,319,386,258,372
"Esposa(o)/ compa¤era(o) (086)",159,27,,44,53,10,11,3,11
"Hijo(a)/ hijastro(a) (087)",4269,648,275,1431,1195,186,139,265,130
"Yerno/ nuera (088)",77,1,,14,33,3,7,12,7
"Nieto(a) (089)",351,94,24,151,57,4,3,14,4
"Padres/ suegros (090)",92,29,,54,5,,1,2,1
"Otro(a) pariente (091)",662,89,13,211,255,36,31,14,13
"Trabajador(a) del hogar (092)",13,,,8,4,1,,,
"Otro(a) no pariente (094)",274,32,,83,128,9,9,5,8
"Mujeres (096)",10530,2434,299,3886,2457,361,384,311,398
"Jefe o Jefa (097)",1524,607,3,500,216,40,57,26,75
"Esposa(o)/ compa¤era(o) (098)",4170,900,12,1667,1034,114,164,95,184
"Hijo(a)/ hijastro(a) (099)",3632,574,242,1348,903,160,129,162,114
"Yerno/ nuera (100)",132,5,,26,65,11,9,6,10
"Nieto(a) (101)",295,81,24,117,55,10,5,3,
"Padres/ suegros (102)",164,134,,28,1,1,,,
"Otro(a) pariente (103)",493,106,16,157,150,22,17,14,11
"Trabajador(a) del hogar (104)",19,1,,5,8,1,2,2,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",100,25,2,38,25,2,1,3,4
