"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",90,5,27,30,23,5
"Secundaria (034)",139,,106,22,11,
"Superior no univ. incompleta (035)",4,,3,1,,
"Superior no univ. completa (036)",11,,7,4,,
"Superior univ. incompleta (037)",4,,4,,,
"Superior univ. completa (038)",16,,10,5,1,
"No PEA (040)",17314,8170,4247,1991,1868,1038
"Sin nivel (041)",2256,244,105,406,825,676
"Educación inicial (042)",490,473,8,9,,
"Primaria (043)",9888,6508,1068,1094,893,325
"Secundaria (044)",4211,945,2720,397,125,24
"Superior no univ. incompleta (045)",160,,129,24,5,2
"Superior no univ. completa (046)",81,,37,28,12,4
"Superior univ. incompleta (047)",165,,152,11,1,1
"Superior univ. completa (048)",63,,28,22,7,6
,,,,,,
"URBANA (060)",6721,1983,1923,1377,1017,421
"Sin nivel (061)",550,48,27,93,216,166
"Educación inicial (062)",116,113,1,2,,
"Primaria (063)",3061,1497,318,545,489,212
"Secundaria (064)",2244,325,1250,439,201,29
"Superior no univ. incompleta (065)",108,,60,37,8,3
"Superior no univ. completa (066)",200,,54,97,42,7
"Superior univ. incompleta (067)",146,,112,26,7,1
"Superior univ. completa (068)",296,,101,138,54,3
"PEA (070)",2507,50,780,871,600,206
"Sin nivel (071)",179,1,13,31,71,63
"Educación inicial (072)",1,1,,,,
"Primaria (073)",892,35,136,310,288,123
"Secundaria (074)",918,13,471,278,142,14
"Superior no univ. incompleta (075)",44,,15,23,5,1
"Superior no univ. completa (076)",157,,36,81,36,4
"Superior univ. incompleta (077)",53,,23,23,7,
"Superior univ. completa (078)",263,,86,125,51,1
"Ocupada (080)",2373,48,702,838,583,202
"Sin nivel (081)",175,1,11,31,70,62
"Educación inicial (082)",1,1,,,,
"Primaria (083)",850,33,124,297,276,120
"Secundaria (084)",855,13,425,265,138,14
"Superior no univ. incompleta (085)",41,,13,22,5,1
"Superior no univ. completa (086)",150,,31,79,36,4
"Superior univ. incompleta (087)",50,,20,23,7,
"Superior univ. completa (088)",251,,78,121,51,1
"Desocupada (090)",134,2,78,33,17,4
"Sin nivel (091)",4,,2,,1,1
"Primaria (093)",42,2,12,13,12,3
"Secundaria (094)",63,,46,13,4,
"Superior no univ. incompleta (095)",3,,2,1,,
"Superior no univ. completa (096)",7,,5,2,,
"Superior univ. incompleta (097)",3,,3,,,
"Superior univ. completa (098)",12,,8,4,,
"No PEA (100)",4214,1933,1143,506,417,215
"Sin nivel (101)",371,47,14,62,145,103
"Educación inicial (102)",115,112,1,2,,
"Primaria (103)",2169,1462,182,235,201,89
"Secundaria (104)",1326,312,779,161,59,15
"Superior no univ. incompleta (105)",64,,45,14,3,2
"Superior no univ. completa (106)",43,,18,16,6,3
"Superior univ. incompleta (107)",93,,89,3,,1
"Superior univ. completa (108)",33,,15,13,3,2
,,,,,,
"RURAL (120)",20479,6780,5141,3572,3367,1619
"Sin nivel (121)",3018,214,158,570,1182,894
"Educación inicial (122)",399,369,15,15,,
"Primaria (123)",11494,5466,1554,1972,1823,679
"Secundaria (124)",4975,731,3113,801,289,41
"Superior no univ. incompleta (125)",166,,120,34,12,
"Superior no univ. completa (126)",154,,49,73,31,1
"Superior univ. incompleta (127)",109,,79,22,8,
"Superior univ. completa (128)",164,,53,85,22,4
"PEA (130)",7379,543,2037,2087,1916,796
"Sin nivel (131)",1133,17,67,226,502,321
"Educación inicial (132)",24,8,8,8,,
"Primaria (133)",3775,420,668,1113,1131,443
"Secundaria (134)",2090,98,1172,565,223,32
"Superior no univ. incompleta (135)",70,,36,24,10,
"Superior no univ. completa (136)",116,,30,61,25,
"Superior univ. incompleta (137)",37,,16,14,7,
"Superior univ. completa (138)",134,,40,76,18,
"Ocupada (140)",7237,538,1956,2057,1896,790
"Sin nivel (141)",1125,15,67,225,501,317
"Educación inicial (142)",24,8,8,8,,
"Primaria (143)",3727,417,653,1096,1120,441
"Secundaria (144)",2014,98,1112,556,216,32
"Superior no univ. incompleta (145)",69,,35,24,10,
"Superior no univ. completa (146)",112,,28,59,25,
"Superior univ. incompleta (147)",36,,15,14,7,
"Superior univ. completa (148)",130,,38,75,17,
"Desocupada (150)",142,5,81,30,20,6
"Sin nivel (151)",8,2,,1,1,4
"Primaria (153)",48,3,15,17,11,2
"Secundaria (154)",76,,60,9,7,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",4,,2,2,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",4,,2,1,1,
"No PEA (160)",13100,6237,3104,1485,1451,823
"Sin nivel (161)",1885,197,91,344,680,573
"Educación inicial (162)",375,361,7,7,,
"Primaria (163)",7719,5046,886,859,692,236
"Secundaria (164)",2885,633,1941,236,66,9
"Superior no univ. incompleta (165)",96,,84,10,2,
"Superior no univ. completa (166)",38,,19,12,6,1
"Superior univ. incompleta (167)",72,,63,8,1,
"Superior univ. completa (168)",30,,13,9,4,4
