"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",161,7,,35,98,4,2,8,7
"Pensionista (045)",36,1,,3,16,3,1,8,4
"Otro(a) no pariente (046)",1194,65,12,169,450,72,99,137,190
"Hombres (048)",50855,3357,1270,12978,20398,2358,2117,3361,5016
"Jefe o Jefa (049)",19751,435,18,4118,8522,1037,1199,1282,3140
"Esposa(o)/ compa¤era(o) (050)",1026,26,6,137,468,60,59,117,153
"Hijo(a)/ hijastro(a) (051)",23586,2216,1024,7095,8975,956,580,1534,1206
"Yerno/ nuera (052)",539,5,2,25,273,35,55,35,109
"Nieto(a) (053)",1799,372,148,703,447,36,25,50,18
"Padres/ suegros (054)",237,56,,101,50,4,7,6,13
"Otro(a) pariente (055)",3190,219,66,714,1350,189,126,247,279
"Trabajador(a) del hogar (056)",70,3,,7,45,3,1,7,4
"Pensionista (057)",26,,,2,13,1,1,6,3
"Otro(a) no pariente (058)",631,25,6,76,255,37,64,77,91
"Mujeres (060)",53050,5393,1218,15309,18147,2367,2281,3267,5068
"Jefe o Jefa (061)",8260,1261,7,2336,2437,307,422,413,1077
"Esposa(o)/ compa¤era(o) (062)",15678,1047,16,4289,6052,680,926,731,1937
"Hijo(a)/ hijastro(a) (063)",22402,2079,978,6892,7509,1051,660,1705,1528
"Yerno/ nuera (064)",744,4,1,73,382,51,66,56,111
"Nieto(a) (065)",1720,352,160,672,403,38,18,49,28
"Padres/ suegros (066)",608,335,,195,56,6,4,7,5
"Otro(a) pariente (067)",2974,270,50,730,1057,196,149,243,279
"Trabajador(a) del hogar (068)",91,4,,28,53,1,1,1,3
"Pensionista (069)",10,1,,1,3,2,,2,1
"Otro(a) no pariente (070)",563,40,6,93,195,35,35,60,99
,,,,,,,,,
"RURAL (072)",32084,4313,718,13017,11929,713,368,613,413
"Jefe o Jefa (073)",8008,1129,11,3534,2823,128,107,106,170
"Esposa(o)/ compa¤era(o) (074)",5403,951,9,2505,1736,47,49,43,63
"Hijo(a)/ hijastro(a) (075)",15199,1632,566,5668,6157,446,178,407,145
"Yerno/ nuera (076)",317,5,2,68,202,16,7,9,8
"Nieto(a) (077)",1274,243,97,529,356,33,,14,2
"Padres/ suegros (078)",231,150,,67,14,,,,
"Otro(a) pariente (079)",1485,192,29,592,573,36,20,28,15
"Trabajador(a) del hogar (080)",34,4,2,13,12,1,1,1,
"Pensionista (081)",9,,,3,4,,2,,
"Otro(a) no pariente (082)",124,7,2,38,52,6,4,5,10
"Hombres (084)",16305,1587,352,6543,6671,383,203,324,242
"Jefe o Jefa (085)",6377,545,7,2902,2509,111,81,83,139
"Esposa(o)/ compa¤era(o) (086)",155,10,1,54,75,4,5,2,4
"Hijo(a)/ hijastro(a) (087)",8068,782,282,2946,3448,231,92,206,81
"Yerno/ nuera (088)",107,2,,21,68,2,5,6,3
"Nieto(a) (089)",677,131,54,275,191,15,,11,
"Padres/ suegros (090)",73,30,,35,8,,,,
"Otro(a) pariente (091)",744,82,6,279,325,16,14,14,8
"Trabajador(a) del hogar (092)",13,1,1,5,5,,1,,
"Pensionista (093)",7,,,2,3,,2,,
"Otro(a) no pariente (094)",84,4,1,24,39,4,3,2,7
"Mujeres (096)",15779,2726,366,6474,5258,330,165,289,171
"Jefe o Jefa (097)",1631,584,4,632,314,17,26,23,31
"Esposa(o)/ compa¤era(o) (098)",5248,941,8,2451,1661,43,44,41,59
"Hijo(a)/ hijastro(a) (099)",7131,850,284,2722,2709,215,86,201,64
"Yerno/ nuera (100)",210,3,2,47,134,14,2,3,5
"Nieto(a) (101)",597,112,43,254,165,18,,3,2
"Padres/ suegros (102)",158,120,,32,6,,,,
"Otro(a) pariente (103)",741,110,23,313,248,20,6,14,7
"Trabajador(a) del hogar (104)",21,3,1,8,7,1,,1,
"Pensionista (105)",2,,,1,1,,,,
"Otro(a) no pariente (106)",40,3,1,14,13,2,1,3,3
