"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",76,69,4,3,
"Empleado (057)",11,8,,3,
"Obrero (058)",7,4,3,,
"Trabajador independiente (059)",20,20,,,
"Trabajador familiar no remunerado (061)",28,27,1,,
"Trabajador del hogar (062)",10,10,,,
"De 15 a 29 años (064)",1240,923,166,68,83
"Empleado (065)",408,219,71,51,67
"Obrero (066)",209,134,45,16,14
"Trabajador independiente (067)",437,400,37,,
"Empleador o patrono (068)",11,5,3,1,2
"Trabajador familiar no remunerado (069)",92,82,10,,
"Trabajador del hogar (070)",83,83,,,
"De 30 a 44 años (072)",1711,1175,290,121,125
"Empleado (073)",673,233,222,104,114
"Obrero (074)",188,134,29,14,11
"Trabajador independiente (075)",742,714,28,,
"Empleador o patrono (076)",23,13,7,3,
"Trabajador familiar no remunerado (077)",53,49,4,,
"Trabajador del hogar (078)",32,32,,,
"De 45 a 64 años (080)",1014,766,110,70,68
"Empleado (081)",251,61,67,62,61
"Obrero (082)",106,83,11,6,6
"Trabajador independiente (083)",564,537,27,,
"Empleador o patrono (084)",20,17,2,1,
"Trabajador familiar no remunerado (085)",53,48,3,1,1
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",302,280,15,3,4
"Empleado (089)",21,11,4,2,4
"Obrero (090)",26,22,3,1,
"Trabajador independiente (091)",215,209,6,,
"Empleador o patrono (092)",9,7,2,,
"Trabajador familiar no remunerado (093)",21,21,,,
"Trabajador del hogar (094)",10,10,,,
,,,,,
"RURAL (096)",10099,9536,389,91,83
"Empleado (097)",304,135,82,33,54
"Obrero (098)",1493,1290,129,48,26
"Trabajador independiente (099)",5935,5871,64,,
"Empleador o patrono (100)",148,142,1,4,1
"Trabajador familiar no remunerado (101)",2052,1931,113,6,2
"Trabajador del hogar (102)",167,167,,,
"De 06 a 14 años (104)",487,428,55,4,
"Obrero (106)",52,35,14,3,
"Trabajador independiente (107)",38,37,1,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",387,346,40,1,
"Trabajador del hogar (110)",9,9,,,
"De 15 a 29 años (112)",3386,3179,133,36,38
"Empleado (113)",111,54,21,11,25
"Obrero (114)",643,551,60,21,11
"Trabajador independiente (115)",1482,1468,14,,
"Empleador o patrono (116)",29,27,,2,
"Trabajador familiar no remunerado (117)",1036,994,38,2,2
"Trabajador del hogar (118)",85,85,,,
"De 30 a 44 años (120)",2961,2760,135,29,37
"Empleado (121)",145,58,47,15,25
"Obrero (122)",435,373,37,13,12
"Trabajador independiente (123)",1960,1931,29,,
"Empleador o patrono (124)",37,36,,1,
"Trabajador familiar no remunerado (125)",336,314,22,,
"Trabajador del hogar (126)",48,48,,,
"De 45 a 64 años (128)",2341,2256,56,21,8
"Empleado (129)",44,20,13,7,4
"Obrero (130)",290,263,13,11,3
"Trabajador independiente (131)",1706,1688,18,,
"Empleador o patrono (132)",52,50,,1,1
"Trabajador familiar no remunerado (133)",228,214,12,2,
"Trabajador del hogar (134)",21,21,,,
"De 65 y más años (136)",924,913,10,1,
"Empleado (137)",4,3,1,,
"Obrero (138)",73,68,5,,
"Trabajador independiente (139)",749,747,2,,
"Empleador o patrono (140)",29,28,1,,
"Trabajador familiar no remunerado (141)",65,63,1,1,
"Trabajador del hogar (142)",4,4,,,
