"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 40 a 44 años (047)",1710,,,,133,754,526,297
"De 45 a 49 años (048)",1509,,,10,287,729,240,243
"De 50 y más años (049)",7230,258,791,1515,1945,1002,62,1657
,,,,,,,,
"URBANA (060)",19988,196,629,1391,2526,4285,5963,4998
"De 12 a 14 años (061)",14,,,,,,1,13
"De 15 a 19 años (062)",386,,,,,,217,169
"De 20 a 24 años (063)",1638,,,,,5,954,679
"De 25 a 29 años (064)",2224,,,,,127,1406,691
"De 30 a 34 años (065)",2363,,,,,469,1341,553
"De 35 a 39 años (066)",2564,,,,33,855,1156,520
"De 40 a 44 años (067)",2219,,,1,195,982,617,424
"De 45 a 49 años (068)",1837,,,13,360,885,226,353
"De 50 y más años (069)",6743,196,629,1377,1938,962,45,1596
"PEA (070)",8415,14,102,406,1035,2169,2498,2191
"De 15 a 19 años (072)",108,,,,,,59,49
"De 20 a 24 años (073)",575,,,,,2,300,273
"De 25 a 29 años (074)",976,,,,,64,542,370
"De 30 a 34 años (075)",1082,,,,,226,579,277
"De 35 a 39 años (076)",1323,,,,15,447,578,283
"De 40 a 44 años (077)",1199,,,1,105,548,312,233
"De 45 a 49 años (078)",936,,,6,170,475,109,176
"De 50 y más años (079)",2216,14,102,399,745,407,19,530
"Ocupada (080)",8119,13,102,405,1022,2108,2400,2069
"De 15 a 19 años (082)",100,,,,,,55,45
"De 20 a 24 años (083)",528,,,,,2,281,245
"De 25 a 29 años (084)",901,,,,,58,512,331
"De 30 a 34 años (085)",1029,,,,,210,558,261
"De 35 a 39 años (086)",1280,,,,13,430,563,274
"De 40 a 44 años (087)",1173,,,1,103,543,305,221
"De 45 a 49 años (088)",919,,,6,167,465,108,173
"De 50 y más años (089)",2189,13,102,398,739,400,18,519
"Desocupada (090)",296,1,,1,13,61,98,122
"De 15 a 19 años (092)",8,,,,,,4,4
"De 20 a 24 años (093)",47,,,,,,19,28
"De 25 a 29 años (094)",75,,,,,6,30,39
"De 30 a 34 años (095)",53,,,,,16,21,16
"De 35 a 39 años (096)",43,,,,2,17,15,9
"De 40 a 44 años (097)",26,,,,2,5,7,12
"De 45 a 49 años (098)",17,,,,3,10,1,3
"De 50 y más años (099)",27,1,,1,6,7,1,11
"No PEA (100)",11573,182,527,985,1491,2116,3465,2807
"De 12 a 14 años (101)",14,,,,,,1,13
"De 15 a 19 años (102)",278,,,,,,158,120
"De 20 a 24 años (103)",1063,,,,,3,654,406
"De 25 a 29 años (104)",1248,,,,,63,864,321
"De 30 a 34 años (105)",1281,,,,,243,762,276
"De 35 a 39 años (106)",1241,,,,18,408,578,237
"De 40 a 44 años (107)",1020,,,,90,434,305,191
"De 45 a 49 años (108)",901,,,7,190,410,117,177
"De 50 y más años (109)",4527,182,527,978,1193,555,26,1066
,,,,,,,,
"RURAL (120)",10315,83,317,701,1320,2286,3417,2191
"De 12 a 14 años (121)",9,,,,,,1,8
"De 15 a 19 años (122)",264,,,,,,184,80
"De 20 a 24 años (123)",1006,,,,,2,687,317
"De 25 a 29 años (124)",1184,,,,,86,793,305
"De 30 a 34 años (125)",1083,,,,1,226,637,219
"De 35 a 39 años (126)",1215,,,,27,440,570,178
"De 40 a 44 años (127)",1023,,,,76,463,317,167
"De 45 a 49 años (128)",906,,,7,158,446,183,112
"De 50 y más años (129)",3625,83,317,694,1058,623,45,805
"PEA (130)",2858,7,53,161,419,696,799,723
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",53,,,,,,38,15
"De 20 a 24 años (133)",235,,,,,1,136,98
"De 25 a 29 años (134)",348,,,,,29,185,134
"De 30 a 34 años (135)",317,,,,1,79,157,80
"De 35 a 39 años (136)",351,,,,18,141,118,74
"De 40 a 44 años (137)",333,,,,33,143,96,61
"De 45 a 49 años (138)",298,,,4,61,127,60,46
"De 50 y más años (139)",922,7,53,157,306,176,9,214
"Ocupada (140)",2805,7,53,160,415,688,778,704
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",49,,,,,,34,15
"De 20 a 24 años (143)",226,,,,,1,131,94
"De 25 a 29 años (144)",337,,,,,28,179,130
"De 30 a 34 años (145)",311,,,,1,77,154,79
"De 35 a 39 años (146)",344,,,,17,140,117,70
"De 40 a 44 años (147)",332,,,,33,143,95,61
"De 45 a 49 años (148)",295,,,4,61,126,59,45
"De 50 y más años (149)",910,7,53,156,303,173,9,209
"Desocupada (150)",53,,,1,4,8,21,19
"De 15 a 19 años (152)",4,,,,,,4,
"De 20 a 24 años (153)",9,,,,,,5,4
"De 25 a 29 años (154)",11,,,,,1,6,4
"De 30 a 34 años (155)",6,,,,,2,3,1
"De 35 a 39 años (156)",7,,,,1,1,1,4
"De 40 a 44 años (157)",1,,,,,,1,
"De 45 a 49 años (158)",3,,,,,1,1,1
"De 50 y más años (159)",12,,,1,3,3,,5
"No PEA (160)",7457,76,264,540,901,1590,2618,1468
"De 12 a 14 años (161)",8,,,,,,1,7
"De 15 a 19 años (162)",211,,,,,,146,65
"De 20 a 24 años (163)",771,,,,,1,551,219
"De 25 a 29 años (164)",836,,,,,57,608,171
"De 30 a 34 años (165)",766,,,,,147,480,139
"De 35 a 39 años (166)",864,,,,9,299,452,104
"De 40 a 44 años (167)",690,,,,43,320,221,106
"De 45 a 49 años (168)",608,,,3,97,319,123,66
"De 50 y más años (169)",2703,76,264,537,752,447,36,591
