"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",52,41,6,3,2
"Superior univ. completa (058)",199,114,25,27,33
,,,,,
"URBANA (060)",58112,40276,5526,5460,6850
"Sin nivel (061)",2171,1984,93,32,62
"Educación inicial (062)",37,33,1,3,
"Primaria (063)",10704,9565,630,234,275
"Secundaria (064)",20075,16573,1690,905,907
"Superior no univ. incompleta (065)",3097,2213,382,247,255
"Superior no univ. completa (066)",5076,2483,720,984,889
"Superior univ. incompleta (067)",4781,3092,515,499,675
"Superior univ. completa (068)",12171,4333,1495,2556,3787
"De 06 a 14 años (070)",864,788,61,15,
"Sin nivel (071)",21,20,1,,
"Educación inicial (072)",7,6,1,,
"Primaria (073)",482,441,34,7,
"Secundaria (074)",354,321,25,8,
"De 15 a 29 años (080)",18907,13472,2247,1658,1530
"Sin nivel (081)",177,163,10,,4
"Educación inicial (082)",17,15,,2,
"Primaria (083)",1818,1575,157,42,44
"Secundaria (084)",8871,7264,911,412,284
"Superior no univ. incompleta (085)",1601,1171,231,124,75
"Superior no univ. completa (086)",1708,930,286,261,231
"Superior univ. incompleta (087)",2065,1341,274,240,210
"Superior univ. completa (088)",2650,1013,378,577,682
"De 30 a 44 años (090)",21511,13985,2019,2393,3114
"Sin nivel (091)",567,504,30,14,19
"Educación inicial (092)",13,12,,1,
"Primaria (093)",3390,2981,194,105,110
"Secundaria (094)",6505,5411,455,288,351
"Superior no univ. incompleta (095)",1037,729,111,84,113
"Superior no univ. completa (096)",2372,1161,306,481,424
"Superior univ. incompleta (097)",1644,1071,159,165,249
"Superior univ. completa (098)",5983,2116,764,1255,1848
"De 45 a 64 años (100)",14473,9949,1088,1321,2115
"Sin nivel (101)",965,885,38,14,28
"Primaria (103)",3819,3452,204,63,100
"Secundaria (104)",3930,3219,277,184,250
"Superior no univ. incompleta (105)",434,293,39,37,65
"Superior no univ. completa (106)",956,364,124,235,233
"Superior univ. incompleta (107)",1023,642,76,91,214
"Superior univ. completa (108)",3346,1094,330,697,1225
"De 65 y más años (110)",2357,2082,111,73,91
"Sin nivel (111)",441,412,14,4,11
"Primaria (113)",1195,1116,41,17,21
"Secundaria (114)",415,358,22,13,22
"Superior no univ. incompleta (115)",25,20,1,2,2
"Superior no univ. completa (116)",40,28,4,7,1
"Superior univ. incompleta (117)",49,38,6,3,2
"Superior univ. completa (118)",192,110,23,27,32
,,,,,
"RURAL (120)",32373,30515,1247,328,283
"Sin nivel (121)",7937,7679,226,28,4
"Educación inicial (122)",73,71,1,,1
"Primaria (123)",17239,16426,628,134,51
"Secundaria (124)",6152,5700,292,87,73
"Superior no univ. incompleta (125)",227,178,19,14,16
"Superior no univ. completa (126)",209,127,21,20,41
"Superior univ. incompleta (127)",164,136,11,5,12
"Superior univ. completa (128)",372,198,49,40,85
"De 06 a 14 años (130)",873,835,33,4,1
"Sin nivel (131)",169,165,4,,
"Educación inicial (132)",14,13,1,,
"Primaria (133)",599,571,23,4,1
"Secundaria (134)",91,86,5,,
"De 15 a 29 años (140)",11692,10938,519,142,93
"Sin nivel (141)",1337,1282,50,5,
"Educación inicial (142)",43,43,,,
"Primaria (143)",6178,5869,242,58,9
"Secundaria (144)",3783,3502,187,61,33
"Superior no univ. incompleta (145)",111,91,11,3,6
"Superior no univ. completa (146)",93,53,11,11,18
"Superior univ. incompleta (147)",61,53,2,1,5
"Superior univ. completa (148)",86,45,16,3,22
"De 30 a 44 años (150)",9906,9257,409,104,136
"Sin nivel (151)",2081,2004,66,10,1
"Educación inicial (152)",16,15,,,1
"Primaria (153)",5802,5510,225,37,30
"Secundaria (154)",1568,1445,75,20,28
"Superior no univ. incompleta (155)",86,65,7,8,6
"Superior no univ. completa (156)",80,47,8,8,17
"Superior univ. incompleta (157)",74,60,7,1,6
"Superior univ. completa (158)",199,111,21,20,47
"De 45 a 64 años (160)",7406,7050,233,73,50
"Sin nivel (161)",2892,2802,77,10,3
"Primaria (163)",3712,3552,117,33,10
"Secundaria (164)",638,597,24,6,11
"Superior no univ. incompleta (165)",28,20,1,3,4
"Superior no univ. completa (166)",30,21,2,1,6
"Superior univ. incompleta (167)",26,20,2,3,1
"Superior univ. completa (168)",80,38,10,17,15
"De 65 y más años (170)",2496,2435,53,5,3
"Sin nivel (171)",1458,1426,29,3,
"Primaria (173)",948,924,21,2,1
"Secundaria (174)",72,70,1,,1
"Superior no univ. incompleta (175)",2,2,,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",7,4,2,,1
