"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",100,4,40,36,14,6
"Hogares privados con servicio doméstico (042)",48,5,21,8,9,5
"Actividad economica no especificada (044)",434,17,196,140,66,15
"Desocupado (045)",398,16,180,133,53,16
"Mujeres (046)",5033,192,1921,1890,906,124
"Agric., ganadería, caza y silvicultura (047)",1775,97,586,612,408,72
"Pesca (048)",2,,1,,1,
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",130,3,44,57,20,6
"Construcción (052)",46,,23,17,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",935,27,310,424,164,10
"Venta, mant.y rep. veh.autom.y motoc. (054)",32,,15,14,3,
"Comercio al por mayor (055)",24,,8,11,5,
"Comercio al por menor (056)",879,27,287,399,156,10
"Hoteles y restaurantes (057)",657,28,231,241,145,12
"Trans., almac. y comunicaciones (058)",58,2,41,8,5,2
"Intermediación financiera (059)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (060)",83,,51,26,6,
"Admin.pub. y defensa; p. segur.soc afil (061)",97,,37,49,11,
"Enseñanza (062)",293,,105,157,31,
"Servicios sociales y de salud (063)",78,,32,42,3,1
"Otras activ. serv.comun.soc y personales (064)",118,5,42,45,22,4
"Hogares privados con servicio doméstico (065)",317,19,199,72,22,5
"Actividad economica no especificada (067)",278,7,119,98,47,7
"Desocupado (068)",160,4,97,39,15,5
,,,,,,
"URBANA (069)",11076,291,4105,4267,2122,291
"Agric., ganadería, caza y silvicultura (070)",3246,89,1078,1179,731,169
"Pesca (071)",8,,4,2,1,1
"Explotación de minas y canteras (072)",25,,9,6,9,1
"Industrias manufactureras (073)",696,33,305,242,110,6
"Suministro de electricidad, gas y agua (074)",14,,5,5,4,
"Construcción (075)",1004,4,321,446,225,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1751,64,567,738,349,33
"Venta, mant.y rep. veh.autom.y motoc. (077)",249,9,105,90,40,5
"Comercio al por mayor (078)",85,,32,39,13,1
"Comercio al por menor (079)",1417,55,430,609,296,27
"Hoteles y restaurantes (080)",670,40,226,230,156,18
"Trans., almac. y comunicaciones (081)",917,7,440,305,154,11
"Intermediación financiera (082)",11,,5,5,1,
"Activid.inmobil., empres. y alquileres (083)",306,,128,132,43,3
"Admin.pub. y defensa; p. segur.soc afil (084)",555,,205,253,91,6
"Enseñanza (085)",447,,131,252,64,
"Servicios sociales y de salud (086)",114,,40,57,14,3
"Otras activ. serv.comun.soc y personales (087)",185,7,68,70,32,8
"Hogares privados con servicio doméstico (088)",247,18,148,59,16,6
"Actividad economica no especificada (090)",495,17,219,173,76,10
"Desocupado (091)",385,12,206,113,46,8
"Hombres (092)",7950,190,2919,2987,1617,237
"Agric., ganadería, caza y silvicultura (093)",2710,70,927,956,609,148
"Pesca (094)",7,,3,2,1,1
"Explotación de minas y canteras (095)",24,,8,6,9,1
"Industrias manufactureras (096)",596,30,272,193,96,5
"Suministro de electricidad, gas y agua (097)",14,,5,5,4,
"Construcción (098)",963,4,301,430,220,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",954,41,306,371,211,25
"Venta, mant.y rep. veh.autom.y motoc. (100)",218,9,91,76,37,5
"Comercio al por mayor (101)",64,,25,30,8,1
"Comercio al por menor (102)",672,32,190,265,166,19
"Hoteles y restaurantes (103)",153,15,51,37,43,7
"Trans., almac. y comunicaciones (104)",862,5,400,299,149,9
"Intermediación financiera (105)",6,,3,2,1,
"Activid.inmobil., empres. y alquileres (106)",232,,84,107,38,3
"Admin.pub. y defensa; p. segur.soc afil (107)",461,,169,205,81,6
"Enseñanza (108)",212,,55,115,42,
"Servicios sociales y de salud (109)",55,,15,27,11,2
"Otras activ. serv.comun.soc y personales (110)",85,4,37,30,10,4
"Hogares privados con servicio doméstico (111)",28,3,12,5,4,4
"Actividad economica no especificada (113)",318,10,142,109,50,7
"Desocupado (114)",270,8,129,88,38,7
"Mujeres (115)",3126,101,1186,1280,505,54
"Agric., ganadería, caza y silvicultura (116)",536,19,151,223,122,21
"Pesca (117)",1,,1,,,
"Explotación de minas y canteras (118)",1,,1,,,
"Industrias manufactureras (119)",100,3,33,49,14,1
"Construcción (121)",41,,20,16,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",797,23,261,367,138,8
"Venta, mant.y rep. veh.autom.y motoc. (123)",31,,14,14,3,
"Comercio al por mayor (124)",21,,7,9,5,
"Comercio al por menor (125)",745,23,240,344,130,8
"Hoteles y restaurantes (126)",517,25,175,193,113,11
"Trans., almac. y comunicaciones (127)",55,2,40,6,5,2
"Intermediación financiera (128)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (129)",74,,44,25,5,
"Admin.pub. y defensa; p. segur.soc afil (130)",94,,36,48,10,
"Enseñanza (131)",235,,76,137,22,
"Servicios sociales y de salud (132)",59,,25,30,3,1
"Otras activ. serv.comun.soc y personales (133)",100,3,31,40,22,4
"Hogares privados con servicio doméstico (134)",219,15,136,54,12,2
"Actividad economica no especificada (136)",177,7,77,64,26,3
"Desocupado (137)",115,4,77,25,8,1
,,,,,,
"RURAL (138)",9585,391,3613,3107,2018,456
"Agric., ganadería, caza y silvicultura (139)",7953,342,2933,2523,1748,407
"Pesca (140)",4,,1,2,1,
"Explotación de minas y canteras (141)",6,,1,4,1,
"Industrias manufactureras (142)",164,6,67,53,29,9
"Suministro de electricidad, gas y agua (143)",1,,1,,,
"Construcción (144)",151,4,57,56,33,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",257,9,88,107,48,5
"Venta, mant.y rep. veh.autom.y motoc. (146)",40,2,15,16,5,2
"Comercio al por mayor (147)",14,,6,7,1,
"Comercio al por menor (148)",203,7,67,84,42,3
"Hoteles y restaurantes (149)",151,4,60,52,33,2
"Trans., almac. y comunicaciones (150)",156,3,77,58,18,
"Activid.inmobil., empres. y alquileres (152)",34,,19,8,6,1
"Admin.pub. y defensa; p. segur.soc afil (153)",20,,4,11,5,
"Enseñanza (154)",121,,43,61,17,
"Servicios sociales y de salud (155)",26,,9,16,1,
"Otras activ. serv.comun.soc y personales (156)",33,2,14,11,4,2
"Hogares privados con servicio doméstico (157)",118,6,72,21,15,4
"Actividad economica no especificada (159)",217,7,96,65,37,12
"Desocupado (160)",173,8,71,59,22,13
"Hombres (161)",7678,300,2878,2497,1617,386
"Agric., ganadería, caza y silvicultura (162)",6714,264,2498,2134,1462,356
"Pesca (163)",3,,1,2,,
"Explotación de minas y canteras (164)",6,,1,4,1,
"Industrias manufactureras (165)",134,6,56,45,23,4
"Suministro de electricidad, gas y agua (166)",1,,1,,,
"Construcción (167)",146,4,54,55,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",119,5,39,50,22,3
"Venta, mant.y rep. veh.autom.y motoc. (169)",39,2,14,16,5,2
"Comercio al por mayor (170)",11,,5,5,1,
"Comercio al por menor (171)",69,3,20,29,16,1
"Hoteles y restaurantes (172)",11,1,4,4,1,1
"Trans., almac. y comunicaciones (173)",153,3,76,56,18,
"Activid.inmobil., empres. y alquileres (175)",25,,12,7,5,1
"Admin.pub. y defensa; p. segur.soc afil (176)",17,,3,10,4,
"Enseñanza (177)",63,,14,41,8,
"Servicios sociales y de salud (178)",7,,2,4,1,
"Otras activ. serv.comun.soc y personales (179)",15,,3,6,4,2
"Hogares privados con servicio doméstico (180)",20,2,9,3,5,1
"Actividad economica no especificada (182)",116,7,54,31,16,8
"Desocupado (183)",128,8,51,45,15,9
"Mujeres (184)",1907,91,735,610,401,70
"Agric., ganadería, caza y silvicultura (185)",1239,78,435,389,286,51
"Pesca (186)",1,,,,1,
"Industrias manufactureras (188)",30,,11,8,6,5
"Construcción (190)",5,,3,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",138,4,49,57,26,2
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",3,,1,2,,
"Comercio al por menor (194)",134,4,47,55,26,2
"Hoteles y restaurantes (195)",140,3,56,48,32,1
"Trans., almac. y comunicaciones (196)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (198)",9,,7,1,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",3,,1,1,1,
"Enseñanza (200)",58,,29,20,9,
"Servicios sociales y de salud (201)",19,,7,12,,
"Otras activ. serv.comun.soc y personales (202)",18,2,11,5,,
"Hogares privados con servicio doméstico (203)",98,4,63,18,10,3
"Actividad economica no especificada (205)",101,,42,34,21,4
"Desocupado (206)",45,,20,14,7,4
