"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",4,4,,,
"Obrero (058)",7,5,,2,
"Trabajador independiente (059)",15,14,1,,
"Trabajador familiar no remunerado (061)",26,25,1,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1787,1054,298,214,221
"Empleado (065)",532,176,111,88,157
"Obrero (066)",539,226,131,120,62
"Trabajador independiente (067)",474,437,37,,
"Empleador o patrono (068)",19,11,6,2,
"Trabajador familiar no remunerado (069)",153,134,13,4,2
"Trabajador del hogar (070)",70,70,,,
"De 30 a 44 años (072)",2337,1267,426,357,287
"Empleado (073)",1024,261,286,249,228
"Obrero (074)",458,202,93,104,59
"Trabajador independiente (075)",690,651,39,,
"Empleador o patrono (076)",19,16,3,,
"Trabajador familiar no remunerado (077)",107,98,5,4,
"Trabajador del hogar (078)",39,39,,,
"De 45 a 64 años (080)",1578,1025,209,195,149
"Empleado (081)",483,130,117,125,111
"Obrero (082)",334,175,58,65,36
"Trabajador independiente (083)",625,600,25,,
"Empleador o patrono (084)",20,15,1,3,1
"Trabajador familiar no remunerado (085)",87,76,8,2,1
"Trabajador del hogar (086)",29,29,,,
"De 65 y más años (088)",451,408,20,13,10
"Empleado (089)",21,11,1,3,6
"Obrero (090)",81,57,11,9,4
"Trabajador independiente (091)",278,272,6,,
"Empleador o patrono (092)",8,8,,,
"Trabajador familiar no remunerado (093)",53,50,2,1,
"Trabajador del hogar (094)",10,10,,,
,,,,,
"RURAL (096)",9535,5899,931,1106,1599
"Empleado (097)",1363,278,158,274,653
"Obrero (098)",3714,1404,555,815,940
"Trabajador independiente (099)",3370,3203,167,,
"Empleador o patrono (100)",31,26,5,,
"Trabajador familiar no remunerado (101)",985,916,46,17,6
"Trabajador del hogar (102)",72,72,,,
"De 06 a 14 años (104)",46,41,4,1,
"Empleado (105)",2,1,1,,
"Obrero (106)",12,10,1,1,
"Trabajador independiente (107)",11,10,1,,
"Trabajador familiar no remunerado (109)",21,20,1,,
"De 15 a 29 años (112)",3045,1763,299,401,582
"Empleado (113)",497,108,40,84,265
"Obrero (114)",1286,472,192,308,314
"Trabajador independiente (115)",798,752,46,,
"Empleador o patrono (116)",9,8,1,,
"Trabajador familiar no remunerado (117)",424,392,20,9,3
"Trabajador del hogar (118)",31,31,,,
"De 30 a 44 años (120)",3362,1758,349,509,746
"Empleado (121)",665,118,88,156,303
"Obrero (122)",1428,444,193,350,441
"Trabajador independiente (123)",1022,967,55,,
"Empleador o patrono (124)",8,5,3,,
"Trabajador familiar no remunerado (125)",223,208,10,3,2
"Trabajador del hogar (126)",16,16,,,
"De 45 a 64 años (128)",2264,1618,228,161,257
"Empleado (129)",190,45,27,33,85
"Obrero (130)",784,353,136,124,171
"Trabajador independiente (131)",1041,989,52,,
"Empleador o patrono (132)",9,8,1,,
"Trabajador familiar no remunerado (133)",222,205,12,4,1
"Trabajador del hogar (134)",18,18,,,
"De 65 y más años (136)",818,719,51,34,14
"Empleado (137)",9,6,2,1,
"Obrero (138)",204,125,33,32,14
"Trabajador independiente (139)",498,485,13,,
"Empleador o patrono (140)",5,5,,,
"Trabajador familiar no remunerado (141)",95,91,3,1,
"Trabajador del hogar (142)",7,7,,,
