"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",795,55,11,295,333,30,32,14,25
"Hombres (048)",10423,742,262,3390,3986,527,552,435,529
"Jefe o Jefa (049)",3948,117,3,1133,1680,208,314,154,339
"Esposa(o)/ compa¤era(o) (050)",434,28,,131,196,24,22,9,24
"Hijo(a)/ hijastro(a) (051)",4198,465,214,1484,1360,206,136,222,111
"Yerno/ nuera (052)",123,,,10,57,15,18,8,15
"Nieto(a) (053)",295,49,22,115,80,17,3,6,3
"Padres/ suegros (054)",86,18,,46,17,,2,,3
"Otro(a) pariente (055)",821,42,18,295,347,41,37,21,20
"Trabajador(a) del hogar (056)",34,1,,17,14,1,,,1
"Pensionista (057)",29,,,4,16,,2,6,1
"Otro(a) no pariente (058)",455,22,5,155,219,15,18,9,12
"Mujeres (060)",10754,1380,262,3899,3423,442,565,323,460
"Jefe o Jefa (061)",2030,366,2,735,582,72,115,52,106
"Esposa(o)/ compa¤era(o) (062)",3033,298,7,1101,1077,108,214,64,164
"Hijo(a)/ hijastro(a) (063)",3873,409,200,1370,1222,194,170,172,136
"Yerno/ nuera (064)",139,2,,19,67,9,19,10,13
"Nieto(a) (065)",290,58,26,124,61,10,1,7,3
"Padres/ suegros (066)",213,122,,72,13,2,3,1,
"Otro(a) pariente (067)",718,84,21,288,235,28,26,11,25
"Trabajador(a) del hogar (068)",90,7,,42,36,3,1,1,
"Pensionista (069)",28,1,,8,16,1,2,,
"Otro(a) no pariente (070)",340,33,6,140,114,15,14,5,13
,,,,,,,,,
"RURAL (072)",39409,10353,1245,18836,7991,395,278,166,145
"Jefe o Jefa (073)",10590,3017,26,5285,1967,86,105,47,57
"Esposa(o)/ compa¤era(o) (074)",7513,3002,20,3400,970,42,39,16,24
"Hijo(a)/ hijastro(a) (075)",17780,3217,1061,8701,4334,231,101,94,41
"Yerno/ nuera (076)",334,27,1,111,165,14,11,2,3
"Nieto(a) (077)",759,212,75,372,97,2,,1,
"Padres/ suegros (078)",530,422,,99,8,1,,,
"Otro(a) pariente (079)",1518,364,57,696,358,11,17,5,10
"Trabajador(a) del hogar (080)",32,14,,13,5,,,,
"Pensionista (081)",4,,,2,1,1,,,
"Otro(a) no pariente (082)",349,78,5,157,86,7,5,1,10
"Hombres (084)",20003,3687,641,10139,4937,244,159,112,84
"Jefe o Jefa (085)",8104,1594,19,4487,1753,79,82,43,47
"Esposa(o)/ compa¤era(o) (086)",642,111,3,347,157,10,6,5,3
"Hijo(a)/ hijastro(a) (087)",9470,1584,544,4481,2592,132,55,57,25
"Yerno/ nuera (088)",147,3,,49,79,8,5,1,2
"Nieto(a) (089)",412,110,40,205,56,1,,,
"Padres/ suegros (090)",158,90,,64,4,,,,
"Otro(a) pariente (091)",813,148,34,381,226,7,9,5,3
"Trabajador(a) del hogar (092)",14,4,,6,4,,,,
"Pensionista (093)",3,,,2,,1,,,
"Otro(a) no pariente (094)",240,43,1,117,66,6,2,1,4
"Mujeres (096)",19406,6666,604,8697,3054,151,119,54,61
"Jefe o Jefa (097)",2486,1423,7,798,214,7,23,4,10
"Esposa(o)/ compa¤era(o) (098)",6871,2891,17,3053,813,32,33,11,21
"Hijo(a)/ hijastro(a) (099)",8310,1633,517,4220,1742,99,46,37,16
"Yerno/ nuera (100)",187,24,1,62,86,6,6,1,1
"Nieto(a) (101)",347,102,35,167,41,1,,1,
"Padres/ suegros (102)",372,332,,35,4,1,,,
"Otro(a) pariente (103)",705,216,23,315,132,4,8,,7
"Trabajador(a) del hogar (104)",18,10,,7,1,,,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",109,35,4,40,20,1,3,,6
