"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",855,,,11,255,359,57,173
"De 50 y más años (049)",3327,83,342,944,899,277,13,769
,,,,,,,,
"URBANA (060)",18089,85,397,1258,2234,3494,5312,5309
"De 12 a 14 años (061)",29,,,,,,1,28
"De 15 a 19 años (062)",317,,,,,,164,153
"De 20 a 24 años (063)",1564,,,,,8,822,734
"De 25 a 29 años (064)",2423,,,,,125,1296,1002
"De 30 a 34 años (065)",2561,,,,3,413,1371,774
"De 35 a 39 años (066)",2472,,,,42,801,1010,619
"De 40 a 44 años (067)",2013,,,,179,867,492,475
"De 45 a 49 años (068)",1770,,,19,505,736,137,373
"De 50 y más años (069)",4940,85,397,1239,1505,544,19,1151
"PEA (070)",8221,4,58,305,976,1930,2294,2654
"De 12 a 14 años (071)",3,,,,,,,3
"De 15 a 19 años (072)",85,,,,,,41,44
"De 20 a 24 años (073)",620,,,,,4,260,356
"De 25 a 29 años (074)",1156,,,,,74,522,560
"De 30 a 34 años (075)",1307,,,,3,237,618,449
"De 35 a 39 años (076)",1388,,,,23,462,526,377
"De 40 a 44 años (077)",1123,,,,93,508,241,281
"De 45 a 49 años (078)",916,,,8,250,378,80,200
"De 50 y más años (079)",1623,4,58,297,607,267,6,384
"Ocupada (080)",7743,4,58,297,937,1850,2141,2456
"De 12 a 14 años (081)",3,,,,,,,3
"De 15 a 19 años (082)",76,,,,,,36,40
"De 20 a 24 años (083)",523,,,,,4,225,294
"De 25 a 29 años (084)",1048,,,,,69,475,504
"De 30 a 34 años (085)",1229,,,,3,224,586,416
"De 35 a 39 años (086)",1332,,,,22,442,504,364
"De 40 a 44 años (087)",1069,,,,84,485,230,270
"De 45 a 49 años (088)",890,,,7,244,367,79,193
"De 50 y más años (089)",1573,4,58,290,584,259,6,372
"Desocupada (090)",478,,,8,39,80,153,198
"De 15 a 19 años (092)",9,,,,,,5,4
"De 20 a 24 años (093)",97,,,,,,35,62
"De 25 a 29 años (094)",108,,,,,5,47,56
"De 30 a 34 años (095)",78,,,,,13,32,33
"De 35 a 39 años (096)",56,,,,1,20,22,13
"De 40 a 44 años (097)",54,,,,9,23,11,11
"De 45 a 49 años (098)",26,,,1,6,11,1,7
"De 50 y más años (099)",50,,,7,23,8,,12
"No PEA (100)",9868,81,339,953,1258,1564,3018,2655
"De 12 a 14 años (101)",26,,,,,,1,25
"De 15 a 19 años (102)",232,,,,,,123,109
"De 20 a 24 años (103)",944,,,,,4,562,378
"De 25 a 29 años (104)",1267,,,,,51,774,442
"De 30 a 34 años (105)",1254,,,,,176,753,325
"De 35 a 39 años (106)",1084,,,,19,339,484,242
"De 40 a 44 años (107)",890,,,,86,359,251,194
"De 45 a 49 años (108)",854,,,11,255,358,57,173
"De 50 y más años (109)",3317,81,339,942,898,277,13,767
,,,,,,,,
"RURAL (120)",75,4,7,8,5,13,13,25
"De 20 a 24 años (123)",7,,,,,,4,3
"De 25 a 29 años (124)",9,,,,,,5,4
"De 30 a 34 años (125)",3,,,,,,2,1
"De 35 a 39 años (126)",4,,,,,4,,
"De 40 a 44 años (127)",6,,,,1,1,2,2
"De 45 a 49 años (128)",6,,,,,5,,1
"De 50 y más años (129)",40,4,7,8,4,3,,14
"PEA (130)",49,2,4,6,3,11,6,17
"De 20 a 24 años (133)",4,,,,,,2,2
"De 25 a 29 años (134)",3,,,,,,1,2
"De 30 a 34 años (135)",1,,,,,,1,
"De 35 a 39 años (136)",3,,,,,3,,
"De 40 a 44 años (137)",3,,,,,1,2,
"De 45 a 49 años (138)",5,,,,,4,,1
"De 50 y más años (139)",30,2,4,6,3,3,,12
"Ocupada (140)",48,2,4,6,3,11,5,17
"De 20 a 24 años (143)",3,,,,,,1,2
"De 25 a 29 años (144)",3,,,,,,1,2
"De 30 a 34 años (145)",1,,,,,,1,
"De 35 a 39 años (146)",3,,,,,3,,
"De 40 a 44 años (147)",3,,,,,1,2,
"De 45 a 49 años (148)",5,,,,,4,,1
"De 50 y más años (149)",30,2,4,6,3,3,,12
"Desocupada (150)",1,,,,,,1,
"De 20 a 24 años (153)",1,,,,,,1,
"No PEA (160)",26,2,3,2,2,2,7,8
"De 20 a 24 años (163)",3,,,,,,2,1
"De 25 a 29 años (164)",6,,,,,,4,2
"De 30 a 34 años (165)",2,,,,,,1,1
"De 35 a 39 años (166)",1,,,,,1,,
"De 40 a 44 años (167)",3,,,,1,,,2
"De 45 a 49 años (168)",1,,,,,1,,
"De 50 y más años (169)",10,2,3,2,1,,,2
