"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",3809,3053,164,143,449
"Agric., ganadería, caza y silvicultura (045)",1402,1342,44,9,7
"Explotación de minas y canteras (047)",4,1,2,,1
"Industrias manufactureras (048)",92,66,13,12,1
"Construcción (050)",31,9,4,10,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",787,770,13,3,1
"Venta, mant.y rep. veh.autom y motoc. (052)",17,14,2,,1
"Comercio al por mayor (053)",15,12,2,1,
"Comercio al por menor (054)",755,744,9,2,
"Hoteles y restaurantes (055)",273,255,10,5,3
"Trans., almac. y comunicaciones (056)",31,28,2,1,
"Intermediación financiera (057)",2,,1,1,
"Activid.inmobil., empres. y alquileres (058)",39,20,6,4,9
"Admin.pub. y defensa; p. segur soc.afil (059)",119,,,,119
"Enseñanza (060)",449,94,59,84,212
"Servicios sociales y de salud (061)",106,14,5,6,81
"Otras activ. serv.comun.soc y personales (062)",68,58,3,4,3
"Hogares privados con servicio doméstico (063)",245,245,,,
"Actividad economica no especificada (065)",161,151,2,4,4
,,,,,
"URBANA (066)",5065,3592,351,309,813
"Agric., ganadería, caza y silvicultura (067)",1471,1371,71,21,8
"Explotación de minas y canteras (069)",104,21,17,19,47
"Industrias manufactureras (070)",227,184,28,12,3
"Suministro de electricidad, gas y agua (071)",3,,,1,2
"Construcción (072)",274,167,47,42,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",811,771,25,12,3
"Venta, mant.y rep. veh.autom y motoc. (074)",78,66,8,2,2
"Comercio al por mayor (075)",15,11,2,1,1
"Comercio al por menor (076)",718,694,15,9,
"Hoteles y restaurantes (077)",269,253,7,4,5
"Trans., almac. y comunicaciones (078)",336,297,13,11,15
"Intermediación financiera (079)",5,1,1,1,2
"Activid.inmobil., empres. y alquileres (080)",107,57,15,13,22
"Admin.pub. y defensa; p. segur soc.afil (081)",236,,,,236
"Enseñanza (082)",691,115,98,143,335
"Servicios sociales y de salud (083)",134,18,7,8,101
"Otras activ. serv.comun.soc y personales (084)",143,100,20,14,9
"Hogares privados con servicio doméstico (085)",160,160,,,
"Actividad economica no especificada (087)",94,77,2,8,7
"Hombres (088)",3132,2195,256,217,464
"Agric., ganadería, caza y silvicultura (089)",1167,1081,64,18,4
"Explotación de minas y canteras (091)",100,20,15,19,46
"Industrias manufactureras (092)",177,141,23,11,2
"Suministro de electricidad, gas y agua (093)",3,,,1,2
"Construcción (094)",254,161,44,38,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",337,309,16,10,2
"Venta, mant.y rep. veh.autom y motoc. (096)",64,55,6,2,1
"Comercio al por mayor (097)",7,5,1,,1
"Comercio al por menor (098)",266,249,9,8,
"Hoteles y restaurantes (099)",56,49,3,2,2
"Trans., almac. y comunicaciones (100)",314,277,11,11,15
"Intermediación financiera (101)",3,1,,,2
"Activid.inmobil., empres. y alquileres (102)",76,42,11,9,14
"Admin.pub. y defensa; p. segur soc.afil (103)",150,,,,150
"Enseñanza (104)",332,36,48,82,166
"Servicios sociales y de salud (105)",47,7,2,2,36
"Otras activ. serv.comun.soc y personales (106)",88,53,18,10,7
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",23,13,1,4,5
"Mujeres (110)",1933,1397,95,92,349
"Agric., ganadería, caza y silvicultura (111)",304,290,7,3,4
"Explotación de minas y canteras (113)",4,1,2,,1
"Industrias manufactureras (114)",50,43,5,1,1
"Construcción (116)",20,6,3,4,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",474,462,9,2,1
"Venta, mant.y rep. veh.autom y motoc. (118)",14,11,2,,1
"Comercio al por mayor (119)",8,6,1,1,
"Comercio al por menor (120)",452,445,6,1,
"Hoteles y restaurantes (121)",213,204,4,2,3
"Trans., almac. y comunicaciones (122)",22,20,2,,
"Intermediación financiera (123)",2,,1,1,
"Activid.inmobil., empres. y alquileres (124)",31,15,4,4,8
"Admin.pub. y defensa; p. segur soc.afil (125)",86,,,,86
"Enseñanza (126)",359,79,50,61,169
"Servicios sociales y de salud (127)",87,11,5,6,65
"Otras activ. serv.comun.soc y personales (128)",55,47,2,4,2
"Hogares privados con servicio doméstico (129)",155,155,,,
"Actividad economica no especificada (131)",71,64,1,4,2
,,,,,
"RURAL (132)",11581,10514,504,297,266
"Agric., ganadería, caza y silvicultura (133)",9456,9141,260,46,9
"Pesca (134)",2,2,,,
"Explotación de minas y canteras (135)",163,36,66,54,7
"Industrias manufactureras (136)",152,113,22,15,2
"Suministro de electricidad, gas y agua (137)",6,,1,4,1
"Construcción (138)",335,175,67,91,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",510,493,15,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",32,28,4,,
"Comercio al por mayor (141)",23,19,3,1,
"Comercio al por menor (142)",455,446,8,1,
"Hoteles y restaurantes (143)",83,68,12,3,
"Trans., almac. y comunicaciones (144)",189,174,8,5,2
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",45,24,8,7,6
"Admin.pub. y defensa; p. segur soc.afil (147)",100,,,,100
"Enseñanza (148)",249,42,36,62,109
"Servicios sociales y de salud (149)",36,10,2,,24
"Otras activ. serv.comun.soc y personales (150)",45,33,6,4,2
"Hogares privados con servicio doméstico (151)",94,94,,,
"Actividad economica no especificada (153)",115,109,1,3,2
"Hombres (154)",9705,8858,435,246,166
"Agric., ganadería, caza y silvicultura (155)",8358,8089,223,40,6
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",163,36,66,54,7
"Industrias manufactureras (158)",110,90,14,4,2
"Suministro de electricidad, gas y agua (159)",6,,1,4,1
"Construcción (160)",324,172,66,85,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",197,185,11,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",29,25,4,,
"Comercio al por mayor (163)",16,13,2,1,
"Comercio al por menor (164)",152,147,5,,
"Hoteles y restaurantes (165)",23,17,6,,
"Trans., almac. y comunicaciones (166)",180,166,8,4,2
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",37,19,6,7,5
"Admin.pub. y defensa; p. segur soc.afil (169)",67,,,,67
"Enseñanza (170)",159,27,27,39,66
"Servicios sociales y de salud (171)",17,7,2,,8
"Otras activ. serv.comun.soc y personales (172)",32,22,5,4,1
"Hogares privados con servicio doméstico (173)",4,4,,,
"Actividad economica no especificada (175)",25,22,,3,
"Mujeres (176)",1876,1656,69,51,100
"Agric., ganadería, caza y silvicultura (177)",1098,1052,37,6,3
"Industrias manufactureras (180)",42,23,8,11,
"Construcción (182)",11,3,1,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",313,308,4,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",3,3,,,
"Comercio al por mayor (185)",7,6,1,,
"Comercio al por menor (186)",303,299,3,1,
"Hoteles y restaurantes (187)",60,51,6,3,
"Trans., almac. y comunicaciones (188)",9,8,,1,
"Activid.inmobil., empres. y alquileres (190)",8,5,2,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",33,,,,33
"Enseñanza (192)",90,15,9,23,43
"Servicios sociales y de salud (193)",19,3,,,16
"Otras activ. serv.comun.soc y personales (194)",13,11,1,,1
"Hogares privados con servicio doméstico (195)",90,90,,,
"Actividad economica no especificada (197)",90,87,1,,2
