"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",889,30,6,227,403,50,64,25,84
"Hombres (048)",16472,1154,402,5751,6301,769,997,402,696
"Jefe o Jefa (049)",6522,178,2,2244,2451,348,618,190,491
"Esposa(o)/ compa¤era(o) (050)",484,23,1,145,203,14,51,14,33
"Hijo(a)/ hijastro(a) (051)",6635,694,337,2371,2583,267,185,133,65
"Yerno/ nuera (052)",226,2,,46,105,23,29,10,11
"Nieto(a) (053)",557,140,42,245,107,8,6,5,4
"Padres/ suegros (054)",146,21,,101,21,,1,,2
"Otro(a) pariente (055)",1306,79,18,444,562,77,61,32,33
"Trabajador(a) del hogar (056)",15,,,5,10,,,,
"Pensionista (057)",27,1,,10,7,3,3,,3
"Otro(a) no pariente (058)",554,16,2,140,252,29,43,18,54
"Mujeres (060)",15457,1698,360,5900,5212,720,894,234,439
"Jefe o Jefa (061)",2350,243,4,935,686,109,202,33,138
"Esposa(o)/ compa¤era(o) (062)",4925,375,7,1966,1667,208,436,83,183
"Hijo(a)/ hijastro(a) (063)",5810,695,285,2191,2060,274,166,79,60
"Yerno/ nuera (064)",266,3,,47,152,25,20,11,8
"Nieto(a) (065)",500,139,45,207,89,13,3,2,2
"Padres/ suegros (066)",295,122,,141,23,1,7,,1
"Otro(a) pariente (067)",892,101,15,300,337,65,38,19,17
"Trabajador(a) del hogar (068)",76,6,,24,43,3,,,
"Pensionista (069)",8,,,2,4,1,1,,
"Otro(a) no pariente (070)",335,14,4,87,151,21,21,7,30
,,,,,,,,,
"RURAL (072)",32140,5289,743,16148,8496,624,449,214,177
"Jefe o Jefa (073)",9164,1221,10,5031,2379,173,189,62,99
"Esposa(o)/ compa¤era(o) (074)",5639,1126,9,2946,1339,74,90,29,26
"Hijo(a)/ hijastro(a) (075)",12760,2098,600,5988,3562,271,122,98,21
"Yerno/ nuera (076)",343,11,,123,177,15,13,3,1
"Nieto(a) (077)",751,229,77,341,94,7,2,1,
"Padres/ suegros (078)",365,192,,163,9,,,1,
"Otro(a) pariente (079)",2284,331,42,1138,664,62,16,13,18
"Trabajador(a) del hogar (080)",27,1,1,17,7,1,,,
"Pensionista (081)",52,1,,13,30,5,1,2,
"Otro(a) no pariente (082)",755,79,4,388,235,16,16,5,12
"Hombres (084)",18319,2321,382,9371,5345,370,278,140,112
"Jefe o Jefa (085)",7858,808,8,4443,2136,157,165,58,83
"Esposa(o)/ compa¤era(o) (086)",322,28,,171,103,6,8,1,5
"Hijo(a)/ hijastro(a) (087)",7213,1089,301,3316,2225,135,72,64,11
"Yerno/ nuera (088)",162,3,,55,87,6,10,1,
"Nieto(a) (089)",446,130,48,191,73,2,1,1,
"Padres/ suegros (090)",134,32,,93,8,,,1,
"Otro(a) pariente (091)",1521,179,23,758,488,47,12,7,7
"Trabajador(a) del hogar (092)",7,,1,4,2,,,,
"Pensionista (093)",47,1,,12,28,3,1,2,
"Otro(a) no pariente (094)",609,51,1,328,195,14,9,5,6
"Mujeres (096)",13821,2968,361,6777,3151,254,171,74,65
"Jefe o Jefa (097)",1306,413,2,588,243,16,24,4,16
"Esposa(o)/ compa¤era(o) (098)",5317,1098,9,2775,1236,68,82,28,21
"Hijo(a)/ hijastro(a) (099)",5547,1009,299,2672,1337,136,50,34,10
"Yerno/ nuera (100)",181,8,,68,90,9,3,2,1
"Nieto(a) (101)",305,99,29,150,21,5,1,,
"Padres/ suegros (102)",231,160,,70,1,,,,
"Otro(a) pariente (103)",763,152,19,380,176,15,4,6,11
"Trabajador(a) del hogar (104)",20,1,,13,5,1,,,
"Pensionista (105)",5,,,1,2,2,,,
"Otro(a) no pariente (106)",146,28,3,60,40,2,7,,6
