"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",403,1,107,175,110,10
"Otras activ. serv.comun.soc y personales (041)",789,23,255,259,205,47
"Hogares privados con servicio doméstico (042)",65,7,37,11,8,2
"Actividad economica no especificada (044)",1322,11,472,473,297,69
"Desocupado (045)",1465,48,689,400,265,63
"Mujeres (046)",15404,390,5675,5813,3098,428
"Agric., ganadería, caza y silvicultura (047)",3130,118,1119,980,714,199
"Pesca (048)",2,,,1,1,
"Explotación de minas y canteras (049)",5,,2,3,,
"Industrias manufactureras (050)",559,9,160,232,147,11
"Suministro de electricidad, gas y agua (051)",10,,2,4,4,
"Construcción (052)",42,2,20,14,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3208,81,1059,1299,693,76
"Venta, mant.y rep. veh.autom.y motoc. (054)",94,,48,33,12,1
"Comercio al por mayor (055)",126,2,54,53,16,1
"Comercio al por menor (056)",2988,79,957,1213,665,74
"Hoteles y restaurantes (057)",1154,53,387,409,280,25
"Trans., almac. y comunicaciones (058)",196,7,135,43,9,2
"Intermediación financiera (059)",58,,42,15,1,
"Activid.inmobil., empres. y alquileres (060)",501,2,254,181,62,2
"Admin.pub. y defensa; p. segur.soc afil (061)",256,,82,113,61,
"Enseñanza (062)",2066,,445,1184,432,5
"Servicios sociales y de salud (063)",526,,208,244,68,6
"Otras activ. serv.comun.soc y personales (064)",527,7,162,204,133,21
"Hogares privados con servicio doméstico (065)",1395,71,788,308,198,30
"Actividad economica no especificada (067)",1233,9,475,446,256,47
"Desocupado (068)",536,31,335,133,33,4
,,,,,,
"URBANA (069)",35055,796,12084,12864,7871,1440
"Agric., ganadería, caza y silvicultura (070)",6567,153,1789,2064,1861,700
"Pesca (071)",7,,2,4,1,
"Explotación de minas y canteras (072)",32,,9,16,7,
"Industrias manufactureras (073)",2037,61,709,696,485,86
"Suministro de electricidad, gas y agua (074)",75,,25,31,19,
"Construcción (075)",1870,23,637,672,468,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",6754,285,2297,2453,1484,235
"Venta, mant.y rep. veh.autom.y motoc. (077)",898,29,413,317,126,13
"Comercio al por mayor (078)",365,8,151,143,59,4
"Comercio al por menor (079)",5491,248,1733,1993,1299,218
"Hoteles y restaurantes (080)",1659,87,611,536,376,49
"Trans., almac. y comunicaciones (081)",3776,43,1817,1340,536,40
"Intermediación financiera (082)",134,,77,46,11,
"Activid.inmobil., empres. y alquileres (083)",1271,3,518,522,216,12
"Admin.pub. y defensa; p. segur.soc afil (084)",956,,226,440,276,14
"Enseñanza (085)",3202,,540,1801,842,19
"Servicios sociales y de salud (086)",842,1,268,389,169,15
"Otras activ. serv.comun.soc y personales (087)",1236,30,390,429,324,63
"Hogares privados con servicio doméstico (088)",1171,62,685,253,151,20
"Actividad economica no especificada (090)",2122,19,797,778,449,79
"Desocupado (091)",1344,29,687,394,196,38
"Hombres (092)",23584,552,7945,8343,5528,1216
"Agric., ganadería, caza y silvicultura (093)",5826,130,1576,1824,1639,657
"Pesca (094)",5,,2,3,,
"Explotación de minas y canteras (095)",27,,7,13,7,
"Industrias manufactureras (096)",1523,52,566,479,349,77
"Suministro de electricidad, gas y agua (097)",65,,23,27,15,
"Construcción (098)",1831,23,617,659,462,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",3809,210,1310,1276,847,166
"Venta, mant.y rep. veh.autom.y motoc. (100)",806,29,366,284,115,12
"Comercio al por mayor (101)",243,6,99,92,43,3
"Comercio al por menor (102)",2760,175,845,900,689,151
"Hoteles y restaurantes (103)",606,42,258,159,118,29
"Trans., almac. y comunicaciones (104)",3585,36,1686,1298,527,38
"Intermediación financiera (105)",78,,36,32,10,
"Activid.inmobil., empres. y alquileres (106)",783,1,273,344,155,10
"Admin.pub. y defensa; p. segur.soc afil (107)",712,,151,330,217,14
"Enseñanza (108)",1483,,231,791,447,14
"Servicios sociales y de salud (109)",365,1,89,163,103,9
"Otras activ. serv.comun.soc y personales (110)",739,23,239,236,197,44
"Hogares privados con servicio doméstico (111)",54,6,29,10,7,2
"Actividad economica no especificada (113)",1153,10,413,419,260,51
"Desocupado (114)",940,18,439,280,168,35
"Mujeres (115)",11471,244,4139,4521,2343,224
"Agric., ganadería, caza y silvicultura (116)",741,23,213,240,222,43
"Pesca (117)",2,,,1,1,
"Explotación de minas y canteras (118)",5,,2,3,,
"Industrias manufactureras (119)",514,9,143,217,136,9
"Suministro de electricidad, gas y agua (120)",10,,2,4,4,
"Construcción (121)",39,,20,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",2945,75,987,1177,637,69
"Venta, mant.y rep. veh.autom.y motoc. (123)",92,,47,33,11,1
"Comercio al por mayor (124)",122,2,52,51,16,1
"Comercio al por menor (125)",2731,73,888,1093,610,67
"Hoteles y restaurantes (126)",1053,45,353,377,258,20
"Trans., almac. y comunicaciones (127)",191,7,131,42,9,2
"Intermediación financiera (128)",56,,41,14,1,
"Activid.inmobil., empres. y alquileres (129)",488,2,245,178,61,2
"Admin.pub. y defensa; p. segur.soc afil (130)",244,,75,110,59,
"Enseñanza (131)",1719,,309,1010,395,5
"Servicios sociales y de salud (132)",477,,179,226,66,6
"Otras activ. serv.comun.soc y personales (133)",497,7,151,193,127,19
"Hogares privados con servicio doméstico (134)",1117,56,656,243,144,18
"Actividad economica no especificada (136)",969,9,384,359,189,28
"Desocupado (137)",404,11,248,114,28,3
,,,,,,
"RURAL (138)",29130,821,10861,8991,6308,2149
"Agric., ganadería, caza y silvicultura (139)",25043,716,9358,7516,5446,2007
"Explotación de minas y canteras (141)",34,,9,8,16,1
"Industrias manufactureras (142)",232,1,78,88,54,11
"Suministro de electricidad, gas y agua (143)",13,,3,7,3,
"Construcción (144)",323,6,81,129,100,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",664,19,202,268,151,24
"Venta, mant.y rep. veh.autom.y motoc. (146)",43,1,25,9,7,1
"Comercio al por mayor (147)",21,1,6,10,4,
"Comercio al por menor (148)",600,17,171,249,140,23
"Hoteles y restaurantes (149)",165,11,59,51,36,8
"Trans., almac. y comunicaciones (150)",317,1,134,123,56,3
"Intermediación financiera (151)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (152)",63,,23,23,16,1
"Admin.pub. y defensa; p. segur.soc afil (153)",87,,20,43,22,2
"Enseñanza (154)",641,,192,324,124,1
"Servicios sociales y de salud (155)",87,,47,30,9,1
"Otras activ. serv.comun.soc y personales (156)",80,,27,34,14,5
"Hogares privados con servicio doméstico (157)",289,16,140,66,55,12
"Actividad economica no especificada (159)",433,1,150,141,104,37
"Desocupado (160)",657,50,337,139,102,29
"Hombres (161)",25197,675,9325,7699,5553,1945
"Agric., ganadería, caza y silvicultura (162)",22654,621,8452,6776,4954,1851
"Explotación de minas y canteras (164)",34,,9,8,16,1
"Industrias manufactureras (165)",187,1,61,73,43,9
"Suministro de electricidad, gas y agua (166)",13,,3,7,3,
"Construcción (167)",320,4,81,128,100,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",401,13,130,146,95,17
"Venta, mant.y rep. veh.autom.y motoc. (169)",41,1,24,9,6,1
"Comercio al por mayor (170)",17,1,4,8,4,
"Comercio al por menor (171)",343,11,102,129,85,16
"Hoteles y restaurantes (172)",64,3,25,19,14,3
"Trans., almac. y comunicaciones (173)",312,1,130,122,56,3
"Activid.inmobil., empres. y alquileres (175)",50,,14,20,15,1
"Admin.pub. y defensa; p. segur.soc afil (176)",75,,13,40,20,2
"Enseñanza (177)",294,,56,150,87,1
"Servicios sociales y de salud (178)",38,,18,12,7,1
"Otras activ. serv.comun.soc y personales (179)",50,,16,23,8,3
"Hogares privados con servicio doméstico (180)",11,1,8,1,1,
"Actividad economica no especificada (182)",169,1,59,54,37,18
"Desocupado (183)",525,30,250,120,97,28
"Mujeres (184)",3933,146,1536,1292,755,204
"Agric., ganadería, caza y silvicultura (185)",2389,95,906,740,492,156
"Industrias manufactureras (188)",45,,17,15,11,2
"Construcción (190)",3,2,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",263,6,72,122,56,7
"Venta, mant.y rep. veh.autom.y motoc. (192)",2,,1,,1,
"Comercio al por mayor (193)",4,,2,2,,
"Comercio al por menor (194)",257,6,69,120,55,7
"Hoteles y restaurantes (195)",101,8,34,32,22,5
"Trans., almac. y comunicaciones (196)",5,,4,1,,
"Intermediación financiera (197)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (198)",13,,9,3,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",12,,7,3,2,
"Enseñanza (200)",347,,136,174,37,
"Servicios sociales y de salud (201)",49,,29,18,2,
"Otras activ. serv.comun.soc y personales (202)",30,,11,11,6,2
"Hogares privados con servicio doméstico (203)",278,15,132,65,54,12
"Actividad economica no especificada (205)",264,,91,87,67,19
"Desocupado (206)",132,20,87,19,5,1
