"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",1523,178,88,519,627,39,17,39,16
"Yerno/ nuera (052)",45,,,7,28,1,5,1,3
"Nieto(a) (053)",134,27,9,64,32,1,,1,
"Padres/ suegros (054)",12,6,,5,1,,,,
"Otro(a) pariente (055)",169,12,6,65,72,6,2,5,1
"Trabajador(a) del hogar (056)",3,,,,3,,,,
"Pensionista (057)",2,,,,,1,,,1
"Otro(a) no pariente (058)",27,2,,10,10,2,2,,1
"Mujeres (060)",3449,659,123,1370,1096,66,57,38,40
"Jefe o Jefa (061)",662,202,1,266,160,6,14,2,11
"Esposa(o)/ compa¤era(o) (062)",1074,232,4,434,333,25,23,7,16
"Hijo(a)/ hijastro(a) (063)",1353,156,99,536,483,31,13,25,10
"Yerno/ nuera (064)",37,,,7,28,1,,1,
"Nieto(a) (065)",135,32,15,56,27,2,1,1,1
"Padres/ suegros (066)",24,19,,2,3,,,,
"Otro(a) pariente (067)",145,16,3,66,54,1,3,2,
"Trabajador(a) del hogar (068)",4,1,,,3,,,,
"Otro(a) no pariente (070)",15,1,1,3,5,,3,,2
,,,,,,,,,
"RURAL (072)",18882,4045,535,9010,4824,144,129,68,127
"Jefe o Jefa (073)",7093,1812,7,3578,1475,46,68,26,81
"Esposa(o)/ compa¤era(o) (074)",3012,935,5,1628,415,6,8,2,13
"Hijo(a)/ hijastro(a) (075)",7181,906,444,3119,2532,73,45,32,30
"Yerno/ nuera (076)",206,2,1,78,113,4,4,3,1
"Nieto(a) (077)",740,181,66,344,143,3,,3,
"Padres/ suegros (078)",129,90,,36,3,,,,
"Otro(a) pariente (079)",504,115,12,219,139,11,4,2,2
"Trabajador(a) del hogar (080)",1,1,,,,,,,
"Otro(a) no pariente (082)",16,3,,8,4,1,,,
"Hombres (084)",9079,1213,251,4317,2935,115,95,52,101
"Jefe o Jefa (085)",4421,580,3,2444,1203,42,55,21,73
"Esposa(o)/ compa¤era(o) (086)",113,13,,46,41,3,3,,7
"Hijo(a)/ hijastro(a) (087)",3784,475,214,1504,1460,56,33,23,19
"Yerno/ nuera (088)",83,,,14,60,3,2,3,1
"Nieto(a) (089)",387,99,27,173,82,3,,3,
"Padres/ suegros (090)",31,9,,19,3,,,,
"Otro(a) pariente (091)",248,35,7,111,83,7,2,2,1
"Otro(a) no pariente (094)",12,2,,6,3,1,,,
"Mujeres (096)",9803,2832,284,4693,1889,29,34,16,26
"Jefe o Jefa (097)",2672,1232,4,1134,272,4,13,5,8
"Esposa(o)/ compa¤era(o) (098)",2899,922,5,1582,374,3,5,2,6
"Hijo(a)/ hijastro(a) (099)",3397,431,230,1615,1072,17,12,9,11
"Yerno/ nuera (100)",123,2,1,64,53,1,2,,
"Nieto(a) (101)",353,82,39,171,61,,,,
"Padres/ suegros (102)",98,81,,17,,,,,
"Otro(a) pariente (103)",256,80,5,108,56,4,2,,1
"Trabajador(a) del hogar (104)",1,1,,,,,,,
"Otro(a) no pariente (106)",4,1,,2,1,,,,
