"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",9753,670,299,2731,3839,481,512,472,749
"Jefe o Jefa (049)",3682,143,2,931,1469,198,287,204,448
"Esposa(o)/ compa¤era(o) (050)",329,5,,88,138,23,20,14,41
"Hijo(a)/ hijastro(a) (051)",3870,326,232,1155,1518,172,130,175,162
"Yerno/ nuera (052)",273,3,,23,132,33,25,16,41
"Nieto(a) (053)",673,115,46,257,211,16,5,16,7
"Padres/ suegros (054)",81,5,,49,22,1,,,4
"Otro(a) pariente (055)",676,61,14,198,281,26,33,37,26
"Trabajador(a) del hogar (056)",4,,,3,1,,,,
"Pensionista (057)",19,,,,13,2,3,1,
"Otro(a) no pariente (058)",146,12,5,27,54,10,9,9,20
"Mujeres (060)",9706,905,266,2880,3367,511,661,414,702
"Jefe o Jefa (061)",1419,118,2,467,422,106,114,42,148
"Esposa(o)/ compa¤era(o) (062)",2902,210,5,756,1095,152,280,114,290
"Hijo(a)/ hijastro(a) (063)",3533,314,166,1073,1271,180,165,184,180
"Yerno/ nuera (064)",230,2,,14,129,23,23,12,27
"Nieto(a) (065)",667,120,66,270,171,14,7,13,6
"Padres/ suegros (066)",189,71,,101,14,1,1,1,
"Otro(a) pariente (067)",634,61,23,166,227,29,47,43,38
"Trabajador(a) del hogar (068)",14,2,,6,5,,1,,
"Pensionista (069)",13,1,,2,7,,,1,2
"Otro(a) no pariente (070)",105,6,4,25,26,6,23,4,11
,,,,,,,,,
"RURAL (072)",6254,780,148,2758,2188,103,83,77,117
"Jefe o Jefa (073)",1797,145,1,817,683,35,29,33,54
"Esposa(o)/ compa¤era(o) (074)",1202,189,,562,380,20,18,5,28
"Hijo(a)/ hijastro(a) (075)",2421,305,111,1050,839,38,22,31,25
"Yerno/ nuera (076)",70,,,14,50,1,3,,2
"Nieto(a) (077)",287,60,25,124,67,3,1,7,
"Padres/ suegros (078)",58,28,,28,1,,,,1
"Otro(a) pariente (079)",327,38,11,134,131,3,5,1,4
"Trabajador(a) del hogar (080)",7,1,,3,3,,,,
"Pensionista (081)",15,,,3,8,1,2,,1
"Otro(a) no pariente (082)",70,14,,23,26,2,3,,2
"Hombres (084)",3449,352,73,1432,1370,56,45,55,66
"Jefe o Jefa (085)",1505,96,1,652,624,31,24,32,45
"Esposa(o)/ compa¤era(o) (086)",49,5,,21,20,,2,,1
"Hijo(a)/ hijastro(a) (087)",1391,174,56,563,535,20,9,20,14
"Yerno/ nuera (088)",38,,,4,32,,1,,1
"Nieto(a) (089)",169,40,9,79,37,2,,2,
"Padres/ suegros (090)",23,8,,13,1,,,,1
"Otro(a) pariente (091)",203,19,7,78,91,,5,1,2
"Pensionista (093)",13,,,3,8,1,1,,
"Otro(a) no pariente (094)",58,10,,19,22,2,3,,2
"Mujeres (096)",2805,428,75,1326,818,47,38,22,51
"Jefe o Jefa (097)",292,49,,165,59,4,5,1,9
"Esposa(o)/ compa¤era(o) (098)",1153,184,,541,360,20,16,5,27
"Hijo(a)/ hijastro(a) (099)",1030,131,55,487,304,18,13,11,11
"Yerno/ nuera (100)",32,,,10,18,1,2,,1
"Nieto(a) (101)",118,20,16,45,30,1,1,5,
"Padres/ suegros (102)",35,20,,15,,,,,
"Otro(a) pariente (103)",124,19,4,56,40,3,,,2
"Trabajador(a) del hogar (104)",7,1,,3,3,,,,
"Pensionista (105)",2,,,,,,1,,1
"Otro(a) no pariente (106)",12,4,,4,4,,,,
