"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",227,211,14,2,
"Empleado (057)",9,9,,,
"Obrero (058)",30,21,7,2,
"Trabajador independiente (059)",33,29,4,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",145,142,3,,
"Trabajador del hogar (062)",9,9,,,
"De 15 a 29 años (064)",3210,2525,318,159,208
"Empleado (065)",716,346,119,106,145
"Obrero (066)",671,476,96,43,56
"Trabajador independiente (067)",1078,1008,70,,
"Empleador o patrono (068)",40,27,5,4,4
"Trabajador familiar no remunerado (069)",616,579,28,6,3
"Trabajador del hogar (070)",89,89,,,
"De 30 a 44 años (072)",3835,2896,328,245,366
"Empleado (073)",905,296,132,175,302
"Obrero (074)",726,494,105,68,59
"Trabajador independiente (075)",1692,1624,68,,
"Empleador o patrono (076)",71,56,11,2,2
"Trabajador familiar no remunerado (077)",389,374,12,,3
"Trabajador del hogar (078)",52,52,,,
"De 45 a 64 años (080)",2983,2413,214,130,226
"Empleado (081)",510,141,85,94,190
"Obrero (082)",513,382,66,32,33
"Trabajador independiente (083)",1526,1484,42,,
"Empleador o patrono (084)",70,52,12,4,2
"Trabajador familiar no remunerado (085)",317,307,9,,1
"Trabajador del hogar (086)",47,47,,,
"De 65 y más años (088)",868,824,25,9,10
"Empleado (089)",35,18,6,5,6
"Obrero (090)",113,101,5,3,4
"Trabajador independiente (091)",554,544,10,,
"Empleador o patrono (092)",15,14,,1,
"Trabajador familiar no remunerado (093)",141,137,4,,
"Trabajador del hogar (094)",10,10,,,
,,,,,
"RURAL (096)",7838,6653,446,431,308
"Empleado (097)",570,212,91,145,122
"Obrero (098)",1861,1255,138,283,185
"Trabajador independiente (099)",3351,3222,129,,
"Empleador o patrono (100)",46,28,14,3,1
"Trabajador familiar no remunerado (101)",1954,1880,74,,
"Trabajador del hogar (102)",56,56,,,
"De 06 a 14 años (104)",102,94,7,,1
"Obrero (106)",14,12,1,,1
"Trabajador independiente (107)",15,15,,,
"Trabajador familiar no remunerado (109)",68,62,6,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",2488,2028,163,184,113
"Empleado (113)",220,98,31,54,37
"Obrero (114)",686,425,58,128,75
"Trabajador independiente (115)",768,729,39,,
"Empleador o patrono (116)",10,3,4,2,1
"Trabajador familiar no remunerado (117)",777,746,31,,
"Trabajador del hogar (118)",27,27,,,
"De 30 a 44 años (120)",2626,2132,149,195,150
"Empleado (121)",239,79,35,66,59
"Obrero (122)",714,443,52,128,91
"Trabajador independiente (123)",1098,1058,40,,
"Empleador o patrono (124)",16,12,3,1,
"Trabajador familiar no remunerado (125)",543,524,19,,
"Trabajador del hogar (126)",16,16,,,
"De 45 a 64 años (128)",1927,1723,109,51,44
"Empleado (129)",108,34,24,24,26
"Obrero (130)",355,286,24,27,18
"Trabajador independiente (131)",1036,995,41,,
"Empleador o patrono (132)",14,8,6,,
"Trabajador familiar no remunerado (133)",408,394,14,,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",695,676,18,1,
"Empleado (137)",3,1,1,1,
"Obrero (138)",92,89,3,,
"Trabajador independiente (139)",434,425,9,,
"Empleador o patrono (140)",6,5,1,,
"Trabajador familiar no remunerado (141)",158,154,4,,
"Trabajador del hogar (142)",2,2,,,
