"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 30 a 34 años (025)",94,88,,24,31,23,9,,1,,6,204
"De 35 a 39 años (026)",115,109,,22,32,18,27,9,1,,6,326
"De 40 a 44 años (027)",83,80,,9,15,12,25,13,6,,3,324
"De 45 a 49 años (028)",62,61,,6,8,14,14,15,4,,1,260
"De 50 y más años (029)",171,171,,15,11,20,40,43,31,11,,932
"Desocupada (030)",43,37,,15,4,4,6,7,1,,6,113
"De 15 a 19 años (032)",2,2,,2,,,,,,,,2
"De 20 a 24 años (033)",8,2,,2,,,,,,,6,2
"De 25 a 29 años (034)",6,6,,5,1,,,,,,,7
"De 30 a 34 años (035)",8,8,,5,1,2,,,,,,13
"De 35 a 39 años (036)",8,8,,1,1,1,2,3,,,,34
"De 40 a 44 años (037)",3,3,,,,1,2,,,,,12
"De 45 a 49 años (038)",1,1,,,,,,1,,,,7
"De 50 y más años (039)",7,7,,,1,,2,3,1,,,36
"No PEA (040)",7250,7063,22,1194,1173,1053,1722,1065,630,204,187,28678
"De 12 a 14 años (041)",10,3,1,2,,,,,,,7,2
"De 15 a 19 años (042)",235,223,1,183,37,,2,,,,12,265
"De 20 a 24 años (043)",829,764,3,379,258,94,28,2,,,65,1303
"De 25 a 29 años (044)",874,832,3,204,262,188,162,13,,,42,2060
"De 30 a 34 años (045)",856,836,,119,206,212,228,55,15,1,20,2638
"De 35 a 39 años (046)",876,864,,82,121,144,320,140,51,6,12,3547
"De 40 a 44 años (047)",710,703,4,46,81,118,233,151,59,11,7,3203
"De 45 a 49 años (048)",584,582,3,36,52,68,169,129,79,46,2,3097
"De 50 y más años (049)",2276,2256,7,143,156,229,580,575,426,140,20,12563
,,,,,,,,,,,,
"URBANA (060)",1345,1291,5,268,248,255,284,132,80,19,54,4510
"De 15 a 19 años (062)",26,26,,23,3,,,,,,,29
"De 20 a 24 años (063)",117,99,,63,23,9,4,,,,18,152
"De 25 a 29 años (064)",169,152,2,61,44,28,16,1,,,17,311
"De 30 a 34 años (065)",192,183,,43,58,56,20,4,2,,9,454
"De 35 a 39 años (066)",168,163,,23,37,40,53,7,3,,5,516
"De 40 a 44 años (067)",134,130,1,11,25,32,39,15,5,2,4,493
"De 45 a 49 años (068)",130,130,1,16,17,28,36,18,10,4,,538
"De 50 y más años (069)",409,408,1,28,41,62,116,87,60,13,1,2017
"PEA (070)",273,249,,63,61,54,50,13,8,,24,721
"De 15 a 19 años (072)",2,2,,2,,,,,,,,2
"De 20 a 24 años (073)",16,11,,8,1,1,1,,,,5,17
"De 25 a 29 años (074)",36,26,,15,8,1,2,,,,10,44
"De 30 a 34 años (075)",46,42,,13,15,13,1,,,,4,87
"De 35 a 39 años (076)",54,51,,11,20,10,10,,,,3,125
"De 40 a 44 años (077)",33,31,,3,10,7,11,,,,2,92
"De 45 a 49 años (078)",33,33,,6,3,11,10,2,1,,,113
"De 50 y más años (079)",53,53,,5,4,11,15,11,7,,,241
"Ocupada (080)",257,234,,58,58,52,46,12,8,,23,679
"De 15 a 19 años (082)",2,2,,2,,,,,,,,2
"De 20 a 24 años (083)",14,10,,7,1,1,1,,,,4,16
"De 25 a 29 años (084)",34,24,,14,7,1,2,,,,10,41
"De 30 a 34 años (085)",43,39,,11,15,12,1,,,,4,82
"De 35 a 39 años (086)",50,47,,10,19,10,8,,,,3,112
"De 40 a 44 años (087)",30,28,,3,10,6,9,,,,2,80
"De 45 a 49 años (088)",33,33,,6,3,11,10,2,1,,,113
"De 50 y más años (089)",51,51,,5,3,11,15,10,7,,,233
"Desocupada (090)",16,15,,5,3,2,4,1,,,1,42
"De 20 a 24 años (093)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (094)",2,2,,1,1,,,,,,,3
"De 30 a 34 años (095)",3,3,,2,,1,,,,,,5
"De 35 a 39 años (096)",4,4,,1,1,,2,,,,,13
"De 40 a 44 años (097)",3,3,,,,1,2,,,,,12
"De 50 y más años (099)",2,2,,,1,,,1,,,,8
"No PEA (100)",1072,1042,5,205,187,201,234,119,72,19,30,3789
"De 15 a 19 años (102)",24,24,,21,3,,,,,,,27
"De 20 a 24 años (103)",101,88,,55,22,8,3,,,,13,135
"De 25 a 29 años (104)",133,126,2,46,36,27,14,1,,,7,267
"De 30 a 34 años (105)",146,141,,30,43,43,19,4,2,,5,367
"De 35 a 39 años (106)",114,112,,12,17,30,43,7,3,,2,391
"De 40 a 44 años (107)",101,99,1,8,15,25,28,15,5,2,2,401
"De 45 a 49 años (108)",97,97,1,10,14,17,26,16,9,4,,425
"De 50 y más años (109)",356,355,1,23,37,51,101,76,53,13,1,1776
,,,,,,,,,,,,
"RURAL (120)",6649,6458,18,1090,1065,909,1566,1020,594,196,191,26568
"De 12 a 14 años (121)",10,3,1,2,,,,,,,7,2
"De 15 a 19 años (122)",226,213,2,172,37,,2,,,,13,254
"De 20 a 24 años (123)",795,727,3,352,252,91,27,2,,,68,1251
"De 25 a 29 años (124)",797,752,1,177,238,174,150,12,,,45,1883
"De 30 a 34 años (125)",766,749,,105,180,181,217,51,14,1,17,2401
"De 35 a 39 años (126)",831,818,,82,117,123,296,145,49,6,13,3391
"De 40 a 44 años (127)",662,656,3,44,71,99,221,149,60,9,6,3046
"De 45 a 49 años (128)",517,514,2,26,43,54,147,127,73,42,3,2826
"De 50 y más años (129)",2045,2026,6,130,127,187,506,534,398,138,19,11514
"PEA (130)",471,437,1,101,79,57,78,74,36,11,34,1679
"De 15 a 19 años (132)",15,14,1,10,3,,,,,,1,16
"De 20 a 24 años (133)",67,51,,28,16,5,2,,,,16,83
"De 25 a 29 años (134)",56,46,,19,12,13,2,,,,10,90
"De 30 a 34 años (135)",56,54,,16,17,12,8,,1,,2,130
"De 35 a 39 años (136)",69,66,,12,13,9,19,12,1,,3,235
"De 40 a 44 años (137)",53,52,,6,5,6,16,13,6,,1,244
"De 45 a 49 años (138)",30,29,,,5,3,4,14,3,,1,154
"De 50 y más años (139)",125,125,,10,8,9,27,35,25,11,,727
"Ocupada (140)",444,415,1,91,78,55,76,68,35,11,29,1608
"De 15 a 19 años (142)",13,12,1,8,3,,,,,,1,14
"De 20 a 24 años (143)",61,50,,27,16,5,2,,,,11,82
"De 25 a 29 años (144)",52,42,,15,12,13,2,,,,10,86
"De 30 a 34 años (145)",51,49,,13,16,11,8,,1,,2,122
"De 35 a 39 años (146)",65,62,,12,13,8,19,9,1,,3,214
"De 40 a 44 años (147)",53,52,,6,5,6,16,13,6,,1,244
"De 45 a 49 años (148)",29,28,,,5,3,4,13,3,,1,147
"De 50 y más años (149)",120,120,,10,8,9,25,33,24,11,,699
"Desocupada (150)",27,22,,10,1,2,2,6,1,,5,71
"De 15 a 19 años (152)",2,2,,2,,,,,,,,2
"De 20 a 24 años (153)",6,1,,1,,,,,,,5,1
"De 25 a 29 años (154)",4,4,,4,,,,,,,,4
"De 30 a 34 años (155)",5,5,,3,1,1,,,,,,8
"De 35 a 39 años (156)",4,4,,,,1,,3,,,,21
"De 45 a 49 años (158)",1,1,,,,,,1,,,,7
"De 50 y más años (159)",5,5,,,,,2,2,1,,,28
"No PEA (160)",6178,6021,17,989,986,852,1488,946,558,185,157,24889
"De 12 a 14 años (161)",10,3,1,2,,,,,,,7,2
"De 15 a 19 años (162)",211,199,1,162,34,,2,,,,12,238
"De 20 a 24 años (163)",728,676,3,324,236,86,25,2,,,52,1168
"De 25 a 29 años (164)",741,706,1,158,226,161,148,12,,,35,1793
"De 30 a 34 años (165)",710,695,,89,163,169,209,51,13,1,15,2271
"De 35 a 39 años (166)",762,752,,70,104,114,277,133,48,6,10,3156
"De 40 a 44 años (167)",609,604,3,38,66,93,205,136,54,9,5,2802
"De 45 a 49 años (168)",487,485,2,26,38,51,143,113,70,42,2,2672
"De 50 y más años (169)",1920,1901,6,120,119,178,479,499,373,127,19,10787
