"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (046)",3156,,,,40,1071,1435,610
"De 40 a 44 años (047)",2702,,,2,206,1305,739,450
"De 45 a 49 años (048)",2372,,,24,566,1100,264,418
"De 50 y más años (049)",13084,741,1830,3165,3350,1219,43,2736
,,,,,,,,
"URBANA (060)",48596,735,1888,3678,6002,9845,13663,12785
"De 12 a 14 años (061)",50,,,,,,3,47
"De 15 a 19 años (062)",992,,,,,,543,449
"De 20 a 24 años (063)",4616,,,,,20,2407,2189
"De 25 a 29 años (064)",5875,,,,,354,3371,2150
"De 30 a 34 años (065)",6018,,,,1,1143,3234,1640
"De 35 a 39 años (066)",5724,,,,75,2079,2333,1237
"De 40 a 44 años (067)",5222,,,1,470,2460,1327,964
"De 45 a 49 años (068)",4258,,,50,1010,2016,391,791
"De 50 y más años (069)",15841,735,1888,3627,4446,1773,54,3318
"PEA (070)",20284,51,214,870,2449,5290,5634,5776
"De 12 a 14 años (071)",3,,,,,,,3
"De 15 a 19 años (072)",228,,,,,,120,108
"De 20 a 24 años (073)",1675,,,,,6,719,950
"De 25 a 29 años (074)",2616,,,,,203,1259,1154
"De 30 a 34 años (075)",3032,,,,1,633,1457,941
"De 35 a 39 años (076)",3077,,,,41,1181,1154,701
"De 40 a 44 años (077)",2894,,,,283,1334,709,568
"De 45 a 49 años (078)",2306,,,27,526,1122,195,436
"De 50 y más años (079)",4453,51,214,843,1598,811,21,915
"Ocupada (080)",19520,51,211,862,2401,5133,5370,5492
"De 12 a 14 años (081)",3,,,,,,,3
"De 15 a 19 años (082)",203,,,,,,105,98
"De 20 a 24 años (083)",1520,,,,,5,659,856
"De 25 a 29 años (084)",2459,,,,,195,1180,1084
"De 30 a 34 años (085)",2901,,,,1,607,1398,895
"De 35 a 39 años (086)",2983,,,,41,1142,1118,682
"De 40 a 44 años (087)",2820,,,,273,1298,698,551
"De 45 a 49 años (088)",2256,,,27,516,1096,191,426
"De 50 y más años (089)",4375,51,211,835,1570,790,21,897
"Desocupada (090)",764,,3,8,48,157,264,284
"De 15 a 19 años (092)",25,,,,,,15,10
"De 20 a 24 años (093)",155,,,,,1,60,94
"De 25 a 29 años (094)",157,,,,,8,79,70
"De 30 a 34 años (095)",131,,,,,26,59,46
"De 35 a 39 años (096)",94,,,,,39,36,19
"De 40 a 44 años (097)",74,,,,10,36,11,17
"De 45 a 49 años (098)",50,,,,10,26,4,10
"De 50 y más años (099)",78,,3,8,28,21,,18
"No PEA (100)",28312,684,1674,2808,3553,4555,8029,7009
"De 12 a 14 años (101)",47,,,,,,3,44
"De 15 a 19 años (102)",764,,,,,,423,341
"De 20 a 24 años (103)",2941,,,,,14,1688,1239
"De 25 a 29 años (104)",3259,,,,,151,2112,996
"De 30 a 34 años (105)",2986,,,,,510,1777,699
"De 35 a 39 años (106)",2647,,,,34,898,1179,536
"De 40 a 44 años (107)",2328,,,1,187,1126,618,396
"De 45 a 49 años (108)",1952,,,23,484,894,196,355
"De 50 y más años (109)",11388,684,1674,2784,2848,962,33,2403
,,,,,,,,
"RURAL (120)",6801,61,174,458,816,1457,2346,1489
"De 12 a 14 años (121)",7,,,,,,,7
"De 15 a 19 años (122)",215,,,,,,146,69
"De 20 a 24 años (123)",796,,,,,2,495,299
"De 25 a 29 años (124)",856,,,,,48,562,246
"De 30 a 34 años (125)",818,,,,,178,486,154
"De 35 a 39 años (126)",781,,,,9,292,356,124
"De 40 a 44 años (127)",616,,,1,32,303,185,95
"De 45 a 49 años (128)",604,,,1,117,302,103,81
"De 50 y más años (129)",2108,61,174,456,658,332,13,414
"PEA (130)",1858,4,18,75,207,506,600,448
"De 15 a 19 años (132)",37,,,,,,25,12
"De 20 a 24 años (133)",205,,,,,,111,94
"De 25 a 29 años (134)",248,,,,,18,140,90
"De 30 a 34 años (135)",258,,,,,74,122,62
"De 35 a 39 años (136)",272,,,,3,119,100,50
"De 40 a 44 años (137)",242,,,,13,124,64,41
"De 45 a 49 años (138)",184,,,,35,96,35,18
"De 50 y más años (139)",412,4,18,75,156,75,3,81
"Ocupada (140)",1819,4,18,74,203,501,587,432
"De 15 a 19 años (142)",37,,,,,,25,12
"De 20 a 24 años (143)",191,,,,,,107,84
"De 25 a 29 años (144)",241,,,,,18,136,87
"De 30 a 34 años (145)",254,,,,,72,121,61
"De 35 a 39 años (146)",270,,,,3,118,99,50
"De 40 a 44 años (147)",237,,,,13,122,63,39
"De 45 a 49 años (148)",181,,,,34,96,33,18
"De 50 y más años (149)",408,4,18,74,153,75,3,81
"Desocupada (150)",39,,,1,4,5,13,16
"De 20 a 24 años (153)",14,,,,,,4,10
"De 25 a 29 años (154)",7,,,,,,4,3
"De 30 a 34 años (155)",4,,,,,2,1,1
"De 35 a 39 años (156)",2,,,,,1,1,
"De 40 a 44 años (157)",5,,,,,2,1,2
"De 45 a 49 años (158)",3,,,,1,,2,
"De 50 y más años (159)",4,,,1,3,,,
"No PEA (160)",4943,57,156,383,609,951,1746,1041
"De 12 a 14 años (161)",7,,,,,,,7
"De 15 a 19 años (162)",178,,,,,,121,57
"De 20 a 24 años (163)",591,,,,,2,384,205
"De 25 a 29 años (164)",608,,,,,30,422,156
"De 30 a 34 años (165)",560,,,,,104,364,92
"De 35 a 39 años (166)",509,,,,6,173,256,74
"De 40 a 44 años (167)",374,,,1,19,179,121,54
"De 45 a 49 años (168)",420,,,1,82,206,68,63
"De 50 y más años (169)",1696,57,156,381,502,257,10,333
