"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",75,1,,22,31,4,7,2,8
"Hijo(a)/ hijastro(a) (051)",1768,198,71,640,671,51,35,48,54
"Yerno/ nuera (052)",16,,,3,7,2,2,2,
"Nieto(a) (053)",180,36,15,87,36,3,1,2,
"Padres/ suegros (054)",14,3,,10,,,1,,
"Otro(a) pariente (055)",232,24,6,70,90,11,9,7,15
"Trabajador(a) del hogar (056)",7,2,,3,2,,,,
"Pensionista (057)",1,,,,,,,,1
"Otro(a) no pariente (058)",45,3,2,8,19,3,4,,6
"Mujeres (060)",3735,401,114,1620,1105,107,158,93,137
"Jefe o Jefa (061)",742,94,3,308,200,20,57,15,45
"Esposa(o)/ compa¤era(o) (062)",933,72,2,418,298,29,54,14,46
"Hijo(a)/ hijastro(a) (063)",1554,161,89,669,468,45,39,55,28
"Yerno/ nuera (064)",36,,,6,25,1,1,,3
"Nieto(a) (065)",172,20,13,93,40,3,,2,1
"Padres/ suegros (066)",55,25,,26,4,,,,
"Otro(a) pariente (067)",206,25,6,86,61,6,4,7,11
"Trabajador(a) del hogar (068)",11,2,1,4,4,,,,
"Otro(a) no pariente (070)",26,2,,10,5,3,3,,3
,,,,,,,,,
"RURAL (072)",24243,3869,483,11598,6997,455,382,191,268
"Jefe o Jefa (073)",5857,594,1,2790,1983,117,169,59,144
"Esposa(o)/ compa¤era(o) (074)",3713,521,3,2151,917,43,44,14,20
"Hijo(a)/ hijastro(a) (075)",11880,2067,384,5424,3442,264,121,105,73
"Yerno/ nuera (076)",183,22,,58,82,5,8,1,7
"Nieto(a) (077)",1273,365,68,613,208,7,6,3,3
"Padres/ suegros (078)",216,106,,103,7,,,,
"Otro(a) pariente (079)",964,157,24,411,315,11,26,7,13
"Trabajador(a) del hogar (080)",21,10,,6,2,1,2,,
"Pensionista (081)",2,,,,2,,,,
"Otro(a) no pariente (082)",134,27,3,42,39,7,6,2,8
"Hombres (084)",12210,1618,237,5521,4027,280,227,118,182
"Jefe o Jefa (085)",4380,256,1,2055,1674,103,142,43,106
"Esposa(o)/ compa¤era(o) (086)",118,6,,55,40,10,4,1,2
"Hijo(a)/ hijastro(a) (087)",6258,1055,184,2768,1925,148,61,64,53
"Yerno/ nuera (088)",73,6,,17,39,3,2,1,5
"Nieto(a) (089)",674,188,43,316,116,4,4,2,1
"Padres/ suegros (090)",74,20,,49,5,,,,
"Otro(a) pariente (091)",542,66,8,238,198,6,11,5,10
"Trabajador(a) del hogar (092)",7,6,,1,,,,,
"Pensionista (093)",2,,,,2,,,,
"Otro(a) no pariente (094)",82,15,1,22,28,6,3,2,5
"Mujeres (096)",12033,2251,246,6077,2970,175,155,73,86
"Jefe o Jefa (097)",1477,338,,735,309,14,27,16,38
"Esposa(o)/ compa¤era(o) (098)",3595,515,3,2096,877,33,40,13,18
"Hijo(a)/ hijastro(a) (099)",5622,1012,200,2656,1517,116,60,41,20
"Yerno/ nuera (100)",110,16,,41,43,2,6,,2
"Nieto(a) (101)",599,177,25,297,92,3,2,1,2
"Padres/ suegros (102)",142,86,,54,2,,,,
"Otro(a) pariente (103)",422,91,16,173,117,5,15,2,3
"Trabajador(a) del hogar (104)",14,4,,5,2,1,2,,
"Otro(a) no pariente (106)",52,12,2,20,11,1,3,,3
