"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",921,99,37,348,337,28,17,20,35
"Yerno/ nuera (052)",35,,,7,18,2,2,3,3
"Nieto(a) (053)",132,26,11,52,31,4,1,6,1
"Padres/ suegros (054)",11,1,,10,,,,,
"Otro(a) pariente (055)",316,11,4,128,122,6,19,6,20
"Trabajador(a) del hogar (056)",4,1,1,1,1,,,,
"Otro(a) no pariente (058)",74,4,1,26,24,6,3,7,3
"Mujeres (060)",2410,333,56,1108,624,53,87,51,98
"Jefe o Jefa (061)",433,78,,210,76,13,27,6,23
"Esposa(o)/ compa¤era(o) (062)",726,78,,396,172,13,20,12,35
"Hijo(a)/ hijastro(a) (063)",727,95,45,302,208,17,15,20,25
"Yerno/ nuera (064)",41,2,,9,24,1,2,1,2
"Nieto(a) (065)",116,19,8,50,35,,1,,3
"Padres/ suegros (066)",63,27,,31,4,,,,1
"Otro(a) pariente (067)",252,31,2,89,90,9,17,7,7
"Trabajador(a) del hogar (068)",3,,,2,1,,,,
"Otro(a) no pariente (070)",49,3,1,19,14,,5,5,2
,,,,,,,,,
"RURAL (072)",3659,484,75,1661,1163,81,66,58,71
"Jefe o Jefa (073)",1102,111,,565,325,26,33,12,30
"Esposa(o)/ compa¤era(o) (074)",648,91,,346,191,4,6,,10
"Hijo(a)/ hijastro(a) (075)",1359,186,64,536,472,34,18,36,13
"Yerno/ nuera (076)",42,,,18,17,,3,1,3
"Nieto(a) (077)",156,39,8,65,39,1,1,3,
"Padres/ suegros (078)",33,16,,15,2,,,,
"Otro(a) pariente (079)",252,32,3,93,89,14,5,5,11
"Trabajador(a) del hogar (080)",3,2,,1,,,,,
"Pensionista (081)",3,,,2,,,,,1
"Otro(a) no pariente (082)",61,7,,20,28,2,,1,3
"Hombres (084)",1916,187,27,868,674,44,36,31,49
"Jefe o Jefa (085)",829,48,,431,271,19,24,10,26
"Esposa(o)/ compa¤era(o) (086)",59,6,,24,24,,,,5
"Hijo(a)/ hijastro(a) (087)",719,102,23,284,269,14,5,17,5
"Yerno/ nuera (088)",22,,,8,7,,3,1,3
"Nieto(a) (089)",75,13,3,35,22,,1,1,
"Padres/ suegros (090)",9,,,8,1,,,,
"Otro(a) pariente (091)",148,11,1,59,57,9,3,2,6
"Pensionista (093)",3,,,2,,,,,1
"Otro(a) no pariente (094)",52,7,,17,23,2,,,3
"Mujeres (096)",1743,297,48,793,489,37,30,27,22
"Jefe o Jefa (097)",273,63,,134,54,7,9,2,4
"Esposa(o)/ compa¤era(o) (098)",589,85,,322,167,4,6,,5
"Hijo(a)/ hijastro(a) (099)",640,84,41,252,203,20,13,19,8
"Yerno/ nuera (100)",20,,,10,10,,,,
"Nieto(a) (101)",81,26,5,30,17,1,,2,
"Padres/ suegros (102)",24,16,,7,1,,,,
"Otro(a) pariente (103)",104,21,2,34,32,5,2,3,5
"Trabajador(a) del hogar (104)",3,2,,1,,,,,
"Otro(a) no pariente (106)",9,,,3,5,,,1,
