"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",7,,6,1,,
"Actividad economica no especificada (044)",426,,132,193,87,14
"Desocupado (045)",202,3,118,47,29,5
"Mujeres (046)",1992,33,646,691,461,161
"Agric., ganadería, caza y silvicultura (047)",562,19,101,137,196,109
"Pesca (048)",2,,1,1,,
"Explotación de minas y canteras (049)",60,,37,19,4,
"Industrias manufactureras (050)",42,2,13,9,11,7
"Construcción (052)",6,,2,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",346,2,104,134,91,15
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,2,1,1,
"Comercio al por mayor (055)",6,,1,3,2,
"Comercio al por menor (056)",336,2,101,130,88,15
"Hoteles y restaurantes (057)",264,7,112,72,60,13
"Trans., almac. y comunicaciones (058)",22,,14,6,2,
"Intermediación financiera (059)",2,,,2,,
"Activid.inmobil., empres. y alquileres (060)",43,,23,13,6,1
"Admin.pub. y defensa; p. segur.soc afil (061)",43,,22,15,6,
"Enseñanza (062)",221,,51,147,23,
"Servicios sociales y de salud (063)",33,,10,17,4,2
"Otras activ. serv.comun.soc y personales (064)",89,1,25,41,22,
"Hogares privados con servicio doméstico (065)",71,2,46,15,7,1
"Actividad economica no especificada (067)",135,,50,49,25,11
"Desocupado (068)",51,,35,12,2,2
,,,,,,
"URBANA (069)",4342,51,1385,1585,992,329
"Agric., ganadería, caza y silvicultura (070)",936,20,183,217,307,209
"Pesca (071)",7,1,4,2,,
"Explotación de minas y canteras (072)",625,,246,293,84,2
"Industrias manufactureras (073)",188,2,66,64,41,15
"Suministro de electricidad, gas y agua (074)",8,,1,3,4,
"Construcción (075)",290,3,99,106,67,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",584,11,166,214,155,38
"Venta, mant.y rep. veh.autom.y motoc. (077)",60,,23,25,11,1
"Comercio al por mayor (078)",20,,7,8,5,
"Comercio al por menor (079)",504,11,136,181,139,37
"Hoteles y restaurantes (080)",310,8,123,82,77,20
"Trans., almac. y comunicaciones (081)",252,1,113,89,45,4
"Intermediación financiera (082)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (083)",118,,44,50,21,3
"Admin.pub. y defensa; p. segur.soc afil (084)",152,,41,53,55,3
"Enseñanza (085)",339,,61,229,47,2
"Servicios sociales y de salud (086)",44,,14,22,6,2
"Otras activ. serv.comun.soc y personales (087)",126,2,41,54,26,3
"Hogares privados con servicio doméstico (088)",58,2,40,10,6,
"Actividad economica no especificada (090)",135,,46,51,29,9
"Desocupado (091)",167,1,97,44,21,4
"Hombres (092)",3019,34,970,1093,690,232
"Agric., ganadería, caza y silvicultura (093)",692,13,153,166,213,147
"Pesca (094)",6,1,3,2,,
"Explotación de minas y canteras (095)",612,,237,290,83,2
"Industrias manufactureras (096)",160,1,58,56,33,12
"Suministro de electricidad, gas y agua (097)",8,,1,3,4,
"Construcción (098)",284,3,97,104,65,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",288,9,82,93,77,27
"Venta, mant.y rep. veh.autom.y motoc. (100)",58,,22,25,10,1
"Comercio al por mayor (101)",16,,6,7,3,
"Comercio al por menor (102)",214,9,54,61,64,26
"Hoteles y restaurantes (103)",110,4,45,26,26,9
"Trans., almac. y comunicaciones (104)",236,1,104,84,43,4
"Intermediación financiera (105)",1,,,,1,
"Activid.inmobil., empres. y alquileres (106)",78,,24,37,15,2
"Admin.pub. y defensa; p. segur.soc afil (107)",111,,19,40,49,3
"Enseñanza (108)",157,,22,101,32,2
"Servicios sociales y de salud (109)",15,,6,6,3,
"Otras activ. serv.comun.soc y personales (110)",50,1,20,16,10,3
"Hogares privados con servicio doméstico (111)",4,,3,1,,
"Actividad economica no especificada (113)",77,,23,34,17,3
"Desocupado (114)",130,1,73,34,19,3
"Mujeres (115)",1323,17,415,492,302,97
"Agric., ganadería, caza y silvicultura (116)",244,7,30,51,94,62
"Pesca (117)",1,,1,,,
"Explotación de minas y canteras (118)",13,,9,3,1,
"Industrias manufactureras (119)",28,1,8,8,8,3
"Construcción (121)",6,,2,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",296,2,84,121,78,11
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,1,,1,
"Comercio al por mayor (124)",4,,1,1,2,
"Comercio al por menor (125)",290,2,82,120,75,11
"Hoteles y restaurantes (126)",200,4,78,56,51,11
"Trans., almac. y comunicaciones (127)",16,,9,5,2,
"Intermediación financiera (128)",2,,,2,,
"Activid.inmobil., empres. y alquileres (129)",40,,20,13,6,1
"Admin.pub. y defensa; p. segur.soc afil (130)",41,,22,13,6,
"Enseñanza (131)",182,,39,128,15,
"Servicios sociales y de salud (132)",29,,8,16,3,2
"Otras activ. serv.comun.soc y personales (133)",76,1,21,38,16,
"Hogares privados con servicio doméstico (134)",54,2,37,9,6,
"Actividad economica no especificada (136)",58,,23,17,12,6
"Desocupado (137)",37,,24,10,2,1
,,,,,,
"RURAL (138)",3461,31,1146,1278,792,214
"Agric., ganadería, caza y silvicultura (139)",1159,23,289,345,337,165
"Pesca (140)",7,,3,2,1,1
"Explotación de minas y canteras (141)",1110,,400,495,212,3
"Industrias manufactureras (142)",74,1,27,23,17,6
"Suministro de electricidad, gas y agua (143)",2,,2,,,
"Construcción (144)",102,1,42,37,19,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",127,1,47,32,38,9
"Venta, mant.y rep. veh.autom.y motoc. (146)",23,,11,2,10,
"Comercio al por mayor (147)",4,,,3,,1
"Comercio al por menor (148)",100,1,36,27,28,8
"Hoteles y restaurantes (149)",90,3,47,23,15,2
"Trans., almac. y comunicaciones (150)",78,,29,31,18,
"Activid.inmobil., empres. y alquileres (152)",35,,11,15,7,2
"Admin.pub. y defensa; p. segur.soc afil (153)",12,,4,7,1,
"Enseñanza (154)",76,,19,41,16,
"Servicios sociales y de salud (155)",6,,2,2,1,1
"Otras activ. serv.comun.soc y personales (156)",51,,20,13,16,2
"Hogares privados con servicio doméstico (157)",20,,12,6,1,1
"Actividad economica no especificada (159)",426,,136,191,83,16
"Desocupado (160)",86,2,56,15,10,3
"Hombres (161)",2792,15,915,1079,633,150
"Agric., ganadería, caza y silvicultura (162)",841,11,218,259,235,118
"Pesca (163)",6,,3,1,1,1
"Explotación de minas y canteras (164)",1063,,372,479,209,3
"Industrias manufactureras (165)",60,,22,22,14,2
"Suministro de electricidad, gas y agua (166)",2,,2,,,
"Construcción (167)",102,1,42,37,19,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",77,1,27,19,25,5
"Venta, mant.y rep. veh.autom.y motoc. (169)",21,,10,1,10,
"Comercio al por mayor (170)",2,,,1,,1
"Comercio al por menor (171)",54,1,17,17,15,4
"Hoteles y restaurantes (172)",26,,13,7,6,
"Trans., almac. y comunicaciones (173)",72,,24,30,18,
"Activid.inmobil., empres. y alquileres (175)",32,,8,15,7,2
"Admin.pub. y defensa; p. segur.soc afil (176)",10,,4,5,1,
"Enseñanza (177)",37,,7,22,8,
"Servicios sociales y de salud (178)",2,,,1,,1
"Otras activ. serv.comun.soc y personales (179)",38,,16,10,10,2
"Hogares privados con servicio doméstico (180)",3,,3,,,
"Actividad economica no especificada (182)",349,,109,159,70,11
"Desocupado (183)",72,2,45,13,10,2
"Mujeres (184)",669,16,231,199,159,64
"Agric., ganadería, caza y silvicultura (185)",318,12,71,86,102,47
"Pesca (186)",1,,,1,,
"Explotación de minas y canteras (187)",47,,28,16,3,
"Industrias manufactureras (188)",14,1,5,1,3,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",50,,20,13,13,4
"Venta, mant.y rep. veh.autom.y motoc. (192)",2,,1,1,,
"Comercio al por mayor (193)",2,,,2,,
"Comercio al por menor (194)",46,,19,10,13,4
"Hoteles y restaurantes (195)",64,3,34,16,9,2
"Trans., almac. y comunicaciones (196)",6,,5,1,,
"Activid.inmobil., empres. y alquileres (198)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",2,,,2,,
"Enseñanza (200)",39,,12,19,8,
"Servicios sociales y de salud (201)",4,,2,1,1,
"Otras activ. serv.comun.soc y personales (202)",13,,4,3,6,
"Hogares privados con servicio doméstico (203)",17,,9,6,1,1
"Actividad economica no especificada (205)",77,,27,32,13,5
"Desocupado (206)",14,,11,2,,1
