"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",171,5,57,58,38,13
"Hogares privados con servicio doméstico (042)",8,,1,5,,2
"Actividad economica no especificada (044)",82,,33,19,25,5
"Desocupado (045)",269,3,114,91,53,8
"Mujeres (046)",1535,23,502,619,342,49
"Agric., ganadería, caza y silvicultura (047)",48,2,9,12,19,6
"Pesca (048)",21,,13,3,4,1
"Industrias manufactureras (050)",87,2,34,29,20,2
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",12,,8,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",309,6,64,146,78,15
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,2,3,1,
"Comercio al por mayor (055)",10,,3,3,4,
"Comercio al por menor (056)",293,6,59,140,73,15
"Hoteles y restaurantes (057)",245,4,88,79,68,6
"Trans., almac. y comunicaciones (058)",25,,13,9,3,
"Intermediación financiera (059)",6,,1,5,,
"Activid.inmobil., empres. y alquileres (060)",67,,26,26,15,
"Admin.pub. y defensa; p. segur.soc afil (061)",159,,73,57,24,5
"Enseñanza (062)",184,,25,111,48,
"Servicios sociales y de salud (063)",33,,11,17,5,
"Otras activ. serv.comun.soc y personales (064)",89,2,35,34,15,3
"Hogares privados con servicio doméstico (065)",107,5,47,34,18,3
"Actividad economica no especificada (067)",74,,21,30,16,7
"Desocupado (068)",68,2,33,24,8,1
,,,,,,
"URBANA (069)",5097,83,1823,1798,1228,165
"Agric., ganadería, caza y silvicultura (070)",90,3,13,31,24,19
"Pesca (071)",1435,24,621,465,296,29
"Explotación de minas y canteras (072)",12,,3,4,3,2
"Industrias manufactureras (073)",246,8,92,70,61,15
"Suministro de electricidad, gas y agua (074)",30,,10,10,9,1
"Construcción (075)",359,,119,153,79,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",666,20,171,252,185,38
"Venta, mant.y rep. veh.autom.y motoc. (077)",71,2,26,29,13,1
"Comercio al por mayor (078)",35,,11,13,9,2
"Comercio al por menor (079)",560,18,134,210,163,35
"Hoteles y restaurantes (080)",362,9,135,110,99,9
"Trans., almac. y comunicaciones (081)",452,4,185,145,113,5
"Intermediación financiera (082)",10,,4,5,1,
"Activid.inmobil., empres. y alquileres (083)",179,,62,63,51,3
"Admin.pub. y defensa; p. segur.soc afil (084)",321,,110,114,85,12
"Enseñanza (085)",256,,28,140,87,1
"Servicios sociales y de salud (086)",47,,14,21,12,
"Otras activ. serv.comun.soc y personales (087)",195,7,67,69,40,12
"Hogares privados con servicio doméstico (088)",92,5,41,32,11,3
"Actividad economica no especificada (090)",105,,40,31,29,5
"Desocupado (091)",240,3,108,83,43,3
"Hombres (092)",3762,60,1379,1263,932,128
"Agric., ganadería, caza y silvicultura (093)",79,1,11,29,20,18
"Pesca (094)",1414,24,608,462,292,28
"Explotación de minas y canteras (095)",12,,3,4,3,2
"Industrias manufactureras (096)",166,6,62,44,41,13
"Suministro de electricidad, gas y agua (097)",29,,9,10,9,1
"Construcción (098)",348,,112,150,78,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",374,14,108,115,112,25
"Venta, mant.y rep. veh.autom.y motoc. (100)",65,2,24,26,12,1
"Comercio al por mayor (101)",25,,8,10,5,2
"Comercio al por menor (102)",284,12,76,79,95,22
"Hoteles y restaurantes (103)",131,5,52,35,35,4
"Trans., almac. y comunicaciones (104)",428,4,172,137,110,5
"Intermediación financiera (105)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (106)",119,,38,41,37,3
"Admin.pub. y defensa; p. segur.soc afil (107)",182,,49,64,62,7
"Enseñanza (108)",107,,9,53,44,1
"Servicios sociales y de salud (109)",20,,6,6,8,
"Otras activ. serv.comun.soc y personales (110)",112,5,35,36,27,9
"Hogares privados con servicio doméstico (111)",5,,,4,,1
"Actividad economica no especificada (113)",55,,23,13,18,1
"Desocupado (114)",176,1,79,59,35,2
"Mujeres (115)",1335,23,444,535,296,37
"Agric., ganadería, caza y silvicultura (116)",11,2,2,2,4,1
"Pesca (117)",21,,13,3,4,1
"Industrias manufactureras (119)",80,2,30,26,20,2
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",11,,7,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",292,6,63,137,73,13
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,,2,3,1,
"Comercio al por mayor (124)",10,,3,3,4,
"Comercio al por menor (125)",276,6,58,131,68,13
"Hoteles y restaurantes (126)",231,4,83,75,64,5
"Trans., almac. y comunicaciones (127)",24,,13,8,3,
"Intermediación financiera (128)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (129)",60,,24,22,14,
"Admin.pub. y defensa; p. segur.soc afil (130)",139,,61,50,23,5
"Enseñanza (131)",149,,19,87,43,
"Servicios sociales y de salud (132)",27,,8,15,4,
"Otras activ. serv.comun.soc y personales (133)",83,2,32,33,13,3
"Hogares privados con servicio doméstico (134)",87,5,41,28,11,2
"Actividad economica no especificada (136)",50,,17,18,11,4
"Desocupado (137)",64,2,29,24,8,1
,,,,,,
"RURAL (138)",1355,4,383,478,358,132
"Agric., ganadería, caza y silvicultura (139)",568,1,138,168,171,90
"Pesca (140)",75,,22,34,16,3
"Explotación de minas y canteras (141)",2,,,1,1,
"Industrias manufactureras (142)",32,,12,14,4,2
"Suministro de electricidad, gas y agua (143)",6,,,3,3,
"Construcción (144)",75,,30,27,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",77,1,13,32,24,7
"Venta, mant.y rep. veh.autom.y motoc. (146)",8,,2,3,3,
"Comercio al por menor (148)",69,1,11,29,21,7
"Hoteles y restaurantes (149)",26,,8,5,10,3
"Trans., almac. y comunicaciones (150)",81,,33,25,21,2
"Intermediación financiera (151)",1,,,1,,
"Activid.inmobil., empres. y alquileres (152)",54,,15,21,14,4
"Admin.pub. y defensa; p. segur.soc afil (153)",47,,15,25,7,
"Enseñanza (154)",62,,7,40,15,
"Servicios sociales y de salud (155)",13,,5,2,5,1
"Otras activ. serv.comun.soc y personales (156)",65,,25,23,13,4
"Hogares privados con servicio doméstico (157)",23,,7,7,7,2
"Actividad economica no especificada (159)",51,,14,18,12,7
"Desocupado (160)",97,2,39,32,18,6
"Hombres (161)",1155,4,325,394,312,120
"Agric., ganadería, caza y silvicultura (162)",531,1,131,158,156,85
"Pesca (163)",75,,22,34,16,3
"Explotación de minas y canteras (164)",2,,,1,1,
"Industrias manufactureras (165)",25,,8,11,4,2
"Suministro de electricidad, gas y agua (166)",6,,,3,3,
"Construcción (167)",74,,29,27,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",60,1,12,23,19,5
"Venta, mant.y rep. veh.autom.y motoc. (169)",8,,2,3,3,
"Comercio al por menor (171)",52,1,10,20,16,5
"Hoteles y restaurantes (172)",12,,3,1,6,2
"Trans., almac. y comunicaciones (173)",80,,33,24,21,2
"Activid.inmobil., empres. y alquileres (175)",47,,13,17,13,4
"Admin.pub. y defensa; p. segur.soc afil (176)",27,,3,18,6,
"Enseñanza (177)",27,,1,16,10,
"Servicios sociales y de salud (178)",7,,2,,4,1
"Otras activ. serv.comun.soc y personales (179)",59,,22,22,11,4
"Hogares privados con servicio doméstico (180)",3,,1,1,,1
"Actividad economica no especificada (182)",27,,10,6,7,4
"Desocupado (183)",93,2,35,32,18,6
"Mujeres (184)",200,,58,84,46,12
"Agric., ganadería, caza y silvicultura (185)",37,,7,10,15,5
"Industrias manufactureras (188)",7,,4,3,,
"Construcción (190)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",17,,1,9,5,2
"Comercio al por menor (194)",17,,1,9,5,2
"Hoteles y restaurantes (195)",14,,5,4,4,1
"Trans., almac. y comunicaciones (196)",1,,,1,,
"Intermediación financiera (197)",1,,,1,,
"Activid.inmobil., empres. y alquileres (198)",7,,2,4,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",20,,12,7,1,
"Enseñanza (200)",35,,6,24,5,
"Servicios sociales y de salud (201)",6,,3,2,1,
"Otras activ. serv.comun.soc y personales (202)",6,,3,1,2,
"Hogares privados con servicio doméstico (203)",20,,6,6,7,1
"Actividad economica no especificada (205)",24,,4,12,5,3
"Desocupado (206)",4,,4,,,
