"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (055)",115,85,17,5,8
"Superior no univ. completa (056)",163,104,20,24,15
"Superior univ. incompleta (057)",178,121,17,17,23
"Superior univ. completa (058)",662,352,75,92,143
,,,,,
"URBANA (060)",149075,97226,16233,15956,19660
"Sin nivel (061)",2647,2446,114,57,30
"Educación inicial (062)",111,95,9,5,2
"Primaria (063)",16725,14778,1131,463,353
"Secundaria (064)",54424,43017,5056,3337,3014
"Superior no univ. incompleta (065)",12827,8428,1731,1352,1316
"Superior no univ. completa (066)",16994,8626,2453,2963,2952
"Superior univ. incompleta (067)",14133,8167,1710,1742,2514
"Superior univ. completa (068)",31214,11669,4029,6037,9479
"De 06 a 14 años (070)",2260,2037,170,42,11
"Sin nivel (071)",25,25,,,
"Educación inicial (072)",21,17,2,2,
"Primaria (073)",1211,1102,87,17,5
"Secundaria (074)",1003,893,81,23,6
"De 15 a 29 años (080)",51528,34980,6819,5272,4457
"Sin nivel (081)",213,173,21,13,6
"Educación inicial (082)",58,50,5,2,1
"Primaria (083)",2928,2550,254,86,38
"Secundaria (084)",23245,18266,2640,1467,872
"Superior no univ. incompleta (085)",7037,4691,1073,775,498
"Superior no univ. completa (086)",6277,3399,1041,1026,811
"Superior univ. incompleta (087)",5498,3279,827,741,651
"Superior univ. completa (088)",6272,2572,958,1162,1580
"De 30 a 44 años (090)",56042,34321,5927,6928,8866
"Sin nivel (091)",477,423,32,16,6
"Educación inicial (092)",32,28,2,1,1
"Primaria (093)",4786,4182,349,145,110
"Secundaria (094)",18647,14795,1506,1171,1175
"Superior no univ. incompleta (095)",4201,2716,491,446,548
"Superior no univ. completa (096)",7840,3918,1059,1395,1468
"Superior univ. incompleta (097)",5007,2782,529,631,1065
"Superior univ. completa (098)",15052,5477,1959,3123,4493
"De 45 a 64 años (100)",34345,21810,3005,3491,6039
"Sin nivel (101)",1137,1070,39,17,11
"Primaria (103)",5938,5247,353,174,164
"Secundaria (104)",10398,8093,756,643,906
"Superior no univ. incompleta (105)",1474,936,150,126,262
"Superior no univ. completa (106)",2715,1206,333,518,658
"Superior univ. incompleta (107)",3451,1986,337,353,775
"Superior univ. completa (108)",9232,3272,1037,1660,3263
"De 65 y más años (110)",4900,4078,312,223,287
"Sin nivel (111)",795,755,22,11,7
"Primaria (113)",1862,1697,88,41,36
"Secundaria (114)",1131,970,73,33,55
"Superior no univ. incompleta (115)",115,85,17,5,8
"Superior no univ. completa (116)",162,103,20,24,15
"Superior univ. incompleta (117)",177,120,17,17,23
"Superior univ. completa (118)",658,348,75,92,143
,,,,,
"RURAL (120)",5439,4477,575,223,164
"Sin nivel (121)",610,560,44,4,2
"Educación inicial (122)",6,3,3,,
"Primaria (123)",2135,1862,207,41,25
"Secundaria (124)",2147,1706,245,123,73
"Superior no univ. incompleta (125)",186,134,22,18,12
"Superior no univ. completa (126)",169,100,30,17,22
"Superior univ. incompleta (127)",73,51,6,6,10
"Superior univ. completa (128)",113,61,18,14,20
"De 06 a 14 años (130)",152,143,7,2,
"Sin nivel (131)",8,6,,2,
"Primaria (133)",101,96,5,,
"Secundaria (134)",43,41,2,,
"De 15 a 29 años (140)",1697,1327,209,101,60
"Sin nivel (141)",35,33,2,,
"Educación inicial (142)",1,,1,,
"Primaria (143)",425,361,41,12,11
"Secundaria (144)",976,760,131,61,24
"Superior no univ. incompleta (145)",123,90,14,13,6
"Superior no univ. completa (146)",87,50,15,10,12
"Superior univ. incompleta (147)",29,22,2,3,2
"Superior univ. completa (148)",21,11,3,2,5
"De 30 a 44 años (150)",2064,1688,214,85,77
"Sin nivel (151)",148,131,15,1,1
"Educación inicial (152)",5,3,2,,
"Primaria (153)",907,794,81,21,11
"Secundaria (154)",815,650,82,47,36
"Superior no univ. incompleta (155)",47,30,8,3,6
"Superior no univ. completa (156)",67,41,13,5,8
"Superior univ. incompleta (157)",26,16,4,2,4
"Superior univ. completa (158)",49,23,9,6,11
"De 45 a 64 años (160)",1189,1013,117,33,26
"Sin nivel (161)",241,225,15,,1
"Primaria (163)",573,494,68,8,3
"Secundaria (164)",289,237,26,14,12
"Superior no univ. incompleta (165)",16,14,,2,
"Superior no univ. completa (166)",14,8,2,2,2
"Superior univ. incompleta (167)",17,12,,1,4
"Superior univ. completa (168)",39,23,6,6,4
"De 65 y más años (170)",337,306,28,2,1
"Sin nivel (171)",178,165,12,1,
"Primaria (173)",129,117,12,,
"Secundaria (174)",24,18,4,1,1
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",4,4,,,
