"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",114,1,43,39,24,7
"Mujeres (045)",3819,308,1388,1199,751,173
"Agric., ganadería, caza y silvicultura (046)",2680,275,985,733,554,133
"Industrias manufactureras (049)",40,1,10,16,12,1
"Construcción (051)",4,,1,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",258,6,83,109,50,10
"Venta, mant.y rep. veh.autom.y motoc. (053)",4,,2,2,,
"Comercio al por mayor (054)",16,,5,10,1,
"Comercio al por menor (055)",238,6,76,97,49,10
"Hoteles y restaurantes (056)",148,4,52,54,31,7
"Trans., almac. y comunicaciones (057)",10,,8,2,,
"Intermediación financiera (058)",2,,2,,,
"Activid.inmobil., empres. y alquileres (059)",10,,5,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",19,,5,9,5,
"Enseñanza (061)",173,,37,114,22,
"Servicios sociales y de salud (062)",37,,15,19,3,
"Otras activ. serv.comun.soc y personales (063)",26,,6,15,4,1
"Hogares privados con servicio doméstico (064)",261,22,121,73,37,8
"Actividad economica no especificada (066)",151,,58,49,31,13
,,,,,,
"URBANA (067)",5510,294,1824,1856,1247,289
"Agric., ganadería, caza y silvicultura (068)",3632,264,1202,1068,863,235
"Pesca (069)",2,,,2,,
"Industrias manufactureras (071)",127,4,40,48,32,3
"Suministro de electricidad, gas y agua (072)",9,,5,4,,
"Construcción (073)",116,1,40,46,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",434,8,134,173,101,18
"Venta, mant.y rep. veh.autom.y motoc. (075)",43,1,22,11,8,1
"Comercio al por mayor (076)",38,1,11,17,8,1
"Comercio al por menor (077)",353,6,101,145,85,16
"Hoteles y restaurantes (078)",141,3,42,54,34,8
"Trans., almac. y comunicaciones (079)",160,,86,57,16,1
"Intermediación financiera (080)",6,,4,1,1,
"Activid.inmobil., empres. y alquileres (081)",32,,9,18,5,
"Admin.pub. y defensa; p. segur.soc.afil (082)",77,,24,36,17,
"Enseñanza (083)",290,,36,186,68,
"Servicios sociales y de salud (084)",64,,20,31,13,
"Otras activ. serv.comun.soc y personales (085)",51,,21,22,7,1
"Hogares privados con servicio doméstico (086)",195,14,93,57,25,6
"Actividad economica no especificada (088)",174,,68,53,38,15
"Hombres (089)",3683,187,1216,1225,854,201
"Agric., ganadería, caza y silvicultura (090)",2689,180,893,802,635,179
"Pesca (091)",2,,,2,,
"Industrias manufactureras (093)",92,3,32,33,22,2
"Suministro de electricidad, gas y agua (094)",9,,5,4,,
"Construcción (095)",112,1,39,44,26,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",225,3,67,88,58,9
"Venta, mant.y rep. veh.autom.y motoc. (097)",39,1,20,9,8,1
"Comercio al por mayor (098)",25,1,7,9,7,1
"Comercio al por menor (099)",161,1,40,70,43,7
"Hoteles y restaurantes (100)",20,,4,7,7,2
"Trans., almac. y comunicaciones (101)",150,,78,55,16,1
"Intermediación financiera (102)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (103)",22,,4,14,4,
"Admin.pub. y defensa; p. segur.soc.afil (104)",58,,19,27,12,
"Enseñanza (105)",164,,18,99,47,
"Servicios sociales y de salud (106)",30,,6,14,10,
"Otras activ. serv.comun.soc y personales (107)",29,,16,9,4,
"Hogares privados con servicio doméstico (108)",4,,2,2,,
"Actividad economica no especificada (110)",73,,31,24,12,6
"Mujeres (112)",1827,107,608,631,393,88
"Agric., ganadería, caza y silvicultura (113)",943,84,309,266,228,56
"Industrias manufactureras (116)",35,1,8,15,10,1
"Construcción (118)",4,,1,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",209,5,67,85,43,9
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,2,2,,
"Comercio al por mayor (121)",13,,4,8,1,
"Comercio al por menor (122)",192,5,61,75,42,9
"Hoteles y restaurantes (123)",121,3,38,47,27,6
"Trans., almac. y comunicaciones (124)",10,,8,2,,
"Intermediación financiera (125)",2,,2,,,
"Activid.inmobil., empres. y alquileres (126)",10,,5,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",19,,5,9,5,
"Enseñanza (128)",126,,18,87,21,
"Servicios sociales y de salud (129)",34,,14,17,3,
"Otras activ. serv.comun.soc y personales (130)",22,,5,13,3,1
"Hogares privados con servicio doméstico (131)",191,14,91,55,25,6
"Actividad economica no especificada (133)",101,,37,29,26,9
,,,,,,
"RURAL (134)",8198,584,3289,2485,1472,368
"Agric., ganadería, caza y silvicultura (135)",7654,572,3088,2263,1385,346
"Explotación de minas y canteras (137)",2,,1,,,1
"Industrias manufactureras (138)",29,1,8,7,10,3
"Construcción (140)",40,,11,18,7,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",108,1,35,50,17,5
"Venta, mant.y rep. veh.autom.y motoc. (142)",2,,,2,,
"Comercio al por mayor (143)",6,,1,4,1,
"Comercio al por menor (144)",100,1,34,44,16,5
"Hoteles y restaurantes (145)",31,1,18,7,4,1
"Trans., almac. y comunicaciones (146)",22,,8,10,4,
"Activid.inmobil., empres. y alquileres (148)",4,,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",9,,5,3,1,
"Enseñanza (150)",115,,41,64,10,
"Servicios sociales y de salud (151)",7,,2,5,,
"Otras activ. serv.comun.soc y personales (152)",6,,2,2,1,1
"Hogares privados con servicio doméstico (153)",80,8,35,19,16,2
"Actividad economica no especificada (155)",91,1,33,35,17,5
"Hombres (156)",6206,383,2509,1917,1114,283
"Agric., ganadería, caza y silvicultura (157)",5917,381,2412,1796,1059,269
"Explotación de minas y canteras (159)",2,,1,,,1
"Industrias manufactureras (160)",24,1,6,6,8,3
"Construcción (162)",40,,11,18,7,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",59,,19,26,10,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,,2,,
"Comercio al por mayor (165)",3,,,2,1,
"Comercio al por menor (166)",54,,19,22,9,4
"Hoteles y restaurantes (167)",4,,4,,,
"Trans., almac. y comunicaciones (168)",22,,8,10,4,
"Activid.inmobil., empres. y alquileres (170)",4,,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",9,,5,3,1,
"Enseñanza (172)",68,,22,37,9,
"Servicios sociales y de salud (173)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (174)",2,,1,,,1
"Hogares privados con servicio doméstico (175)",10,,5,1,4,
"Actividad economica no especificada (177)",41,1,12,15,12,1
"Mujeres (179)",1992,201,780,568,358,85
"Agric., ganadería, caza y silvicultura (180)",1737,191,676,467,326,77
"Industrias manufactureras (183)",5,,2,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",49,1,16,24,7,1
"Comercio al por mayor (188)",3,,1,2,,
"Comercio al por menor (189)",46,1,15,22,7,1
"Hoteles y restaurantes (190)",27,1,14,7,4,1
"Enseñanza (195)",47,,19,27,1,
"Servicios sociales y de salud (196)",3,,1,2,,
"Otras activ. serv.comun.soc y personales (197)",4,,1,2,1,
"Hogares privados con servicio doméstico (198)",70,8,30,18,12,2
"Actividad economica no especificada (200)",50,,21,20,5,4
