"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comercio al por mayor (097)",5,,,,,4,,,,1,,
"Comercio al por menor (098)",66,,,2,3,41,,3,1,16,,
"Hoteles y restaurantes (099)",13,,,,2,6,,,,5,,
"Trans., almac. y comunicaciones (100)",28,,,2,3,,,,19,4,,
"Intermediación financiera (101)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",22,,5,5,5,1,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",69,11,3,,27,,,1,4,15,8,
"Enseñanza (104)",87,2,77,1,4,,,,1,2,,
"Servicios sociales y de salud (105)",14,,5,5,1,,,,3,,,
"Otras activ. serv.comun.soc y personales (106)",31,,11,13,3,,,,1,3,,
"Hogares privados con servicio doméstico (107)",3,,,,,,,,,3,,
"Actividad economica no especificada (109)",8,,,,,,,,,,,8
"Mujeres (110)",350,2,62,13,30,91,19,17,,92,,24
"Agric., ganadería, caza y silvicultura (111)",41,,,,,,19,,,22,,
"Industrias manufactureras (114)",21,,,2,,1,,17,,1,,
"Construcción (116)",2,,,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",85,,1,,,67,,,,17,,
"Comercio al por mayor (119)",1,,,,,1,,,,,,
"Comercio al por menor (120)",84,,1,,,66,,,,17,,
"Hoteles y restaurantes (121)",29,,,1,,19,,,,9,,
"Trans., almac. y comunicaciones (122)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",10,,,1,7,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",19,1,1,,12,,,,,5,,
"Enseñanza (126)",67,1,57,,8,,,,,1,,
"Servicios sociales y de salud (127)",13,,3,9,,,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",9,,,,2,4,,,,3,,
"Hogares privados con servicio doméstico (129)",29,,,,,,,,,29,,
"Actividad economica no especificada (131)",24,,,,,,,,,,,24
,,,,,,,,,,,,
"RURAL (132)",1114,10,64,11,17,65,475,54,34,346,,38
"Agric., ganadería, caza y silvicultura (133)",747,,,,,,475,,,272,,
"Explotación de minas y canteras (135)",34,,,,1,,,21,,12,,
"Industrias manufactureras (136)",33,,,,2,,,31,,,,
"Construcción (138)",38,,2,,1,,,1,13,21,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",58,,,1,,45,,,1,11,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,,,,,3,,,,,,
"Comercio al por mayor (141)",3,,,1,,2,,,,,,
"Comercio al por menor (142)",52,,,,,40,,,1,11,,
"Hoteles y restaurantes (143)",21,,,,,19,,,,2,,
"Trans., almac. y comunicaciones (144)",22,,,,,,,,19,3,,
"Intermediación financiera (145)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",7,,1,1,4,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,8,1,,7,,,1,1,10,,
"Enseñanza (148)",58,2,52,,2,,,,,2,,
"Servicios sociales y de salud (149)",7,,3,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",13,,5,5,,,,,,3,,
"Hogares privados con servicio doméstico (151)",9,,,,,,,,,9,,
"Actividad economica no especificada (153)",38,,,,,,,,,,,38
"Hombres (154)",957,8,34,7,11,32,464,52,34,308,,7
"Agric., ganadería, caza y silvicultura (155)",715,,,,,,464,,,251,,
"Explotación de minas y canteras (157)",34,,,,1,,,21,,12,,
"Industrias manufactureras (158)",30,,,,1,,,29,,,,
"Construcción (160)",38,,2,,1,,,1,13,21,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",35,,,,,25,,,1,9,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,2,,,,,,
"Comercio al por mayor (163)",1,,,,,1,,,,,,
"Comercio al por menor (164)",32,,,,,22,,,1,9,,
"Hoteles y restaurantes (165)",6,,,,,6,,,,,,
"Trans., almac. y comunicaciones (166)",22,,,,,,,,19,3,,
"Activid.inmobil., empres. y alquileres (168)",5,,1,1,2,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",22,6,,,4,,,1,1,10,,
"Enseñanza (170)",29,2,24,,2,,,,,1,,
"Servicios sociales y de salud (171)",3,,2,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",11,,5,5,,,,,,1,,
"Actividad economica no especificada (175)",7,,,,,,,,,,,7
"Mujeres (176)",157,2,30,4,6,33,11,2,,38,,31
"Agric., ganadería, caza y silvicultura (177)",32,,,,,,11,,,21,,
"Industrias manufactureras (180)",3,,,,1,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",23,,,1,,20,,,,2,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",2,,,1,,1,,,,,,
"Comercio al por menor (186)",20,,,,,18,,,,2,,
"Hoteles y restaurantes (187)",15,,,,,13,,,,2,,
"Intermediación financiera (189)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,2,1,,3,,,,,,,
"Enseñanza (192)",29,,28,,,,,,,1,,
"Servicios sociales y de salud (193)",4,,1,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",2,,,,,,,,,2,,
"Hogares privados con servicio doméstico (195)",9,,,,,,,,,9,,
"Actividad economica no especificada (197)",31,,,,,,,,,,,31
