"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1067,757,198,83,29
"Trabajador familiar no remunerado (053)",3174,2866,223,56,29
"Trabajador del hogar (054)",1464,1464,,,
"De 06 a 14 años (056)",1033,930,72,25,6
"Empleado (057)",118,96,15,3,4
"Obrero (058)",89,69,7,11,2
"Trabajador independiente (059)",248,229,19,,
"Empleador o patrono (060)",5,5,,,
"Trabajador familiar no remunerado (061)",454,412,31,11,
"Trabajador del hogar (062)",119,119,,,
"De 15 a 29 años (064)",19936,13933,2543,1630,1830
"Empleado (065)",7194,3211,1297,1237,1449
"Obrero (066)",3079,1862,506,348,363
"Trabajador independiente (067)",7196,6631,565,,
"Empleador o patrono (068)",295,204,67,18,6
"Trabajador familiar no remunerado (069)",1233,1086,108,27,12
"Trabajador del hogar (070)",939,939,,,
"De 30 a 44 años (072)",22295,13451,2539,2650,3655
"Empleado (073)",8894,1905,1506,2263,3220
"Obrero (074)",2604,1482,373,333,416
"Trabajador independiente (075)",9315,8786,529,,
"Empleador o patrono (076)",431,293,83,42,13
"Trabajador familiar no remunerado (077)",768,702,48,12,6
"Trabajador del hogar (078)",283,283,,,
"De 45 a 64 años (080)",12753,8229,1071,1235,2218
"Empleado (081)",4596,852,613,1100,2031
"Obrero (082)",1300,856,155,113,176
"Trabajador independiente (083)",5921,5685,236,,
"Empleador o patrono (084)",281,212,42,19,8
"Trabajador familiar no remunerado (085)",543,512,25,3,3
"Trabajador del hogar (086)",112,112,,,
"De 65 y más años (088)",1978,1708,128,61,81
"Empleado (089)",213,75,46,41,51
"Obrero (090)",199,141,25,13,20
"Trabajador independiente (091)",1324,1284,40,,
"Empleador o patrono (092)",55,43,6,4,2
"Trabajador familiar no remunerado (093)",176,154,11,3,8
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",13288,12070,800,262,156
"Empleado (097)",467,252,83,59,73
"Obrero (098)",2416,1888,285,168,75
"Trabajador independiente (099)",7600,7317,283,,
"Empleador o patrono (100)",180,149,20,10,1
"Trabajador familiar no remunerado (101)",2549,2388,129,25,7
"Trabajador del hogar (102)",76,76,,,
"De 06 a 14 años (104)",175,161,8,4,2
"Obrero (106)",22,17,2,3,
"Trabajador independiente (107)",24,24,,,
"Trabajador familiar no remunerado (109)",126,117,6,1,2
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",4697,4227,308,107,55
"Empleado (113)",210,141,24,21,24
"Obrero (114)",977,761,118,71,27
"Trabajador independiente (115)",2178,2077,101,,
"Empleador o patrono (116)",65,57,4,4,
"Trabajador familiar no remunerado (117)",1215,1139,61,11,4
"Trabajador del hogar (118)",52,52,,,
"De 30 a 44 años (120)",4318,3871,294,92,61
"Empleado (121)",165,77,38,20,30
"Obrero (122)",787,595,100,61,31
"Trabajador independiente (123)",2654,2548,106,,
"Empleador o patrono (124)",71,54,13,4,
"Trabajador familiar no remunerado (125)",630,586,37,7,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",3032,2779,164,56,33
"Empleado (129)",81,27,19,18,17
"Obrero (130)",519,415,60,30,14
"Trabajador independiente (131)",1961,1899,62,,
"Empleador o patrono (132)",31,25,3,2,1
"Trabajador familiar no remunerado (133)",430,403,20,6,1
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",1066,1032,26,3,5
"Empleado (137)",11,7,2,,2
"Obrero (138)",111,100,5,3,3
"Trabajador independiente (139)",783,769,14,,
"Empleador o patrono (140)",13,13,,,
"Trabajador familiar no remunerado (141)",148,143,5,,
