"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Explotación de minas y canteras (025)",1,,,,,,,1,,,,
"Industrias manufactureras (026)",85,,1,2,,4,,70,5,3,,
"Suministro de electricidad, gas y agua (027)",2,,,,,,,,1,1,,
"Construcción (028)",212,,3,8,1,,,8,80,112,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",156,,,3,,103,,10,2,38,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",9,,,,,,,8,1,,,
"Comercio al por mayor (031)",4,,,,,2,,,,2,,
"Comercio al por menor (032)",143,,,3,,101,,2,1,36,,
"Hoteles y restaurantes (033)",13,,,,,13,,,,,,
"Trans., almac. y comunicaciones (034)",87,,,,,,,,65,22,,
"Activid.inmobil., empres. y alquileres (036)",32,,11,7,8,3,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",80,19,4,4,19,1,,,4,22,7,
"Enseñanza (038)",58,,55,1,1,,,,1,,,
"Servicios sociales y de salud (039)",19,,10,9,,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",46,,12,3,,1,,,,30,,
"Hogares privados con servicio doméstico (041)",4,,,,,,,,,4,,
"Actividad economica no especificada (043)",36,,,,,,,,,,,36
"Mujeres (044)",914,8,97,10,28,247,128,21,4,315,,56
"Agric., ganadería, caza y silvicultura (045)",352,,,,1,,128,,,223,,
"Industrias manufactureras (048)",27,,1,1,2,1,,21,,1,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,,,,1,,
"Construcción (050)",4,,,,,,,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",218,,,,2,179,,,,37,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,,1,,,,,,
"Comercio al por mayor (053)",10,,,,1,9,,,,,,
"Comercio al por menor (054)",207,,,,1,169,,,,37,,
"Hoteles y restaurantes (055)",81,,,,,62,,,,19,,
"Trans., almac. y comunicaciones (056)",2,,,,,1,,,1,,,
"Activid.inmobil., empres. y alquileres (058)",22,,7,1,9,,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",18,6,2,,8,,,,,2,,
"Enseñanza (060)",81,2,78,,1,,,,,,,
"Servicios sociales y de salud (061)",16,,8,6,2,,,,,,,
"Otras activ. serv.comun.soc y personales (062)",18,,1,2,3,4,,,,8,,
"Hogares privados con servicio doméstico (063)",18,,,,,,,,,18,,
"Actividad economica no especificada (065)",56,,,,,,,,,,,56
,,,,,,,,,,,,
"URBANA (066)",2114,26,159,40,51,296,602,90,119,660,7,64
"Agric., ganadería, caza y silvicultura (067)",1005,,,3,1,,602,,,399,,
"Pesca (068)",2,,1,,,,,,,1,,
"Industrias manufactureras (070)",88,,2,2,2,3,,73,3,3,,
"Suministro de electricidad, gas y agua (071)",3,,,,,,,,1,2,,
"Construcción (072)",181,,3,8,1,,,8,63,98,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",297,,,2,1,234,,9,,51,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",7,,,,,,,7,,,,
"Comercio al por mayor (075)",13,,,,1,11,,,,1,,
"Comercio al por menor (076)",277,,,2,,223,,2,,50,,
"Hoteles y restaurantes (077)",66,,,,,51,,,,15,,
"Trans., almac. y comunicaciones (078)",62,,,,,1,,,47,14,,
"Activid.inmobil., empres. y alquileres (080)",41,,15,4,13,2,,,1,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",95,24,6,4,27,1,,,3,23,7,
"Enseñanza (082)",109,2,104,1,1,,,,1,,,
"Servicios sociales y de salud (083)",30,,16,12,2,,,,,,,
"Otras activ. serv.comun.soc y personales (084)",58,,12,4,3,4,,,,35,,
"Hogares privados con servicio doméstico (085)",13,,,,,,,,,13,,
"Actividad economica no especificada (087)",64,,,,,,,,,,,64
"Hombres (088)",1496,18,78,32,26,105,524,72,116,492,7,26
"Agric., ganadería, caza y silvicultura (089)",823,,,3,1,,524,,,295,,
"Pesca (090)",2,,1,,,,,,,1,,
"Industrias manufactureras (092)",65,,1,1,,3,,55,3,2,,
"Suministro de electricidad, gas y agua (093)",2,,,,,,,,1,1,,
"Construcción (094)",178,,3,8,1,,,8,62,96,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",128,,,2,,88,,9,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",7,,,,,,,7,,,,
"Comercio al por mayor (097)",3,,,,,2,,,,1,,
"Comercio al por menor (098)",118,,,2,,86,,2,,28,,
"Hoteles y restaurantes (099)",10,,,,,10,,,,,,
"Trans., almac. y comunicaciones (100)",60,,,,,,,,46,14,,
"Activid.inmobil., empres. y alquileres (102)",22,,9,3,5,2,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",77,18,4,4,19,1,,,3,21,7,
"Enseñanza (104)",42,,40,1,,,,,1,,,
"Servicios sociales y de salud (105)",17,,9,8,,,,,,,,
"Otras activ. serv.comun.soc y personales (106)",41,,11,2,,1,,,,27,,
"Hogares privados con servicio doméstico (107)",3,,,,,,,,,3,,
"Actividad economica no especificada (109)",26,,,,,,,,,,,26
"Mujeres (110)",618,8,81,8,25,191,78,18,3,168,,38
"Agric., ganadería, caza y silvicultura (111)",182,,,,,,78,,,104,,
"Industrias manufactureras (114)",23,,1,1,2,,,18,,1,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,,1,,
"Construcción (116)",3,,,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",169,,,,1,146,,,,22,,
"Comercio al por mayor (119)",10,,,,1,9,,,,,,
"Comercio al por menor (120)",159,,,,,137,,,,22,,
"Hoteles y restaurantes (121)",56,,,,,41,,,,15,,
"Trans., almac. y comunicaciones (122)",2,,,,,1,,,1,,,
"Activid.inmobil., empres. y alquileres (124)",19,,6,1,8,,,,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",18,6,2,,8,,,,,2,,
"Enseñanza (126)",67,2,64,,1,,,,,,,
"Servicios sociales y de salud (127)",13,,7,4,2,,,,,,,
"Otras activ. serv.comun.soc y personales (128)",17,,1,2,3,3,,,,8,,
"Hogares privados con servicio doméstico (129)",10,,,,,,,,,10,,
"Actividad economica no especificada (131)",38,,,,,,,,,,,38
,,,,,,,,,,,,
"RURAL (132)",1386,1,35,12,7,76,589,20,43,575,,28
"Agric., ganadería, caza y silvicultura (133)",1100,,,2,1,,589,,,508,,
"Explotación de minas y canteras (135)",1,,,,,,,1,,,,
"Industrias manufactureras (136)",24,,,1,,2,,18,2,1,,
"Construcción (138)",35,,,,,,,,19,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",77,,,1,1,48,,1,2,24,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,,,,,1,,1,1,,,
"Comercio al por mayor (141)",1,,,,,,,,,1,,
"Comercio al por menor (142)",73,,,1,1,47,,,1,23,,
"Hoteles y restaurantes (143)",28,,,,,24,,,,4,,
"Trans., almac. y comunicaciones (144)",27,,,,,,,,19,8,,
"Activid.inmobil., empres. y alquileres (146)",13,,3,4,4,1,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",3,1,,,,,,,1,1,,
"Enseñanza (148)",30,,29,,1,,,,,,,
"Servicios sociales y de salud (149)",5,,2,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",6,,1,1,,1,,,,3,,
"Hogares privados con servicio doméstico (151)",9,,,,,,,,,9,,
"Actividad economica no especificada (153)",28,,,,,,,,,,,28
"Hombres (154)",1090,1,19,10,4,20,539,17,42,428,,10
"Agric., ganadería, caza y silvicultura (155)",930,,,2,,,539,,,389,,
"Explotación de minas y canteras (157)",1,,,,,,,1,,,,
"Industrias manufactureras (158)",20,,,1,,1,,15,2,1,,
"Construcción (160)",34,,,,,,,,18,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,,,1,,15,,1,2,9,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,,,1,1,,,
"Comercio al por mayor (163)",1,,,,,,,,,1,,
"Comercio al por menor (164)",25,,,1,,15,,,1,8,,
"Hoteles y restaurantes (165)",3,,,,,3,,,,,,
"Trans., almac. y comunicaciones (166)",27,,,,,,,,19,8,,
"Activid.inmobil., empres. y alquileres (168)",10,,2,4,3,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",3,1,,,,,,,1,1,,
"Enseñanza (170)",16,,15,,1,,,,,,,
"Servicios sociales y de salud (171)",2,,1,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",5,,1,1,,,,,,3,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",10,,,,,,,,,,,10
"Mujeres (176)",296,,16,2,3,56,50,3,1,147,,18
"Agric., ganadería, caza y silvicultura (177)",170,,,,1,,50,,,119,,
"Industrias manufactureras (180)",4,,,,,1,,3,,,,
"Construcción (182)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",49,,,,1,33,,,,15,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por menor (186)",48,,,,1,32,,,,15,,
"Hoteles y restaurantes (187)",25,,,,,21,,,,4,,
"Activid.inmobil., empres. y alquileres (190)",3,,1,,1,,,,,1,,
"Enseñanza (192)",14,,14,,,,,,,,,
"Servicios sociales y de salud (193)",3,,1,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",1,,,,,1,,,,,,
"Hogares privados con servicio doméstico (195)",8,,,,,,,,,8,,
"Actividad economica no especificada (197)",18,,,,,,,,,,,18
