"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",358,52,7,63,130,29,16,24,37
"Hombres (048)",13129,1177,275,3890,5229,473,379,629,1077
"Jefe o Jefa (049)",4884,404,4,1621,1709,147,191,152,656
"Esposa(o)/ compa¤era(o) (050)",195,19,1,53,81,3,4,10,24
"Hijo(a)/ hijastro(a) (051)",6157,506,200,1712,2686,239,138,371,305
"Yerno/ nuera (052)",135,3,,15,69,10,7,9,22
"Nieto(a) (053)",564,102,48,197,173,12,4,24,4
"Padres/ suegros (054)",88,24,,40,17,2,1,,4
"Otro(a) pariente (055)",882,86,18,226,399,36,24,51,42
"Trabajador(a) del hogar (056)",10,1,,1,7,1,,,
"Pensionista (057)",34,1,,2,18,8,1,,4
"Otro(a) no pariente (058)",180,31,4,23,70,15,9,12,16
"Mujeres (060)",13416,2218,311,4139,4527,459,305,684,773
"Jefe o Jefa (061)",1994,727,,578,390,51,45,49,154
"Esposa(o)/ compa¤era(o) (062)",3803,745,12,1331,1163,91,94,107,260
"Hijo(a)/ hijastro(a) (063)",5706,446,226,1687,2303,223,122,429,270
"Yerno/ nuera (064)",185,5,3,22,93,19,9,10,24
"Nieto(a) (065)",519,79,42,197,153,18,2,24,4
"Padres/ suegros (066)",152,93,,50,8,,,,1
"Otro(a) pariente (067)",815,98,24,219,329,37,23,49,36
"Trabajador(a) del hogar (068)",47,3,1,12,21,5,2,3,
"Pensionista (069)",17,1,,3,7,1,1,1,3
"Otro(a) no pariente (070)",178,21,3,40,60,14,7,12,21
,,,,,,,,,
"RURAL (072)",18672,2706,511,6646,6890,668,255,463,533
"Jefe o Jefa (073)",4443,712,4,1621,1615,127,88,79,197
"Esposa(o)/ compa¤era(o) (074)",2889,588,8,1150,956,73,32,30,52
"Hijo(a)/ hijastro(a) (075)",8585,889,397,2979,3366,380,111,283,180
"Yerno/ nuera (076)",131,5,,18,89,3,3,6,7
"Nieto(a) (077)",640,131,44,279,158,13,3,11,1
"Padres/ suegros (078)",163,107,,43,12,,,,1
"Otro(a) pariente (079)",1543,247,49,507,561,66,10,41,62
"Trabajador(a) del hogar (080)",12,2,,2,5,,,2,1
"Pensionista (081)",4,,,,3,,1,,
"Otro(a) no pariente (082)",262,25,9,47,125,6,7,11,32
"Hombres (084)",9519,1052,260,3303,3773,360,147,263,361
"Jefe o Jefa (085)",3419,299,3,1269,1425,110,75,68,170
"Esposa(o)/ compa¤era(o) (086)",105,8,,33,43,9,3,1,8
"Hijo(a)/ hijastro(a) (087)",4534,480,207,1519,1804,189,56,163,116
"Yerno/ nuera (088)",41,1,,7,26,1,,1,5
"Nieto(a) (089)",341,74,24,143,89,9,,1,1
"Padres/ suegros (090)",78,42,,27,8,,,,1
"Otro(a) pariente (091)",819,129,22,273,294,37,8,19,37
"Trabajador(a) del hogar (092)",6,1,,2,1,,,1,1
"Pensionista (093)",3,,,,2,,1,,
"Otro(a) no pariente (094)",173,18,4,30,81,5,4,9,22
"Mujeres (096)",9153,1654,251,3343,3117,308,108,200,172
"Jefe o Jefa (097)",1024,413,1,352,190,17,13,11,27
"Esposa(o)/ compa¤era(o) (098)",2784,580,8,1117,913,64,29,29,44
"Hijo(a)/ hijastro(a) (099)",4051,409,190,1460,1562,191,55,120,64
"Yerno/ nuera (100)",90,4,,11,63,2,3,5,2
"Nieto(a) (101)",299,57,20,136,69,4,3,10,
"Padres/ suegros (102)",85,65,,16,4,,,,
"Otro(a) pariente (103)",724,118,27,234,267,29,2,22,25
"Trabajador(a) del hogar (104)",6,1,,,4,,,1,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",89,7,5,17,44,1,3,2,10
