"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",10561,722,265,2786,4123,397,348,1032,888
"Trabajador(a) del hogar (044)",140,19,1,31,67,6,1,8,7
"Pensionista (045)",188,9,,35,75,13,8,20,28
"Otro(a) no pariente (046)",2175,126,39,414,827,99,128,237,305
"Hombres (048)",78981,4725,2217,20684,30436,2864,2742,6595,8718
"Jefe o Jefa (049)",30162,682,12,7514,12095,1180,1459,2060,5160
"Esposa(o)/ compa¤era(o) (050)",1954,56,2,429,888,83,92,133,271
"Hijo(a)/ hijastro(a) (051)",31725,2552,1534,8468,11866,1132,755,3224,2194
"Yerno/ nuera (052)",1903,7,1,105,1022,103,141,170,354
"Nieto(a) (053)",5555,958,513,1967,1525,81,47,349,115
"Padres/ suegros (054)",799,101,,475,146,5,22,11,39
"Otro(a) pariente (055)",5566,314,138,1442,2351,214,162,517,428
"Trabajador(a) del hogar (056)",14,1,,2,8,,,2,1
"Pensionista (057)",128,5,,25,51,10,4,13,20
"Otro(a) no pariente (058)",1175,49,17,257,484,56,60,116,136
"Mujeres (060)",80587,7092,2026,22363,27093,2597,3556,6628,9232
"Jefe o Jefa (061)",12331,1134,11,3710,3713,373,691,843,1856
"Esposa(o)/ compa¤era(o) (062)",23491,1438,25,6382,8591,809,1375,1372,3499
"Hijo(a)/ hijastro(a) (063)",29893,2457,1346,7880,10084,1001,1006,3297,2822
"Yerno/ nuera (064)",1734,9,,112,961,100,125,181,246
"Nieto(a) (065)",5136,940,494,1849,1324,70,60,281,118
"Padres/ suegros (066)",1821,607,,890,222,9,40,5,48
"Otro(a) pariente (067)",4995,408,127,1344,1772,183,186,515,460
"Trabajador(a) del hogar (068)",126,18,1,29,59,6,1,6,6
"Pensionista (069)",60,4,,10,24,3,4,7,8
"Otro(a) no pariente (070)",1000,77,22,157,343,43,68,121,169
,,,,,,,,,
"RURAL (072)",25064,3534,626,9754,8610,550,447,839,704
"Jefe o Jefa (073)",7256,839,3,3067,2576,153,143,192,283
"Esposa(o)/ compa¤era(o) (074)",4681,924,,1954,1459,61,92,86,105
"Hijo(a)/ hijastro(a) (075)",10031,1232,492,3606,3560,271,153,470,247
"Yerno/ nuera (076)",373,6,,82,224,10,13,15,23
"Nieto(a) (077)",1015,227,100,401,233,19,8,21,6
"Padres/ suegros (078)",280,147,,112,18,1,1,1,
"Otro(a) pariente (079)",1164,131,30,450,433,28,31,37,24
"Trabajador(a) del hogar (080)",15,1,,5,8,,,1,
"Pensionista (081)",18,1,,6,7,,1,2,1
"Otro(a) no pariente (082)",231,26,1,71,92,7,5,14,15
"Hombres (084)",13378,1326,323,5187,5093,322,216,498,413
"Jefe o Jefa (085)",5926,424,2,2555,2296,136,118,165,230
"Esposa(o)/ compa¤era(o) (086)",236,15,,91,106,6,2,8,8
"Hijo(a)/ hijastro(a) (087)",5486,645,257,1912,2069,141,68,267,127
"Yerno/ nuera (088)",168,2,,41,94,7,6,4,14
"Nieto(a) (089)",529,124,44,214,120,6,3,16,2
"Padres/ suegros (090)",100,28,,58,14,,,,
"Otro(a) pariente (091)",728,66,19,252,311,20,14,26,20
"Trabajador(a) del hogar (092)",5,1,,1,2,,,1,
"Pensionista (093)",13,,,4,7,,1,1,
"Otro(a) no pariente (094)",187,21,1,59,74,6,4,10,12
"Mujeres (096)",11686,2208,303,4567,3517,228,231,341,291
"Jefe o Jefa (097)",1330,415,1,512,280,17,25,27,53
"Esposa(o)/ compa¤era(o) (098)",4445,909,,1863,1353,55,90,78,97
"Hijo(a)/ hijastro(a) (099)",4545,587,235,1694,1491,130,85,203,120
"Yerno/ nuera (100)",205,4,,41,130,3,7,11,9
"Nieto(a) (101)",486,103,56,187,113,13,5,5,4
"Padres/ suegros (102)",180,119,,54,4,1,1,1,
"Otro(a) pariente (103)",436,65,11,198,122,8,17,11,4
"Trabajador(a) del hogar (104)",10,,,4,6,,,,
"Pensionista (105)",5,1,,2,,,,1,1
"Otro(a) no pariente (106)",44,5,,12,18,1,1,4,3
