"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",7,5,2,,
"Trabajador independiente (059)",14,13,1,,
"Trabajador familiar no remunerado (061)",52,51,1,,
"Trabajador del hogar (062)",6,6,,,
"De 15 a 29 años (064)",1440,1142,116,61,121
"Empleado (065)",305,95,50,51,109
"Obrero (066)",254,201,33,9,11
"Trabajador independiente (067)",584,562,22,,
"Empleador o patrono (068)",13,10,2,,1
"Trabajador familiar no remunerado (069)",254,244,9,1,
"Trabajador del hogar (070)",30,30,,,
"De 30 a 44 años (072)",1954,1487,196,121,150
"Empleado (073)",471,109,127,105,130
"Obrero (074)",242,176,33,14,19
"Trabajador independiente (075)",986,959,27,,
"Empleador o patrono (076)",15,14,1,,
"Trabajador familiar no remunerado (077)",230,219,8,2,1
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",1170,975,83,58,54
"Empleado (081)",188,41,45,53,49
"Obrero (082)",157,128,20,4,5
"Trabajador independiente (083)",642,629,13,,
"Empleador o patrono (084)",20,18,1,1,
"Trabajador familiar no remunerado (085)",159,155,4,,
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",305,292,7,2,4
"Empleado (089)",15,8,3,1,3
"Obrero (090)",27,24,1,1,1
"Trabajador independiente (091)",217,214,3,,
"Empleador o patrono (092)",9,9,,,
"Trabajador familiar no remunerado (093)",37,37,,,
,,,,,
"RURAL (096)",10459,9769,500,64,126
"Empleado (097)",320,124,85,20,91
"Obrero (098)",951,833,69,21,28
"Trabajador independiente (099)",5206,5083,123,,
"Empleador o patrono (100)",54,44,6,1,3
"Trabajador familiar no remunerado (101)",3900,3657,217,22,4
"Trabajador del hogar (102)",28,28,,,
"De 06 a 14 años (104)",180,146,34,,
"Empleado (105)",3,3,,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",10,9,1,,
"Trabajador familiar no remunerado (109)",163,130,33,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",3856,3568,209,19,60
"Empleado (113)",142,60,32,7,43
"Obrero (114)",354,304,31,6,13
"Trabajador independiente (115)",1584,1538,46,,
"Empleador o patrono (116)",21,17,1,,3
"Trabajador familiar no remunerado (117)",1740,1634,99,6,1
"Trabajador del hogar (118)",15,15,,,
"De 30 a 44 años (120)",3218,2990,155,27,46
"Empleado (121)",133,46,40,10,37
"Obrero (122)",307,269,23,7,8
"Trabajador independiente (123)",1674,1634,40,,
"Empleador o patrono (124)",13,8,4,1,
"Trabajador familiar no remunerado (125)",1083,1025,48,9,1
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",2451,2327,90,15,19
"Empleado (129)",40,14,12,3,11
"Obrero (130)",244,214,15,8,7
"Trabajador independiente (131)",1418,1386,32,,
"Empleador o patrono (132)",12,11,1,,
"Trabajador familiar no remunerado (133)",734,699,30,4,1
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",754,738,12,3,1
"Empleado (137)",2,1,1,,
"Obrero (138)",43,43,,,
"Trabajador independiente (139)",520,516,4,,
"Empleador o patrono (140)",8,8,,,
"Trabajador familiar no remunerado (141)",180,169,7,3,1
"Trabajador del hogar (142)",1,1,,,
