"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",275,168,21,51,35
"Mujeres (044)",6454,5329,357,353,415
"Agric., ganadería, caza y silvicultura (045)",1892,1794,82,6,10
"Industrias manufactureras (048)",176,126,6,19,25
"Suministro de electricidad, gas y agua (049)",5,1,1,1,2
"Construcción (050)",19,14,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1276,1248,27,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",34,34,,,
"Comercio al por mayor (053)",62,59,3,,
"Comercio al por menor (054)",1180,1155,24,1,
"Hoteles y restaurantes (055)",780,722,40,10,8
"Trans., almac. y comunicaciones (056)",61,48,10,3,
"Intermediación financiera (057)",8,1,3,3,1
"Activid.inmobil., empres. y alquileres (058)",84,50,7,17,10
"Admin.pub. y defensa; p. segur soc.afil (059)",137,,,,137
"Enseñanza (060)",639,147,128,248,116
"Servicios sociales y de salud (061)",145,39,6,8,92
"Otras activ. serv.comun.soc y personales (062)",172,148,11,11,2
"Hogares privados con servicio doméstico (063)",603,603,,,
"Actividad economica no especificada (065)",457,388,34,24,11
,,,,,
"URBANA (066)",15070,10595,1018,984,2473
"Agric., ganadería, caza y silvicultura (067)",4848,4373,280,79,116
"Pesca (068)",13,13,,,
"Explotación de minas y canteras (069)",3,2,,1,
"Industrias manufactureras (070)",864,535,74,44,211
"Suministro de electricidad, gas y agua (071)",28,5,3,16,4
"Construcción (072)",569,339,108,54,68
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2379,2259,92,17,11
"Venta, mant.y rep. veh.autom y motoc. (074)",336,309,10,7,10
"Comercio al por mayor (075)",121,114,5,1,1
"Comercio al por menor (076)",1922,1836,77,9,
"Hoteles y restaurantes (077)",826,755,52,11,8
"Trans., almac. y comunicaciones (078)",960,788,74,61,37
"Intermediación financiera (079)",38,11,12,12,3
"Activid.inmobil., empres. y alquileres (080)",342,180,36,80,46
"Admin.pub. y defensa; p. segur soc.afil (081)",1268,,,,1268
"Enseñanza (082)",1110,204,194,492,220
"Servicios sociales y de salud (083)",243,75,9,13,146
"Otras activ. serv.comun.soc y personales (084)",599,228,39,41,291
"Hogares privados con servicio doméstico (085)",439,439,,,
"Actividad economica no especificada (087)",541,389,45,63,44
"Hombres (088)",10659,7156,740,667,2096
"Agric., ganadería, caza y silvicultura (089)",4199,3771,243,74,111
"Pesca (090)",13,13,,,
"Explotación de minas y canteras (091)",3,2,,1,
"Industrias manufactureras (092)",706,420,69,26,191
"Suministro de electricidad, gas y agua (093)",24,5,2,15,2
"Construcción (094)",559,333,106,53,67
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1269,1176,66,16,11
"Venta, mant.y rep. veh.autom y motoc. (096)",308,281,10,7,10
"Comercio al por mayor (097)",64,59,3,1,1
"Comercio al por menor (098)",897,836,53,8,
"Hoteles y restaurantes (099)",173,153,16,2,2
"Trans., almac. y comunicaciones (100)",905,745,65,58,37
"Intermediación financiera (101)",30,10,9,9,2
"Activid.inmobil., empres. y alquileres (102)",269,137,29,65,38
"Admin.pub. y defensa; p. segur soc.afil (103)",1138,,,,1138
"Enseñanza (104)",559,89,89,272,109
"Servicios sociales y de salud (105)",121,46,4,5,66
"Otras activ. serv.comun.soc y personales (106)",441,93,28,31,289
"Hogares privados con servicio doméstico (107)",23,23,,,
"Actividad economica no especificada (109)",227,140,14,40,33
"Mujeres (110)",4411,3439,278,317,377
"Agric., ganadería, caza y silvicultura (111)",649,602,37,5,5
"Industrias manufactureras (114)",158,115,5,18,20
"Suministro de electricidad, gas y agua (115)",4,,1,1,2
"Construcción (116)",10,6,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1110,1083,26,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",28,28,,,
"Comercio al por mayor (119)",57,55,2,,
"Comercio al por menor (120)",1025,1000,24,1,
"Hoteles y restaurantes (121)",653,602,36,9,6
"Trans., almac. y comunicaciones (122)",55,43,9,3,
"Intermediación financiera (123)",8,1,3,3,1
"Activid.inmobil., empres. y alquileres (124)",73,43,7,15,8
"Admin.pub. y defensa; p. segur soc.afil (125)",130,,,,130
"Enseñanza (126)",551,115,105,220,111
"Servicios sociales y de salud (127)",122,29,5,8,80
"Otras activ. serv.comun.soc y personales (128)",158,135,11,10,2
"Hogares privados con servicio doméstico (129)",416,416,,,
"Actividad economica no especificada (131)",314,249,31,23,11
,,,,,
"RURAL (132)",14416,12419,560,300,1137
"Agric., ganadería, caza y silvicultura (133)",12320,10981,357,113,869
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",6,4,,,2
"Industrias manufactureras (136)",285,100,34,13,138
"Suministro de electricidad, gas y agua (137)",9,5,1,3,
"Construcción (138)",210,125,53,19,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",340,330,9,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",40,38,2,,
"Comercio al por mayor (141)",17,14,3,,
"Comercio al por menor (142)",283,278,4,1,
"Hoteles y restaurantes (143)",152,141,6,2,3
"Trans., almac. y comunicaciones (144)",262,218,26,13,5
"Intermediación financiera (145)",4,1,,1,2
"Activid.inmobil., empres. y alquileres (146)",90,30,9,42,9
"Admin.pub. y defensa; p. segur soc.afil (147)",58,,,,58
"Enseñanza (148)",206,67,51,77,11
"Servicios sociales y de salud (149)",41,14,2,,25
"Otras activ. serv.comun.soc y personales (150)",43,37,2,4,
"Hogares privados con servicio doméstico (151)",196,196,,,
"Actividad economica no especificada (153)",191,167,10,12,2
"Hombres (154)",12373,10529,481,264,1099
"Agric., ganadería, caza y silvicultura (155)",11077,9789,312,112,864
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",6,4,,,2
"Industrias manufactureras (158)",267,89,33,12,133
"Suministro de electricidad, gas y agua (159)",8,4,1,3,
"Construcción (160)",201,117,53,18,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",174,165,8,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",34,32,2,,
"Comercio al por mayor (163)",12,10,2,,
"Comercio al por menor (164)",128,123,4,1,
"Hoteles y restaurantes (165)",25,21,2,1,1
"Trans., almac. y comunicaciones (166)",256,213,25,13,5
"Intermediación financiera (167)",4,1,,1,2
"Activid.inmobil., empres. y alquileres (168)",79,23,9,40,7
"Admin.pub. y defensa; p. segur soc.afil (169)",51,,,,51
"Enseñanza (170)",118,35,28,49,6
"Servicios sociales y de salud (171)",18,4,1,,13
"Otras activ. serv.comun.soc y personales (172)",29,24,2,3,
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",48,28,7,11,2
"Mujeres (176)",2043,1890,79,36,38
"Agric., ganadería, caza y silvicultura (177)",1243,1192,45,1,5
"Industrias manufactureras (180)",18,11,1,1,5
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",9,8,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",166,165,1,,
"Venta, mant.y rep. veh.autom y motoc. (184)",6,6,,,
"Comercio al por mayor (185)",5,4,1,,
"Comercio al por menor (186)",155,155,,,
"Hoteles y restaurantes (187)",127,120,4,1,2
"Trans., almac. y comunicaciones (188)",6,5,1,,
"Activid.inmobil., empres. y alquileres (190)",11,7,,2,2
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",88,32,23,28,5
"Servicios sociales y de salud (193)",23,10,1,,12
"Otras activ. serv.comun.soc y personales (194)",14,13,,1,
"Hogares privados con servicio doméstico (195)",187,187,,,
"Actividad economica no especificada (197)",143,139,3,1,
