"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Nieto(a) (041)",34466,6319,3877,11363,7385,1277,798,2536,911
"Padres/ suegros (042)",13108,4246,,4850,2297,206,486,209,814
"Otro(a) pariente (043)",56043,3498,1233,9841,19784,5397,5141,5559,5590
"Trabajador(a) del hogar (044)",3916,68,25,968,2152,358,213,85,47
"Pensionista (045)",968,24,,73,340,110,88,199,134
"Otro(a) no pariente (046)",18017,686,212,2467,6085,1984,2225,2042,2316
"Hombres (048)",378817,21347,11350,71289,117758,29337,36202,38473,53061
"Jefe o Jefa (049)",147459,2519,37,20214,47531,12054,19701,13223,32180
"Esposa(o)/ compa¤era(o) (050)",9587,202,5,1183,3557,895,1192,1028,1525
"Hijo(a)/ hijastro(a) (051)",155573,12973,8574,36523,45929,10888,9863,17857,12966
"Yerno/ nuera (052)",7086,18,6,155,2059,807,1512,779,1750
"Nieto(a) (053)",17895,3329,2005,5860,3868,707,379,1335,412
"Padres/ suegros (054)",3756,633,,1737,747,74,160,101,304
"Otro(a) pariente (055)",28235,1417,631,4505,10669,2840,2455,2965,2753
"Trabajador(a) del hogar (056)",300,3,,56,174,34,6,13,14
"Pensionista (057)",518,7,,37,192,65,37,110,70
"Otro(a) no pariente (058)",8408,246,92,1019,3032,973,897,1062,1087
"Mujeres (060)",415098,36464,10846,86352,117235,29485,44718,33276,56722
"Jefe o Jefa (061)",73451,7064,53,14952,19899,5116,9183,4953,12231
"Esposa(o)/ compa¤era(o) (062)",114329,7505,84,19721,33985,8158,16937,6929,21010
"Hijo(a)/ hijastro(a) (063)",153590,12654,8082,35095,41597,10744,12368,15834,17216
"Yerno/ nuera (064)",6322,35,8,236,2393,828,1213,516,1093
"Nieto(a) (065)",16571,2990,1872,5503,3517,570,419,1201,499
"Padres/ suegros (066)",9352,3613,,3113,1550,132,326,108,510
"Otro(a) pariente (067)",27808,2081,602,5336,9115,2557,2686,2594,2837
"Trabajador(a) del hogar (068)",3616,65,25,912,1978,324,207,72,33
"Pensionista (069)",450,17,,36,148,45,51,89,64
"Otro(a) no pariente (070)",9609,440,120,1448,3053,1011,1328,980,1229
,,,,,,,,,
"RURAL (072)",19678,2883,527,6286,6286,992,987,772,945
"Jefe o Jefa (073)",6667,828,13,2150,2183,357,352,305,479
"Esposa(o)/ compa¤era(o) (074)",3615,685,12,1189,1123,156,207,104,139
"Hijo(a)/ hijastro(a) (075)",7292,993,432,2320,2341,379,312,298,217
"Yerno/ nuera (076)",169,2,1,14,76,17,30,6,23
"Nieto(a) (077)",462,112,43,148,102,18,10,19,10
"Padres/ suegros (078)",189,102,,69,6,2,5,1,4
"Otro(a) pariente (079)",954,133,25,285,323,51,49,32,56
"Trabajador(a) del hogar (080)",25,1,,8,13,1,2,,
"Pensionista (081)",9,,,5,4,,,,
"Otro(a) no pariente (082)",296,27,1,98,115,11,20,7,17
"Hombres (084)",10417,1150,257,3266,3615,550,545,474,560
"Jefe o Jefa (085)",5129,432,11,1627,1833,286,289,259,392
"Esposa(o)/ compa¤era(o) (086)",226,23,,66,90,9,19,10,9
"Hijo(a)/ hijastro(a) (087)",3916,531,217,1220,1297,206,173,170,102
"Yerno/ nuera (088)",79,1,1,7,40,5,12,2,11
"Nieto(a) (089)",236,61,19,77,55,10,6,7,1
"Padres/ suegros (090)",67,24,,37,1,,1,,4
"Otro(a) pariente (091)",539,64,8,158,202,28,28,20,31
"Trabajador(a) del hogar (092)",5,,,,3,1,1,,
"Pensionista (093)",9,,,5,4,,,,
"Otro(a) no pariente (094)",211,14,1,69,90,5,16,6,10
"Mujeres (096)",9261,1733,270,3020,2671,442,442,298,385
"Jefe o Jefa (097)",1538,396,2,523,350,71,63,46,87
"Esposa(o)/ compa¤era(o) (098)",3389,662,12,1123,1033,147,188,94,130
"Hijo(a)/ hijastro(a) (099)",3376,462,215,1100,1044,173,139,128,115
"Yerno/ nuera (100)",90,1,,7,36,12,18,4,12
"Nieto(a) (101)",226,51,24,71,47,8,4,12,9
"Padres/ suegros (102)",122,78,,32,5,2,4,1,
"Otro(a) pariente (103)",415,69,17,127,121,23,21,12,25
"Trabajador(a) del hogar (104)",20,1,,8,10,,1,,
"Otro(a) no pariente (106)",85,13,,29,25,6,4,1,7
