"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7928,710,262,2632,2677,433,730,131,353
"Jefe o Jefa (049)",3020,128,2,928,1056,160,451,65,230
"Esposa(o)/ compa¤era(o) (050)",227,15,1,72,88,12,25,4,10
"Hijo(a)/ hijastro(a) (051)",3210,403,208,1189,1019,163,150,34,44
"Yerno/ nuera (052)",122,1,,18,42,21,28,2,10
"Nieto(a) (053)",389,92,38,159,77,18,2,2,1
"Padres/ suegros (054)",62,19,,27,10,1,2,,3
"Otro(a) pariente (055)",668,40,11,196,280,41,46,17,37
"Trabajador(a) del hogar (056)",8,,,3,5,,,,
"Pensionista (057)",12,,,2,3,2,2,1,2
"Otro(a) no pariente (058)",210,12,2,38,97,15,24,6,16
"Mujeres (060)",8123,1373,271,2682,2242,486,783,78,208
"Jefe o Jefa (061)",1477,407,1,421,309,80,196,16,47
"Esposa(o)/ compa¤era(o) (062)",2273,301,1,766,664,142,297,19,83
"Hijo(a)/ hijastro(a) (063)",3033,388,206,1091,892,196,182,30,48
"Yerno/ nuera (064)",121,,,18,54,19,25,1,4
"Nieto(a) (065)",362,80,41,147,67,13,12,1,1
"Padres/ suegros (066)",138,91,,28,10,1,8,,
"Otro(a) pariente (067)",526,96,19,149,170,26,43,7,16
"Trabajador(a) del hogar (068)",39,2,,16,19,1,,1,
"Pensionista (069)",5,,,3,1,,1,,
"Otro(a) no pariente (070)",149,8,3,43,56,8,19,3,9
,,,,,,,,,
"RURAL (072)",11449,3084,388,4799,2498,235,263,79,103
"Jefe o Jefa (073)",3724,1241,5,1480,669,87,128,51,63
"Esposa(o)/ compa¤era(o) (074)",1840,774,2,706,275,18,44,8,13
"Hijo(a)/ hijastro(a) (075)",4418,676,306,2043,1208,99,54,15,17
"Yerno/ nuera (076)",106,5,1,43,49,2,6,,
"Nieto(a) (077)",448,128,42,202,63,10,1,,2
"Padres/ suegros (078)",104,92,,12,,,,,
"Otro(a) pariente (079)",671,148,30,269,176,18,22,4,4
"Trabajador(a) del hogar (080)",16,1,,9,6,,,,
"Pensionista (081)",6,1,,2,2,,,,1
"Otro(a) no pariente (082)",116,18,2,33,50,1,8,1,3
"Hombres (084)",5695,1085,184,2538,1456,155,156,60,61
"Jefe o Jefa (085)",2453,545,1,1116,528,80,98,45,40
"Esposa(o)/ compa¤era(o) (086)",183,37,,80,48,3,9,2,4
"Hijo(a)/ hijastro(a) (087)",2301,345,144,1039,666,58,31,10,8
"Yerno/ nuera (088)",51,,1,27,19,1,3,,
"Nieto(a) (089)",234,64,26,99,41,2,,,2
"Padres/ suegros (090)",32,21,,11,,,,,
"Otro(a) pariente (091)",350,60,11,138,115,10,10,2,4
"Trabajador(a) del hogar (092)",4,,,3,1,,,,
"Pensionista (093)",4,1,,2,1,,,,
"Otro(a) no pariente (094)",83,12,1,23,37,1,5,1,3
"Mujeres (096)",5754,1999,204,2261,1042,80,107,19,42
"Jefe o Jefa (097)",1271,696,4,364,141,7,30,6,23
"Esposa(o)/ compa¤era(o) (098)",1657,737,2,626,227,15,35,6,9
"Hijo(a)/ hijastro(a) (099)",2117,331,162,1004,542,41,23,5,9
"Yerno/ nuera (100)",55,5,,16,30,1,3,,
"Nieto(a) (101)",214,64,16,103,22,8,1,,
"Padres/ suegros (102)",72,71,,1,,,,,
"Otro(a) pariente (103)",321,88,19,131,61,8,12,2,
"Trabajador(a) del hogar (104)",12,1,,6,5,,,,
"Pensionista (105)",2,,,,1,,,,1
"Otro(a) no pariente (106)",33,6,1,10,13,,3,,
