"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",937,621,120,114,82
"Trabajador familiar no remunerado (053)",1803,1581,129,47,46
"Trabajador del hogar (054)",1519,1519,,,
"De 06 a 14 años (056)",720,612,74,25,9
"Empleado (057)",51,44,4,3,
"Obrero (058)",186,136,26,16,8
"Trabajador independiente (059)",185,171,14,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",261,224,30,6,1
"Trabajador del hogar (062)",35,35,,,
"De 15 a 29 años (064)",23456,10360,2299,3210,7587
"Empleado (065)",5748,1783,875,1292,1798
"Obrero (066)",10960,2408,949,1870,5733
"Trabajador independiente (067)",5370,4978,392,,
"Empleador o patrono (068)",238,144,34,31,29
"Trabajador familiar no remunerado (069)",589,496,49,17,27
"Trabajador del hogar (070)",551,551,,,
"De 30 a 44 años (072)",25226,12246,2279,3547,7154
"Empleado (073)",7677,1579,1023,2081,2994
"Obrero (074)",8322,2019,773,1413,4117
"Trabajador independiente (075)",7962,7546,416,,
"Empleador o patrono (076)",330,213,45,42,30
"Trabajador familiar no remunerado (077)",448,402,22,11,13
"Trabajador del hogar (078)",487,487,,,
"De 45 a 64 años (080)",15613,9895,1433,1607,2678
"Empleado (081)",4051,836,523,982,1710
"Obrero (082)",3681,1650,504,582,945
"Trabajador independiente (083)",6821,6469,352,,
"Empleador o patrono (084)",298,210,34,34,20
"Trabajador familiar no remunerado (085)",369,337,20,9,3
"Trabajador del hogar (086)",393,393,,,
"De 65 y más años (088)",2480,2123,132,97,128
"Empleado (089)",268,115,33,42,78
"Obrero (090)",431,293,49,44,45
"Trabajador independiente (091)",1523,1488,35,,
"Empleador o patrono (092)",69,52,7,7,3
"Trabajador familiar no remunerado (093)",136,122,8,4,2
"Trabajador del hogar (094)",53,53,,,
,,,,,
"RURAL (096)",7823,3987,854,1088,1894
"Empleado (097)",771,184,108,173,306
"Obrero (098)",4111,1031,596,902,1582
"Trabajador independiente (099)",2247,2140,107,,
"Empleador o patrono (100)",86,50,24,7,5
"Trabajador familiar no remunerado (101)",514,488,19,6,1
"Trabajador del hogar (102)",94,94,,,
"De 06 a 14 años (104)",58,44,6,2,6
"Empleado (105)",1,,1,,
"Obrero (106)",14,6,3,,5
"Trabajador independiente (107)",11,11,,,
"Trabajador familiar no remunerado (109)",30,25,2,2,1
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",2656,977,296,462,921
"Empleado (113)",287,70,49,53,115
"Obrero (114)",1750,328,215,405,802
"Trabajador independiente (115)",389,369,20,,
"Empleador o patrono (116)",17,6,5,2,4
"Trabajador familiar no remunerado (117)",164,155,7,2,
"Trabajador del hogar (118)",49,49,,,
"De 30 a 44 años (120)",2752,1270,326,437,719
"Empleado (121)",337,75,39,80,143
"Obrero (122)",1495,341,224,354,576
"Trabajador independiente (123)",723,675,48,,
"Empleador o patrono (124)",21,10,9,2,
"Trabajador familiar no remunerado (125)",151,144,6,1,
"Trabajador del hogar (126)",25,25,,,
"De 45 a 64 años (128)",1936,1309,211,178,238
"Empleado (129)",137,36,17,39,45
"Obrero (130)",785,310,147,136,192
"Trabajador independiente (131)",836,798,38,,
"Empleador o patrono (132)",35,26,6,2,1
"Trabajador familiar no remunerado (133)",127,123,3,1,
"Trabajador del hogar (134)",16,16,,,
"De 65 y más años (136)",421,387,15,9,10
"Empleado (137)",9,3,2,1,3
"Obrero (138)",67,46,7,7,7
"Trabajador independiente (139)",288,287,1,,
"Empleador o patrono (140)",13,8,4,1,
"Trabajador familiar no remunerado (141)",42,41,1,,
"Trabajador del hogar (142)",2,2,,,
